year,province,district,old_district,new_district,cabinet_origin,cabinet_represents,gen_altered
2003,balikesir,havran,0,0,0,0,0
2004,balikesir,havran,0,0,0,0,0
2005,balikesir,havran,0,0,0,0,0
2006,balikesir,havran,0,0,0,0,0
2007,balikesir,havran,0,0,0,0,0
2008,balikesir,havran,0,0,0,0,0
2009,balikesir,havran,0,0,0,0,0
2010,balikesir,havran,0,0,0,0,0
2011,balikesir,havran,0,0,0,0,0
2012,balikesir,havran,0,0,0,0,0
2013,balikesir,havran,0,0,0,0,0
2014,balikesir,havran,0,0,0,0,0
2015,balikesir,havran,0,0,0,0,0
2016,balikesir,havran,0,0,0,0,0
2017,balikesir,havran,0,0,0,0,0
2018,balikesir,havran,0,0,0,0,0
2019,balikesir,havran,0,0,0,0,0
2020,balikesir,havran,0,0,0,0,0
2002,balikesir,ivrindi,0,0,0,0,0
2003,balikesir,ivrindi,0,0,0,0,0
2004,balikesir,ivrindi,0,0,0,0,0
2005,balikesir,ivrindi,0,0,0,0,0
2006,balikesir,ivrindi,0,0,0,0,0
2007,balikesir,ivrindi,0,0,0,0,0
2008,balikesir,ivrindi,0,0,0,0,0
2009,balikesir,ivrindi,0,0,0,0,0
2010,balikesir,ivrindi,0,0,0,0,0
2011,balikesir,ivrindi,0,0,0,0,0
2012,balikesir,ivrindi,0,0,0,0,0
2013,balikesir,ivrindi,0,0,0,0,0
2014,balikesir,ivrindi,0,0,0,0,0
2015,balikesir,ivrindi,0,0,0,0,0
2016,balikesir,ivrindi,0,0,0,0,0
2017,balikesir,ivrindi,0,0,0,0,0
2018,balikesir,ivrindi,0,0,0,0,0
2019,balikesir,ivrindi,0,0,0,0,0
2020,balikesir,ivrindi,0,0,0,0,0
2013,balikesir,karesi,0,1,0,0,1
2014,balikesir,karesi,0,1,0,0,1
2015,balikesir,karesi,0,1,0,0,0
2016,balikesir,karesi,0,1,0,0,0
2017,balikesir,karesi,0,1,0,0,0
2018,balikesir,karesi,0,1,0,0,0
2019,balikesir,karesi,0,1,0,0,0
2020,balikesir,karesi,0,1,0,0,0
2002,balikesir,kepsut,0,0,0,0,0
2003,balikesir,kepsut,0,0,0,0,0
2004,balikesir,kepsut,0,0,0,0,0
2005,balikesir,kepsut,0,0,0,0,0
2006,balikesir,kepsut,0,0,0,0,0
2007,balikesir,kepsut,0,0,0,0,0
2008,balikesir,kepsut,0,0,0,0,0
2009,balikesir,kepsut,0,0,0,0,0
2010,balikesir,kepsut,0,0,0,0,0
2011,balikesir,kepsut,0,0,0,0,0
2012,balikesir,kepsut,0,0,0,0,0
2013,balikesir,kepsut,0,0,0,0,0
2014,balikesir,kepsut,0,0,0,0,0
2015,balikesir,kepsut,0,0,0,0,0
2016,balikesir,kepsut,0,0,0,0,0
2017,balikesir,kepsut,0,0,0,0,0
2018,balikesir,kepsut,0,0,0,0,0
2019,balikesir,kepsut,0,0,0,0,0
2020,balikesir,kepsut,0,0,0,0,0
2002,balikesir,manyas,0,0,0,0,0
2003,balikesir,manyas,0,0,0,0,0
2004,balikesir,manyas,0,0,0,0,0
2005,balikesir,manyas,0,0,0,0,0
2006,balikesir,manyas,0,0,0,0,0
2007,balikesir,manyas,0,0,0,0,0
2008,balikesir,manyas,0,0,0,0,0
2009,balikesir,manyas,0,0,0,0,0
2010,balikesir,manyas,0,0,0,0,0
2011,balikesir,manyas,0,0,0,0,0
2012,balikesir,manyas,0,0,0,0,0
2013,balikesir,manyas,0,0,0,0,0
2014,balikesir,manyas,0,0,0,0,0
2015,balikesir,manyas,0,0,0,0,0
2016,balikesir,manyas,0,0,0,0,0
2017,balikesir,manyas,0,0,0,0,0
2018,balikesir,manyas,0,0,0,0,0
2019,balikesir,manyas,0,0,0,0,0
2020,balikesir,manyas,0,0,0,0,0
2002,balikesir,marmara,0,0,0,0,0
2003,balikesir,marmara,0,0,0,0,0
2004,balikesir,marmara,0,0,0,0,0
2005,balikesir,marmara,0,0,0,0,0
2006,balikesir,marmara,0,0,0,0,0
2007,balikesir,marmara,0,0,0,0,0
2008,balikesir,marmara,0,0,0,0,0
2009,balikesir,marmara,0,0,0,0,0
2010,balikesir,marmara,0,0,0,0,0
2011,balikesir,marmara,0,0,0,0,0
2012,balikesir,marmara,0,0,0,0,0
2013,balikesir,marmara,0,0,0,0,0
2014,balikesir,marmara,0,0,0,0,0
2015,balikesir,marmara,0,0,0,0,0
2016,balikesir,marmara,0,0,0,0,0
2017,balikesir,marmara,0,0,0,0,0
2018,balikesir,marmara,0,0,0,0,0
2019,balikesir,marmara,0,0,0,0,0
2020,balikesir,marmara,0,0,0,0,0
2002,balikesir,merkez,1,0,0,0,0
2003,balikesir,merkez,1,0,0,0,0
2004,balikesir,merkez,1,0,0,0,0
2005,balikesir,merkez,1,0,0,0,0
2006,balikesir,merkez,1,0,0,0,0
2007,balikesir,merkez,1,0,0,0,0
2008,balikesir,merkez,1,0,0,0,0
2009,balikesir,merkez,1,0,0,0,0
2010,balikesir,merkez,1,0,0,0,0
2011,balikesir,merkez,1,0,0,0,0
2012,balikesir,merkez,1,0,0,0,0
2002,balikesir,savastepe,0,0,0,0,0
2003,balikesir,savastepe,0,0,0,0,0
2004,balikesir,savastepe,0,0,0,0,0
2005,balikesir,savastepe,0,0,0,0,0
2006,balikesir,savastepe,0,0,0,0,0
2007,balikesir,savastepe,0,0,0,0,0
2008,balikesir,savastepe,0,0,0,0,0
2009,balikesir,savastepe,0,0,0,0,0
2010,balikesir,savastepe,0,0,0,0,0
2011,balikesir,savastepe,0,0,0,0,0
2012,balikesir,savastepe,0,0,0,0,0
2013,balikesir,savastepe,0,0,0,0,0
2014,balikesir,savastepe,0,0,0,0,0
2015,balikesir,savastepe,0,0,0,0,0
2016,balikesir,savastepe,0,0,0,0,0
2017,balikesir,savastepe,0,0,0,0,0
2018,balikesir,savastepe,0,0,0,0,0
2019,balikesir,savastepe,0,0,0,0,0
2020,balikesir,savastepe,0,0,0,0,0
2002,balikesir,sindirgi,0,0,0,0,0
2003,balikesir,sindirgi,0,0,0,0,0
2004,balikesir,sindirgi,0,0,0,0,0
2005,balikesir,sindirgi,0,0,0,0,0
2006,balikesir,sindirgi,0,0,0,0,0
2007,balikesir,sindirgi,0,0,0,0,0
2008,balikesir,sindirgi,0,0,0,0,0
2009,balikesir,sindirgi,0,0,0,0,0
2010,balikesir,sindirgi,0,0,0,0,0
2011,balikesir,sindirgi,0,0,0,0,0
2012,balikesir,sindirgi,0,0,0,0,0
2013,balikesir,sindirgi,0,0,0,0,0
2014,balikesir,sindirgi,0,0,0,0,0
2015,balikesir,sindirgi,0,0,0,0,0
2016,balikesir,sindirgi,0,0,0,0,0
2017,balikesir,sindirgi,0,0,0,0,0
2018,balikesir,sindirgi,0,0,0,0,0
2019,balikesir,sindirgi,0,0,0,0,0
2020,balikesir,sindirgi,0,0,0,0,0
2002,balikesir,susurluk,0,0,0,0,0
2003,balikesir,susurluk,0,0,0,0,0
2004,balikesir,susurluk,0,0,0,0,0
2005,balikesir,susurluk,0,0,0,0,0
2006,balikesir,susurluk,0,0,0,0,0
2007,balikesir,susurluk,0,0,0,0,0
2008,balikesir,susurluk,0,0,0,0,0
2009,balikesir,susurluk,0,0,0,0,0
2010,balikesir,susurluk,0,0,0,0,0
2011,balikesir,susurluk,0,0,0,0,0
2012,balikesir,susurluk,0,0,0,0,0
2013,balikesir,susurluk,0,0,0,0,0
2014,balikesir,susurluk,0,0,0,0,0
2015,balikesir,susurluk,0,0,0,0,0
2016,balikesir,susurluk,0,0,0,0,0
2017,balikesir,susurluk,0,0,0,0,0
2018,balikesir,susurluk,0,0,0,0,0
2019,balikesir,susurluk,0,0,0,0,0
2020,balikesir,susurluk,0,0,0,0,0
2002,bartin,amasra,0,0,0,0,0
2003,bartin,amasra,0,0,0,0,0
2004,bartin,amasra,0,0,0,0,0
2005,bartin,amasra,0,0,0,0,0
2006,bartin,amasra,0,0,0,0,0
2007,bartin,amasra,0,0,0,0,0
2008,bartin,amasra,0,0,0,0,0
2009,bartin,amasra,0,0,0,0,0
2010,bartin,amasra,0,0,0,0,0
2011,bartin,amasra,0,0,0,0,0
2012,bartin,amasra,0,0,0,0,0
2013,bartin,amasra,0,0,0,0,0
2014,bartin,amasra,0,0,0,0,0
2015,bartin,amasra,0,0,0,0,0
2016,bartin,amasra,0,0,0,0,0
2017,bartin,amasra,0,0,0,0,0
2018,bartin,amasra,0,0,0,0,0
2019,bartin,amasra,0,0,0,0,0
2020,bartin,amasra,0,0,0,0,0
2002,bartin,kurucasile,0,0,0,0,0
2003,bartin,kurucasile,0,0,0,0,0
2004,bartin,kurucasile,0,0,0,0,0
2005,bartin,kurucasile,0,0,0,0,0
2006,bartin,kurucasile,0,0,0,0,0
2007,bartin,kurucasile,0,0,0,0,0
2008,bartin,kurucasile,0,0,0,0,0
2009,bartin,kurucasile,0,0,0,0,0
2010,bartin,kurucasile,0,0,0,0,0
2011,bartin,kurucasile,0,0,0,0,0
2012,bartin,kurucasile,0,0,0,0,0
2013,bartin,kurucasile,0,0,0,0,0
2014,bartin,kurucasile,0,0,0,0,0
2015,bartin,kurucasile,0,0,0,0,0
2016,bartin,kurucasile,0,0,0,0,0
2017,bartin,kurucasile,0,0,0,0,0
2018,bartin,kurucasile,0,0,0,0,0
2019,bartin,kurucasile,0,0,0,0,0
2020,bartin,kurucasile,0,0,0,0,0
2002,bartin,merkez,0,0,0,0,0
2003,bartin,merkez,0,0,0,0,0
2004,bartin,merkez,0,0,0,0,0
2005,bartin,merkez,0,0,0,0,0
2006,bartin,merkez,0,0,0,0,0
2007,bartin,merkez,0,0,0,0,0
2008,bartin,merkez,0,0,0,0,0
2009,bartin,merkez,0,0,0,0,0
2010,bartin,merkez,0,0,0,0,0
2011,bartin,merkez,0,0,0,0,0
2012,bartin,merkez,0,0,0,0,0
2013,bartin,merkez,0,0,0,0,0
2014,bartin,merkez,0,0,0,0,0
2015,bartin,merkez,0,0,0,0,0
2016,bartin,merkez,0,0,0,0,0
2017,bartin,merkez,0,0,0,0,0
2018,bartin,merkez,0,0,0,0,0
2019,bartin,merkez,0,0,0,0,0
2020,bartin,merkez,0,0,0,0,0
2002,bartin,ulus,0,0,0,0,0
2003,bartin,ulus,0,0,0,0,0
2004,bartin,ulus,0,0,0,0,0
2005,bartin,ulus,0,0,0,0,0
2006,bartin,ulus,0,0,0,0,0
2007,bartin,ulus,0,0,0,0,0
2008,bartin,ulus,0,0,0,0,0
2009,bartin,ulus,0,0,0,0,0
2010,bartin,ulus,0,0,0,0,0
2011,bartin,ulus,0,0,0,0,0
2012,bartin,ulus,0,0,0,0,0
2013,bartin,ulus,0,0,0,0,0
2014,bartin,ulus,0,0,0,0,0
2015,bartin,ulus,0,0,0,0,0
2016,bartin,ulus,0,0,0,0,0
2017,bartin,ulus,0,0,0,0,0
2018,bartin,ulus,0,0,0,0,0
2019,bartin,ulus,0,0,0,0,0
2020,bartin,ulus,0,0,0,0,0
2002,batman,besiri,0,0,0,0,0
2003,batman,besiri,0,0,0,0,0
2004,batman,besiri,0,0,0,0,0
2005,batman,besiri,0,0,0,0,0
2006,batman,besiri,0,0,0,0,0
2007,batman,besiri,0,0,1,0,0
2008,batman,besiri,0,0,1,0,0
2009,batman,besiri,0,0,1,0,0
2010,batman,besiri,0,0,1,0,0
2011,batman,besiri,0,0,1,0,0
2012,batman,besiri,0,0,1,0,0
2013,batman,besiri,0,0,1,0,0
2014,batman,besiri,0,0,1,0,0
2015,batman,besiri,0,0,1,0,0
2016,batman,besiri,0,0,1,0,0
2017,batman,besiri,0,0,1,0,0
2018,batman,besiri,0,0,1,0,0
2019,batman,besiri,0,0,0,0,0
2020,batman,besiri,0,0,0,0,0
2002,batman,gercus,0,0,0,0,0
2003,batman,gercus,0,0,0,0,0
2004,batman,gercus,0,0,0,0,0
2005,batman,gercus,0,0,0,0,0
2006,batman,gercus,0,0,0,0,0
2007,batman,gercus,0,0,1,0,0
2008,batman,gercus,0,0,1,0,0
2009,batman,gercus,0,0,1,0,0
2010,batman,gercus,0,0,1,0,0
2011,batman,gercus,0,0,1,0,0
2012,batman,gercus,0,0,1,0,0
2013,batman,gercus,0,0,1,0,0
2014,batman,gercus,0,0,1,0,0
2015,batman,gercus,0,0,1,0,0
2016,batman,gercus,0,0,1,0,0
2017,batman,gercus,0,0,1,0,0
2018,batman,gercus,0,0,1,0,0
2019,batman,gercus,0,0,0,0,0
2020,batman,gercus,0,0,0,0,0
2002,batman,hasankeyf,0,0,0,0,0
2003,batman,hasankeyf,0,0,0,0,0
2004,batman,hasankeyf,0,0,0,0,0
2005,batman,hasankeyf,0,0,0,0,0
2006,batman,hasankeyf,0,0,0,0,0
2007,batman,hasankeyf,0,0,1,0,0
2008,batman,hasankeyf,0,0,1,0,0
2009,batman,hasankeyf,0,0,1,0,0
2010,batman,hasankeyf,0,0,1,0,0
2011,batman,hasankeyf,0,0,1,0,0
2012,batman,hasankeyf,0,0,1,0,0
2013,batman,hasankeyf,0,0,1,0,0
2014,batman,hasankeyf,0,0,1,0,0
2015,batman,hasankeyf,0,0,1,0,0
2016,batman,hasankeyf,0,0,1,0,0
2017,batman,hasankeyf,0,0,1,0,0
2018,batman,hasankeyf,0,0,1,0,0
2019,batman,hasankeyf,0,0,0,0,0
2020,batman,hasankeyf,0,0,0,0,0
2002,batman,kozluk,0,0,0,0,0
2003,batman,kozluk,0,0,0,0,0
2004,batman,kozluk,0,0,0,0,0
2005,batman,kozluk,0,0,0,0,0
2006,batman,kozluk,0,0,0,0,0
2007,batman,kozluk,0,0,1,0,0
2008,batman,kozluk,0,0,1,0,0
2009,batman,kozluk,0,0,1,0,0
2010,batman,kozluk,0,0,1,0,0
2011,batman,kozluk,0,0,1,0,0
2012,batman,kozluk,0,0,1,0,0
2013,batman,kozluk,0,0,1,0,0
2014,batman,kozluk,0,0,1,0,0
2015,batman,kozluk,0,0,1,0,0
2016,batman,kozluk,0,0,1,0,0
2017,batman,kozluk,0,0,1,0,0
2018,batman,kozluk,0,0,1,0,0
2019,batman,kozluk,0,0,0,0,0
2020,batman,kozluk,0,0,0,0,0
2002,batman,merkez,0,0,0,0,0
2003,batman,merkez,0,0,0,0,0
2004,batman,merkez,0,0,0,0,0
2005,batman,merkez,0,0,0,0,0
2006,batman,merkez,0,0,0,0,0
2007,batman,merkez,0,0,1,0,0
2008,batman,merkez,0,0,1,0,0
2009,batman,merkez,0,0,1,0,0
2010,batman,merkez,0,0,1,0,0
2011,batman,merkez,0,0,1,0,0
2012,batman,merkez,0,0,1,0,0
2013,batman,merkez,0,0,1,0,0
2014,batman,merkez,0,0,1,0,0
2015,batman,merkez,0,0,1,0,0
2016,batman,merkez,0,0,1,0,0
2017,batman,merkez,0,0,1,0,0
2018,batman,merkez,0,0,1,0,0
2019,batman,merkez,0,0,0,0,0
2020,batman,merkez,0,0,0,0,0
2002,batman,sason,0,0,0,0,0
2003,batman,sason,0,0,0,0,0
2004,batman,sason,0,0,0,0,0
2005,batman,sason,0,0,0,0,0
2006,batman,sason,0,0,0,0,0
2007,batman,sason,0,0,1,0,0
2008,batman,sason,0,0,1,0,0
2009,batman,sason,0,0,1,0,0
2010,batman,sason,0,0,1,0,0
2011,batman,sason,0,0,1,0,0
2012,batman,sason,0,0,1,0,0
2013,batman,sason,0,0,1,0,0
2014,batman,sason,0,0,1,0,0
2015,batman,sason,0,0,1,0,0
2016,batman,sason,0,0,1,0,0
2017,batman,sason,0,0,1,0,0
2018,batman,sason,0,0,1,0,0
2019,batman,sason,0,0,0,0,0
2020,batman,sason,0,0,0,0,0
2002,bayburt,aydintepe,0,0,0,0,0
2003,bayburt,aydintepe,0,0,0,0,0
2004,bayburt,aydintepe,0,0,0,0,0
2005,bayburt,aydintepe,0,0,0,0,0
2006,bayburt,aydintepe,0,0,0,0,0
2007,bayburt,aydintepe,0,0,0,0,0
2008,bayburt,aydintepe,0,0,0,0,0
2009,bayburt,aydintepe,0,0,0,0,0
2010,bayburt,aydintepe,0,0,0,0,0
2011,bayburt,aydintepe,0,0,0,0,0
2012,bayburt,aydintepe,0,0,0,0,0
2013,bayburt,aydintepe,0,0,0,0,0
2014,bayburt,aydintepe,0,0,0,0,0
2015,bayburt,aydintepe,0,0,1,1,0
2016,bayburt,aydintepe,0,0,1,1,0
2017,bayburt,aydintepe,0,0,1,1,0
2018,bayburt,aydintepe,0,0,1,1,0
2019,bayburt,aydintepe,0,0,0,0,0
2020,bayburt,aydintepe,0,0,0,0,0
2002,bayburt,demirozu,0,0,0,0,0
2003,bayburt,demirozu,0,0,0,0,0
2004,bayburt,demirozu,0,0,0,0,0
2005,bayburt,demirozu,0,0,0,0,0
2006,bayburt,demirozu,0,0,0,0,0
2007,bayburt,demirozu,0,0,0,0,0
2008,bayburt,demirozu,0,0,0,0,0
2009,bayburt,demirozu,0,0,0,0,0
2010,bayburt,demirozu,0,0,0,0,0
2011,bayburt,demirozu,0,0,0,0,0
2012,bayburt,demirozu,0,0,0,0,0
2013,bayburt,demirozu,0,0,0,0,0
2014,bayburt,demirozu,0,0,0,0,0
2015,bayburt,demirozu,0,0,1,1,0
2016,bayburt,demirozu,0,0,1,1,0
2017,bayburt,demirozu,0,0,1,1,0
2018,bayburt,demirozu,0,0,1,1,0
2019,bayburt,demirozu,0,0,0,0,0
2020,bayburt,demirozu,0,0,0,0,0
2002,bayburt,merkez,0,0,0,0,0
2003,bayburt,merkez,0,0,0,0,0
2004,bayburt,merkez,0,0,0,0,0
2005,bayburt,merkez,0,0,0,0,0
2006,bayburt,merkez,0,0,0,0,0
2007,bayburt,merkez,0,0,0,0,0
2008,bayburt,merkez,0,0,0,0,0
2009,bayburt,merkez,0,0,0,0,0
2010,bayburt,merkez,0,0,0,0,0
2011,bayburt,merkez,0,0,0,0,0
2012,bayburt,merkez,0,0,0,0,0
2013,bayburt,merkez,0,0,0,0,0
2014,bayburt,merkez,0,0,0,0,0
2015,bayburt,merkez,0,0,1,1,0
2016,bayburt,merkez,0,0,1,1,0
2017,bayburt,merkez,0,0,1,1,0
2018,bayburt,merkez,0,0,1,1,0
2019,bayburt,merkez,0,0,0,0,0
2020,bayburt,merkez,0,0,0,0,0
2002,bilecik,bozuyuk,0,0,0,0,0
2003,bilecik,bozuyuk,0,0,0,0,0
2004,bilecik,bozuyuk,0,0,0,0,0
2005,bilecik,bozuyuk,0,0,0,0,0
2006,bilecik,bozuyuk,0,0,0,0,0
2007,bilecik,bozuyuk,0,0,0,0,0
2008,bilecik,bozuyuk,0,0,0,0,0
2009,bilecik,bozuyuk,0,0,0,0,0
2010,bilecik,bozuyuk,0,0,0,0,0
2011,bilecik,bozuyuk,0,0,0,0,0
2012,bilecik,bozuyuk,0,0,0,0,0
2013,bilecik,bozuyuk,0,0,0,0,0
2014,bilecik,bozuyuk,0,0,0,0,0
2015,bilecik,bozuyuk,0,0,0,0,0
2016,bilecik,bozuyuk,0,0,0,0,0
2017,bilecik,bozuyuk,0,0,0,0,0
2018,bilecik,bozuyuk,0,0,1,0,0
2019,bilecik,bozuyuk,0,0,1,0,0
2020,bilecik,bozuyuk,0,0,1,0,0
2002,bilecik,golpazari,0,0,0,0,0
2003,bilecik,golpazari,0,0,0,0,0
2004,bilecik,golpazari,0,0,0,0,0
2005,bilecik,golpazari,0,0,0,0,0
2006,bilecik,golpazari,0,0,0,0,0
2007,bilecik,golpazari,0,0,0,0,0
2008,bilecik,golpazari,0,0,0,0,0
2009,bilecik,golpazari,0,0,0,0,0
2010,bilecik,golpazari,0,0,0,0,0
2011,bilecik,golpazari,0,0,0,0,0
2012,bilecik,golpazari,0,0,0,0,0
2013,bilecik,golpazari,0,0,0,0,0
2014,bilecik,golpazari,0,0,0,0,0
2015,bilecik,golpazari,0,0,0,0,0
2016,bilecik,golpazari,0,0,0,0,0
2017,bilecik,golpazari,0,0,0,0,0
2018,bilecik,golpazari,0,0,1,0,0
2019,bilecik,golpazari,0,0,1,0,0
2020,bilecik,golpazari,0,0,1,0,0
2002,bilecik,inhisar,0,0,0,0,0
2003,bilecik,inhisar,0,0,0,0,0
2004,bilecik,inhisar,0,0,0,0,0
2005,bilecik,inhisar,0,0,0,0,0
2006,bilecik,inhisar,0,0,0,0,0
2007,bilecik,inhisar,0,0,0,0,0
2008,bilecik,inhisar,0,0,0,0,0
2009,bilecik,inhisar,0,0,0,0,0
2010,bilecik,inhisar,0,0,0,0,0
2011,bilecik,inhisar,0,0,0,0,0
2012,bilecik,inhisar,0,0,0,0,0
2013,bilecik,inhisar,0,0,0,0,0
2014,bilecik,inhisar,0,0,0,0,0
2015,bilecik,inhisar,0,0,0,0,0
2016,bilecik,inhisar,0,0,0,0,0
2017,bilecik,inhisar,0,0,0,0,0
2018,bilecik,inhisar,0,0,1,0,0
2019,bilecik,inhisar,0,0,1,0,0
2020,bilecik,inhisar,0,0,1,0,0
2002,bilecik,merkez,0,0,0,0,0
2003,bilecik,merkez,0,0,0,0,0
2004,bilecik,merkez,0,0,0,0,0
2005,bilecik,merkez,0,0,0,0,0
2006,bilecik,merkez,0,0,0,0,0
2007,bilecik,merkez,0,0,0,0,0
2008,bilecik,merkez,0,0,0,0,0
2009,bilecik,merkez,0,0,0,0,0
2010,bilecik,merkez,0,0,0,0,0
2011,bilecik,merkez,0,0,0,0,0
2012,bilecik,merkez,0,0,0,0,0
2013,bilecik,merkez,0,0,0,0,0
2014,bilecik,merkez,0,0,0,0,0
2015,bilecik,merkez,0,0,0,0,0
2016,bilecik,merkez,0,0,0,0,0
2017,bilecik,merkez,0,0,0,0,0
2018,bilecik,merkez,0,0,1,0,0
2019,bilecik,merkez,0,0,1,0,0
2020,bilecik,merkez,0,0,1,0,0
2002,bilecik,osmaneli,0,0,0,0,0
2003,bilecik,osmaneli,0,0,0,0,0
2004,bilecik,osmaneli,0,0,0,0,0
2005,bilecik,osmaneli,0,0,0,0,0
2006,bilecik,osmaneli,0,0,0,0,0
2007,bilecik,osmaneli,0,0,0,0,0
2008,bilecik,osmaneli,0,0,0,0,0
2009,bilecik,osmaneli,0,0,0,0,0
2010,bilecik,osmaneli,0,0,0,0,0
2011,bilecik,osmaneli,0,0,0,0,0
2012,bilecik,osmaneli,0,0,0,0,0
2013,bilecik,osmaneli,0,0,0,0,0
2014,bilecik,osmaneli,0,0,0,0,0
2015,bilecik,osmaneli,0,0,0,0,0
2016,bilecik,osmaneli,0,0,0,0,0
2017,bilecik,osmaneli,0,0,0,0,0
2018,bilecik,osmaneli,0,0,1,0,0
2019,bilecik,osmaneli,0,0,1,0,0
2020,bilecik,osmaneli,0,0,1,0,0
2002,bilecik,pazaryeri,0,0,0,0,0
2003,bilecik,pazaryeri,0,0,0,0,0
2004,bilecik,pazaryeri,0,0,0,0,0
2005,bilecik,pazaryeri,0,0,0,0,0
2006,bilecik,pazaryeri,0,0,0,0,0
2007,bilecik,pazaryeri,0,0,0,0,0
2008,bilecik,pazaryeri,0,0,0,0,0
2009,bilecik,pazaryeri,0,0,0,0,0
2010,bilecik,pazaryeri,0,0,0,0,0
2011,bilecik,pazaryeri,0,0,0,0,0
2012,bilecik,pazaryeri,0,0,0,0,0
2013,bilecik,pazaryeri,0,0,0,0,0
2014,bilecik,pazaryeri,0,0,0,0,0
2015,bilecik,pazaryeri,0,0,0,0,0
2016,bilecik,pazaryeri,0,0,0,0,0
2017,bilecik,pazaryeri,0,0,0,0,0
2018,bilecik,pazaryeri,0,0,1,0,0
2019,bilecik,pazaryeri,0,0,1,0,0
2020,bilecik,pazaryeri,0,0,1,0,0
2002,bilecik,sogut,0,0,0,0,0
2003,bilecik,sogut,0,0,0,0,0
2004,bilecik,sogut,0,0,0,0,0
2005,bilecik,sogut,0,0,0,0,0
2006,bilecik,sogut,0,0,0,0,0
2007,bilecik,sogut,0,0,0,0,0
2008,bilecik,sogut,0,0,0,0,0
2009,bilecik,sogut,0,0,0,0,0
2010,bilecik,sogut,0,0,0,0,0
2011,bilecik,sogut,0,0,0,0,0
2012,bilecik,sogut,0,0,0,0,0
2013,bilecik,sogut,0,0,0,0,0
2014,bilecik,sogut,0,0,0,0,0
2015,bilecik,sogut,0,0,0,0,0
2016,bilecik,sogut,0,0,0,0,0
2017,bilecik,sogut,0,0,0,0,0
2018,bilecik,sogut,0,0,1,0,0
2019,bilecik,sogut,0,0,1,0,0
2020,bilecik,sogut,0,0,1,0,0
2002,bilecik,yenipazar,0,0,0,0,0
2003,bilecik,yenipazar,0,0,0,0,0
2004,bilecik,yenipazar,0,0,0,0,0
2005,bilecik,yenipazar,0,0,0,0,0
2006,bilecik,yenipazar,0,0,0,0,0
2007,bilecik,yenipazar,0,0,0,0,0
2008,bilecik,yenipazar,0,0,0,0,0
2009,bilecik,yenipazar,0,0,0,0,0
2010,bilecik,yenipazar,0,0,0,0,0
2011,bilecik,yenipazar,0,0,0,0,0
2012,bilecik,yenipazar,0,0,0,0,0
2013,bilecik,yenipazar,0,0,0,0,0
2014,bilecik,yenipazar,0,0,0,0,0
2015,bilecik,yenipazar,0,0,0,0,0
2016,bilecik,yenipazar,0,0,0,0,0
2017,bilecik,yenipazar,0,0,0,0,0
2018,bilecik,yenipazar,0,0,1,0,0
2019,bilecik,yenipazar,0,0,1,0,0
2020,bilecik,yenipazar,0,0,1,0,0
2002,bingol,adakli,0,0,0,0,0
2003,bingol,adakli,0,0,0,0,0
2004,bingol,adakli,0,0,0,0,0
2005,bingol,adakli,0,0,0,0,0
2006,bingol,adakli,0,0,0,0,0
2007,bingol,adakli,0,0,0,0,0
2008,bingol,adakli,0,0,0,0,0
2009,bingol,adakli,0,0,1,1,0
2010,bingol,adakli,0,0,1,1,0
2011,bingol,adakli,0,0,1,1,0
2012,bingol,adakli,0,0,1,1,0
2013,bingol,adakli,0,0,1,1,0
2014,bingol,adakli,0,0,1,1,0
2015,bingol,adakli,0,0,1,1,0
2016,bingol,adakli,0,0,1,1,0
2017,bingol,adakli,0,0,0,0,0
2018,bingol,adakli,0,0,0,0,0
2019,bingol,adakli,0,0,0,0,0
2020,bingol,adakli,0,0,0,0,0
2002,bingol,genc,0,0,0,0,0
2003,bingol,genc,0,0,0,0,0
2004,bingol,genc,0,0,0,0,0
2005,bingol,genc,0,0,0,0,0
2006,bingol,genc,0,0,0,0,0
2007,bingol,genc,0,0,0,0,0
2008,bingol,genc,0,0,0,0,0
2009,bingol,genc,0,0,1,1,0
2010,bingol,genc,0,0,1,1,0
2011,bingol,genc,0,0,1,1,0
2012,bingol,genc,0,0,1,1,0
2013,bingol,genc,0,0,1,1,0
2014,bingol,genc,0,0,1,1,0
2015,bingol,genc,0,0,1,1,0
2016,bingol,genc,0,0,1,1,0
2017,bingol,genc,0,0,0,0,0
2018,bingol,genc,0,0,0,0,0
2019,bingol,genc,0,0,0,0,0
2020,bingol,genc,0,0,0,0,0
2002,bingol,karliova,0,0,0,0,0
2003,bingol,karliova,0,0,0,0,0
2004,bingol,karliova,0,0,0,0,0
2005,bingol,karliova,0,0,0,0,0
2006,bingol,karliova,0,0,0,0,0
2007,bingol,karliova,0,0,0,0,0
2008,bingol,karliova,0,0,0,0,0
2009,bingol,karliova,0,0,1,1,0
2010,bingol,karliova,0,0,1,1,0
2011,bingol,karliova,0,0,1,1,0
2012,bingol,karliova,0,0,1,1,0
2013,bingol,karliova,0,0,1,1,0
2014,bingol,karliova,0,0,1,1,0
2015,bingol,karliova,0,0,1,1,0
2016,bingol,karliova,0,0,1,1,0
2017,bingol,karliova,0,0,0,0,0
2018,bingol,karliova,0,0,0,0,0
2019,bingol,karliova,0,0,0,0,0
2020,bingol,karliova,0,0,0,0,0
2002,bingol,kigi,0,0,0,0,0
2003,bingol,kigi,0,0,0,0,0
2004,bingol,kigi,0,0,0,0,0
