year,province,district,old_district,new_district,cabinet_origin,cabinet_represents,gen_altered
2009,eskisehir,seyitgazi,0,0,0,0,0
2010,eskisehir,seyitgazi,0,0,0,0,0
2011,eskisehir,seyitgazi,0,0,0,0,0
2012,eskisehir,seyitgazi,0,0,0,0,0
2013,eskisehir,seyitgazi,0,0,1,1,0
2014,eskisehir,seyitgazi,0,0,1,1,0
2015,eskisehir,seyitgazi,0,0,1,1,0
2016,eskisehir,seyitgazi,0,0,1,1,0
2017,eskisehir,seyitgazi,0,0,1,1,0
2018,eskisehir,seyitgazi,0,0,0,0,0
2019,eskisehir,seyitgazi,0,0,0,0,0
2020,eskisehir,seyitgazi,0,0,0,0,0
2002,eskisehir,sivrihisar,0,0,0,0,0
2003,eskisehir,sivrihisar,0,0,0,0,0
2004,eskisehir,sivrihisar,0,0,0,0,0
2005,eskisehir,sivrihisar,0,0,0,0,0
2006,eskisehir,sivrihisar,0,0,0,0,0
2007,eskisehir,sivrihisar,0,0,0,0,0
2008,eskisehir,sivrihisar,0,0,0,0,0
2009,eskisehir,sivrihisar,0,0,0,0,0
2010,eskisehir,sivrihisar,0,0,0,0,0
2011,eskisehir,sivrihisar,0,0,0,0,0
2012,eskisehir,sivrihisar,0,0,0,0,0
2013,eskisehir,sivrihisar,0,0,1,1,0
2014,eskisehir,sivrihisar,0,0,1,1,0
2015,eskisehir,sivrihisar,0,0,1,1,0
2016,eskisehir,sivrihisar,0,0,1,1,0
2017,eskisehir,sivrihisar,0,0,1,1,0
2018,eskisehir,sivrihisar,0,0,0,0,0
2019,eskisehir,sivrihisar,0,0,0,0,0
2020,eskisehir,sivrihisar,0,0,0,0,0
2008,eskisehir,tepebasi,0,1,0,0,1
2009,eskisehir,tepebasi,0,1,0,0,1
2010,eskisehir,tepebasi,0,1,0,0,1
2011,eskisehir,tepebasi,0,1,0,0,0
2012,eskisehir,tepebasi,0,1,0,0,0
2013,eskisehir,tepebasi,0,1,1,1,0
2014,eskisehir,tepebasi,0,1,1,1,0
2015,eskisehir,tepebasi,0,1,1,1,0
2016,eskisehir,tepebasi,0,1,1,1,0
2017,eskisehir,tepebasi,0,1,1,1,0
2018,eskisehir,tepebasi,0,1,0,0,0
2019,eskisehir,tepebasi,0,1,0,0,0
2020,eskisehir,tepebasi,0,1,0,0,0
2002,gaziantep,araban,0,0,0,0,0
2003,gaziantep,araban,0,0,0,0,0
2004,gaziantep,araban,0,0,0,0,0
2005,gaziantep,araban,0,0,0,0,0
2006,gaziantep,araban,0,0,0,0,0
2007,gaziantep,araban,0,0,0,1,0
2008,gaziantep,araban,0,0,0,1,0
2009,gaziantep,araban,0,0,0,1,0
2010,gaziantep,araban,0,0,0,1,0
2011,gaziantep,araban,0,0,1,1,0
2012,gaziantep,araban,0,0,1,1,0
2013,gaziantep,araban,0,0,1,1,0
2014,gaziantep,araban,0,0,0,1,0
2015,gaziantep,araban,0,0,0,1,0
2016,gaziantep,araban,0,0,0,1,0
2017,gaziantep,araban,0,0,1,1,0
2018,gaziantep,araban,0,0,1,1,0
2019,gaziantep,araban,0,0,1,1,0
2020,gaziantep,araban,0,0,1,1,0
2002,gaziantep,islahiye,0,0,0,0,0
2003,gaziantep,islahiye,0,0,0,0,0
2004,gaziantep,islahiye,0,0,0,0,0
2005,gaziantep,islahiye,0,0,0,0,0
2006,gaziantep,islahiye,0,0,0,0,0
2007,gaziantep,islahiye,0,0,0,1,0
2008,gaziantep,islahiye,0,0,0,1,0
2009,gaziantep,islahiye,0,0,0,1,0
2010,gaziantep,islahiye,0,0,0,1,0
2011,gaziantep,islahiye,0,0,1,1,0
2012,gaziantep,islahiye,0,0,1,1,0
2013,gaziantep,islahiye,0,0,1,1,0
2014,gaziantep,islahiye,0,0,0,1,0
2015,gaziantep,islahiye,0,0,0,1,0
2016,gaziantep,islahiye,0,0,0,1,0
2017,gaziantep,islahiye,0,0,1,1,0
2018,gaziantep,islahiye,0,0,1,1,0
2019,gaziantep,islahiye,0,0,1,1,0
2020,gaziantep,islahiye,0,0,1,1,0
2002,gaziantep,karkamis,0,0,0,0,0
2003,gaziantep,karkamis,0,0,0,0,0
2004,gaziantep,karkamis,0,0,0,0,0
2005,gaziantep,karkamis,0,0,0,0,0
2006,gaziantep,karkamis,0,0,0,0,0
2007,gaziantep,karkamis,0,0,0,1,0
2008,gaziantep,karkamis,0,0,0,1,0
2009,gaziantep,karkamis,0,0,0,1,0
2010,gaziantep,karkamis,0,0,0,1,0
2011,gaziantep,karkamis,0,0,1,1,0
2012,gaziantep,karkamis,0,0,1,1,0
2013,gaziantep,karkamis,0,0,1,1,0
2014,gaziantep,karkamis,0,0,0,1,0
2015,gaziantep,karkamis,0,0,0,1,0
2016,gaziantep,karkamis,0,0,0,1,0
2017,gaziantep,karkamis,0,0,1,1,0
2018,gaziantep,karkamis,0,0,1,1,0
2019,gaziantep,karkamis,0,0,1,1,0
2020,gaziantep,karkamis,0,0,1,1,0
2002,gaziantep,nizip,0,0,0,0,0
2003,gaziantep,nizip,0,0,0,0,0
2004,gaziantep,nizip,0,0,0,0,0
2005,gaziantep,nizip,0,0,0,0,0
2006,gaziantep,nizip,0,0,0,0,0
2007,gaziantep,nizip,0,0,0,1,0
2008,gaziantep,nizip,0,0,0,1,0
2009,gaziantep,nizip,0,0,0,1,0
2010,gaziantep,nizip,0,0,0,1,0
2011,gaziantep,nizip,0,0,1,1,0
2012,gaziantep,nizip,0,0,1,1,0
2013,gaziantep,nizip,0,0,1,1,0
2014,gaziantep,nizip,0,0,0,1,0
2015,gaziantep,nizip,0,0,0,1,0
2016,gaziantep,nizip,0,0,0,1,0
2017,gaziantep,nizip,0,0,1,1,0
2018,gaziantep,nizip,0,0,1,1,0
2019,gaziantep,nizip,0,0,1,1,0
2020,gaziantep,nizip,0,0,1,1,0
2002,gaziantep,nurdagi,0,0,0,0,0
2003,gaziantep,nurdagi,0,0,0,0,0
2004,gaziantep,nurdagi,0,0,0,0,0
2005,gaziantep,nurdagi,0,0,0,0,0
2006,gaziantep,nurdagi,0,0,0,0,0
2007,gaziantep,nurdagi,0,0,0,1,0
2008,gaziantep,nurdagi,0,0,0,1,0
2009,gaziantep,nurdagi,0,0,0,1,0
2010,gaziantep,nurdagi,0,0,0,1,0
2011,gaziantep,nurdagi,0,0,1,1,0
2012,gaziantep,nurdagi,0,0,1,1,0
2013,gaziantep,nurdagi,0,0,1,1,0
2014,gaziantep,nurdagi,0,0,0,1,0
2015,gaziantep,nurdagi,0,0,0,1,0
2016,gaziantep,nurdagi,0,0,0,1,0
2017,gaziantep,nurdagi,0,0,1,1,0
2018,gaziantep,nurdagi,0,0,1,1,0
2019,gaziantep,nurdagi,0,0,1,1,0
2020,gaziantep,nurdagi,0,0,1,1,0
2002,gaziantep,oguzeli,0,0,0,0,0
2003,gaziantep,oguzeli,0,0,0,0,0
2004,gaziantep,oguzeli,0,0,0,0,0
2005,gaziantep,oguzeli,0,0,0,0,0
2006,gaziantep,oguzeli,0,0,0,0,0
2007,gaziantep,oguzeli,0,0,0,1,0
2008,gaziantep,oguzeli,0,0,0,1,0
2009,gaziantep,oguzeli,0,0,0,1,0
2010,gaziantep,oguzeli,0,0,0,1,0
2011,gaziantep,oguzeli,0,0,1,1,0
2012,gaziantep,oguzeli,0,0,1,1,0
2013,gaziantep,oguzeli,0,0,1,1,0
2014,gaziantep,oguzeli,0,0,0,1,0
2015,gaziantep,oguzeli,0,0,0,1,0
2016,gaziantep,oguzeli,0,0,0,1,0
2017,gaziantep,oguzeli,0,0,1,1,0
2018,gaziantep,oguzeli,0,0,1,1,0
2019,gaziantep,oguzeli,0,0,1,1,0
2020,gaziantep,oguzeli,0,0,1,1,0
2002,gaziantep,sahinbey,0,0,0,0,0
2003,gaziantep,sahinbey,0,0,0,0,0
2004,gaziantep,sahinbey,0,0,0,0,0
2005,gaziantep,sahinbey,0,0,0,0,0
2006,gaziantep,sahinbey,0,0,0,0,0
2007,gaziantep,sahinbey,0,0,0,1,0
2008,gaziantep,sahinbey,0,0,0,1,0
2009,gaziantep,sahinbey,0,0,0,1,0
2010,gaziantep,sahinbey,0,0,0,1,0
2011,gaziantep,sahinbey,0,0,1,1,0
2012,gaziantep,sahinbey,0,0,1,1,0
2013,gaziantep,sahinbey,0,0,1,1,0
2014,gaziantep,sahinbey,0,0,0,1,0
2015,gaziantep,sahinbey,0,0,0,1,0
2016,gaziantep,sahinbey,0,0,0,1,0
2017,gaziantep,sahinbey,0,0,1,1,0
2018,gaziantep,sahinbey,0,0,1,1,0
2019,gaziantep,sahinbey,0,0,1,1,0
2020,gaziantep,sahinbey,0,0,1,1,0
2002,gaziantep,sehitkamil,0,0,0,0,0
2003,gaziantep,sehitkamil,0,0,0,0,0
2004,gaziantep,sehitkamil,0,0,0,0,0
2005,gaziantep,sehitkamil,0,0,0,0,0
2006,gaziantep,sehitkamil,0,0,0,0,0
2007,gaziantep,sehitkamil,0,0,0,1,0
2008,gaziantep,sehitkamil,0,0,0,1,0
2009,gaziantep,sehitkamil,0,0,0,1,0
2010,gaziantep,sehitkamil,0,0,0,1,0
2011,gaziantep,sehitkamil,0,0,1,1,0
2012,gaziantep,sehitkamil,0,0,1,1,0
2013,gaziantep,sehitkamil,0,0,1,1,0
2014,gaziantep,sehitkamil,0,0,0,1,0
2015,gaziantep,sehitkamil,0,0,0,1,0
2016,gaziantep,sehitkamil,0,0,0,1,0
2017,gaziantep,sehitkamil,0,0,1,1,0
2018,gaziantep,sehitkamil,0,0,1,1,0
2019,gaziantep,sehitkamil,0,0,1,1,0
2020,gaziantep,sehitkamil,0,0,1,1,0
2002,gaziantep,yavuzeli,0,0,0,0,0
2003,gaziantep,yavuzeli,0,0,0,0,0
2004,gaziantep,yavuzeli,0,0,0,0,0
2005,gaziantep,yavuzeli,0,0,0,0,0
2006,gaziantep,yavuzeli,0,0,0,0,0
2007,gaziantep,yavuzeli,0,0,0,1,0
2008,gaziantep,yavuzeli,0,0,0,1,0
2009,gaziantep,yavuzeli,0,0,0,1,0
2010,gaziantep,yavuzeli,0,0,0,1,0
2011,gaziantep,yavuzeli,0,0,1,1,0
2012,gaziantep,yavuzeli,0,0,1,1,0
2013,gaziantep,yavuzeli,0,0,1,1,0
2014,gaziantep,yavuzeli,0,0,0,1,0
2015,gaziantep,yavuzeli,0,0,0,1,0
2016,gaziantep,yavuzeli,0,0,0,1,0
2017,gaziantep,yavuzeli,0,0,1,1,0
2018,gaziantep,yavuzeli,0,0,1,1,0
2019,gaziantep,yavuzeli,0,0,1,1,0
2020,gaziantep,yavuzeli,0,0,1,1,0
2002,giresun,alucra,0,0,0,0,0
2003,giresun,alucra,0,0,0,0,0
2004,giresun,alucra,0,0,0,0,0
2005,giresun,alucra,0,0,0,0,0
2006,giresun,alucra,0,0,0,0,0
2007,giresun,alucra,0,0,0,0,0
2008,giresun,alucra,0,0,0,0,0
2009,giresun,alucra,0,0,0,0,0
2010,giresun,alucra,0,0,0,0,0
2011,giresun,alucra,0,0,0,0,0
2012,giresun,alucra,0,0,0,0,0
2013,giresun,alucra,0,0,0,0,0
2014,giresun,alucra,0,0,1,1,0
2015,giresun,alucra,0,0,1,1,0
2016,giresun,alucra,0,0,1,1,0
2017,giresun,alucra,0,0,1,1,0
2018,giresun,alucra,0,0,1,1,0
2019,giresun,alucra,0,0,0,0,0
2020,giresun,alucra,0,0,0,0,0
2002,giresun,bulancak,0,0,0,0,0
2003,giresun,bulancak,0,0,0,0,0
2004,giresun,bulancak,0,0,0,0,0
2005,giresun,bulancak,0,0,0,0,0
2006,giresun,bulancak,0,0,0,0,0
2007,giresun,bulancak,0,0,0,0,0
2008,giresun,bulancak,0,0,0,0,0
2009,giresun,bulancak,0,0,0,0,0
2010,giresun,bulancak,0,0,0,0,0
2011,giresun,bulancak,0,0,0,0,0
2012,giresun,bulancak,0,0,0,0,0
2013,giresun,bulancak,0,0,0,0,0
2014,giresun,bulancak,0,0,1,1,0
2015,giresun,bulancak,0,0,1,1,0
2016,giresun,bulancak,0,0,1,1,0
2017,giresun,bulancak,0,0,1,1,0
2018,giresun,bulancak,0,0,1,1,0
2019,giresun,bulancak,0,0,0,0,0
2020,giresun,bulancak,0,0,0,0,0
2002,giresun,camoluk,0,0,0,0,0
2003,giresun,camoluk,0,0,0,0,0
2004,giresun,camoluk,0,0,0,0,0
2005,giresun,camoluk,0,0,0,0,0
2006,giresun,camoluk,0,0,0,0,0
2007,giresun,camoluk,0,0,0,0,0
2008,giresun,camoluk,0,0,0,0,0
2009,giresun,camoluk,0,0,0,0,0
2010,giresun,camoluk,0,0,0,0,0
2011,giresun,camoluk,0,0,0,0,0
2012,giresun,camoluk,0,0,0,0,0
2013,giresun,camoluk,0,0,0,0,0
2014,giresun,camoluk,0,0,1,1,0
2015,giresun,camoluk,0,0,1,1,0
2016,giresun,camoluk,0,0,1,1,0
2017,giresun,camoluk,0,0,1,1,0
2018,giresun,camoluk,0,0,1,1,0
2019,giresun,camoluk,0,0,0,0,0
2020,giresun,camoluk,0,0,0,0,0
2002,giresun,canakci,0,0,0,0,0
2003,giresun,canakci,0,0,0,0,0
2004,giresun,canakci,0,0,0,0,0
2005,giresun,canakci,0,0,0,0,0
2006,giresun,canakci,0,0,0,0,0
2007,giresun,canakci,0,0,0,0,0
2008,giresun,canakci,0,0,0,0,0
2009,giresun,canakci,0,0,0,0,0
2010,giresun,canakci,0,0,0,0,0
2011,giresun,canakci,0,0,0,0,0
2012,giresun,canakci,0,0,0,0,0
2013,giresun,canakci,0,0,0,0,0
2014,giresun,canakci,0,0,1,1,0
2015,giresun,canakci,0,0,1,1,0
2016,giresun,canakci,0,0,1,1,0
2017,giresun,canakci,0,0,1,1,0
2018,giresun,canakci,0,0,1,1,0
2019,giresun,canakci,0,0,0,0,0
2020,giresun,canakci,0,0,0,0,0
2002,giresun,dereli,0,0,0,0,0
2003,giresun,dereli,0,0,0,0,0
2004,giresun,dereli,0,0,0,0,0
2005,giresun,dereli,0,0,0,0,0
2006,giresun,dereli,0,0,0,0,0
2007,giresun,dereli,0,0,0,0,0
2008,giresun,dereli,0,0,0,0,0
2009,giresun,dereli,0,0,0,0,0
2010,giresun,dereli,0,0,0,0,0
2011,giresun,dereli,0,0,0,0,0
2012,giresun,dereli,0,0,0,0,0
2013,giresun,dereli,0,0,0,0,0
2014,giresun,dereli,0,0,1,1,0
2015,giresun,dereli,0,0,1,1,0
2016,giresun,dereli,0,0,1,1,0
2017,giresun,dereli,0,0,1,1,0
2018,giresun,dereli,0,0,1,1,0
2019,giresun,dereli,0,0,0,0,0
2020,giresun,dereli,0,0,0,0,0
2002,giresun,dogankent,0,0,0,0,0
2003,giresun,dogankent,0,0,0,0,0
2004,giresun,dogankent,0,0,0,0,0
2005,giresun,dogankent,0,0,0,0,0
2006,giresun,dogankent,0,0,0,0,0
2007,giresun,dogankent,0,0,0,0,0
2008,giresun,dogankent,0,0,0,0,0
2009,giresun,dogankent,0,0,0,0,0
2010,giresun,dogankent,0,0,0,0,0
2011,giresun,dogankent,0,0,0,0,0
2012,giresun,dogankent,0,0,0,0,0
2013,giresun,dogankent,0,0,0,0,0
2014,giresun,dogankent,0,0,1,1,0
2015,giresun,dogankent,0,0,1,1,0
2016,giresun,dogankent,0,0,1,1,0
2017,giresun,dogankent,0,0,1,1,0
2018,giresun,dogankent,0,0,1,1,0
2019,giresun,dogankent,0,0,0,0,0
2020,giresun,dogankent,0,0,0,0,0
2002,giresun,espiye,0,0,0,0,0
2003,giresun,espiye,0,0,0,0,0
2004,giresun,espiye,0,0,0,0,0
2005,giresun,espiye,0,0,0,0,0
2006,giresun,espiye,0,0,0,0,0
2007,giresun,espiye,0,0,0,0,0
2008,giresun,espiye,0,0,0,0,0
2009,giresun,espiye,0,0,0,0,0
2010,giresun,espiye,0,0,0,0,0
2011,giresun,espiye,0,0,0,0,0
2012,giresun,espiye,0,0,0,0,0
2013,giresun,espiye,0,0,0,0,0
2014,giresun,espiye,0,0,1,1,0
2015,giresun,espiye,0,0,1,1,0
2016,giresun,espiye,0,0,1,1,0
2017,giresun,espiye,0,0,1,1,0
2018,giresun,espiye,0,0,1,1,0
2019,giresun,espiye,0,0,0,0,0
2020,giresun,espiye,0,0,0,0,0
2002,giresun,eynesil,0,0,0,0,0
2003,giresun,eynesil,0,0,0,0,0
2004,giresun,eynesil,0,0,0,0,0
2005,giresun,eynesil,0,0,0,0,0
2006,giresun,eynesil,0,0,0,0,0
2007,giresun,eynesil,0,0,0,0,0
2008,giresun,eynesil,0,0,0,0,0
2009,giresun,eynesil,0,0,0,0,0
2010,giresun,eynesil,0,0,0,0,0
2011,giresun,eynesil,0,0,0,0,0
2012,giresun,eynesil,0,0,0,0,0
2013,giresun,eynesil,0,0,0,0,0
2014,giresun,eynesil,0,0,1,1,0
2015,giresun,eynesil,0,0,1,1,0
2016,giresun,eynesil,0,0,1,1,0
2017,giresun,eynesil,0,0,1,1,0
2018,giresun,eynesil,0,0,1,1,0
2019,giresun,eynesil,0,0,0,0,0
2020,giresun,eynesil,0,0,0,0,0
2002,giresun,gorele,0,0,0,0,0
2003,giresun,gorele,0,0,0,0,0
2004,giresun,gorele,0,0,0,0,0
2005,giresun,gorele,0,0,0,0,0
2006,giresun,gorele,0,0,0,0,0
2007,giresun,gorele,0,0,0,0,0
2008,giresun,gorele,0,0,0,0,0
2009,giresun,gorele,0,0,0,0,0
2010,giresun,gorele,0,0,0,0,0
2011,giresun,gorele,0,0,0,0,0
2012,giresun,gorele,0,0,0,0,0
2013,giresun,gorele,0,0,0,0,0
2014,giresun,gorele,0,0,1,1,0
2015,giresun,gorele,0,0,1,1,0
2016,giresun,gorele,0,0,1,1,0
2017,giresun,gorele,0,0,1,1,0
2018,giresun,gorele,0,0,1,1,0
2019,giresun,gorele,0,0,0,0,0
2020,giresun,gorele,0,0,0,0,0
2002,giresun,guce,0,0,0,0,0
2003,giresun,guce,0,0,0,0,0
2004,giresun,guce,0,0,0,0,0
2005,giresun,guce,0,0,0,0,0
2006,giresun,guce,0,0,0,0,0
2007,giresun,guce,0,0,0,0,0
2008,giresun,guce,0,0,0,0,0
2009,giresun,guce,0,0,0,0,0
2010,giresun,guce,0,0,0,0,0
2011,giresun,guce,0,0,0,0,0
2012,giresun,guce,0,0,0,0,0
2013,giresun,guce,0,0,0,0,0
2014,giresun,guce,0,0,1,1,0
2015,giresun,guce,0,0,1,1,0
2016,giresun,guce,0,0,1,1,0
2017,giresun,guce,0,0,1,1,0
2018,giresun,guce,0,0,1,1,0
2019,giresun,guce,0,0,0,0,0
2020,giresun,guce,0,0,0,0,0
2002,giresun,kesap,0,0,0,0,0
2003,giresun,kesap,0,0,0,0,0
2004,giresun,kesap,0,0,0,0,0
2005,giresun,kesap,0,0,0,0,0
2006,giresun,kesap,0,0,0,0,0
2007,giresun,kesap,0,0,0,0,0
2008,giresun,kesap,0,0,0,0,0
2009,giresun,kesap,0,0,0,0,0
2010,giresun,kesap,0,0,0,0,0
2011,giresun,kesap,0,0,0,0,0
2012,giresun,kesap,0,0,0,0,0
2013,giresun,kesap,0,0,0,0,0
2014,giresun,kesap,0,0,1,1,0
2015,giresun,kesap,0,0,1,1,0
2016,giresun,kesap,0,0,1,1,0
2017,giresun,kesap,0,0,1,1,0
2018,giresun,kesap,0,0,1,1,0
2019,giresun,kesap,0,0,0,0,0
2020,giresun,kesap,0,0,0,0,0
2002,giresun,merkez,0,0,0,0,0
2003,giresun,merkez,0,0,0,0,0
2004,giresun,merkez,0,0,0,0,0
2005,giresun,merkez,0,0,0,0,0
2006,giresun,merkez,0,0,0,0,0
2007,giresun,merkez,0,0,0,0,0
2008,giresun,merkez,0,0,0,0,0
2009,giresun,merkez,0,0,0,0,0
2010,giresun,merkez,0,0,0,0,0
2011,giresun,merkez,0,0,0,0,0
2012,giresun,merkez,0,0,0,0,0
2013,giresun,merkez,0,0,0,0,0
2014,giresun,merkez,0,0,1,1,0
2015,giresun,merkez,0,0,1,1,0
2016,giresun,merkez,0,0,1,1,0
2017,giresun,merkez,0,0,1,1,0
2018,giresun,merkez,0,0,1,1,0
2019,giresun,merkez,0,0,0,0,0
2020,giresun,merkez,0,0,0,0,0
2002,giresun,piraziz,0,0,0,0,0
2003,giresun,piraziz,0,0,0,0,0
2004,giresun,piraziz,0,0,0,0,0
2005,giresun,piraziz,0,0,0,0,0
2006,giresun,piraziz,0,0,0,0,0
2007,giresun,piraziz,0,0,0,0,0
2008,giresun,piraziz,0,0,0,0,0
2009,giresun,piraziz,0,0,0,0,0
2010,giresun,piraziz,0,0,0,0,0
2011,giresun,piraziz,0,0,0,0,0
2012,giresun,piraziz,0,0,0,0,0
2013,giresun,piraziz,0,0,0,0,0
2014,giresun,piraziz,0,0,1,1,0
2015,giresun,piraziz,0,0,1,1,0
2016,giresun,piraziz,0,0,1,1,0
2017,giresun,piraziz,0,0,1,1,0
2018,giresun,piraziz,0,0,1,1,0
2019,giresun,piraziz,0,0,0,0,0
2020,giresun,piraziz,0,0,0,0,0
2002,giresun,sebinkarahisar,0,0,0,0,0
2003,giresun,sebinkarahisar,0,0,0,0,0
2004,giresun,sebinkarahisar,0,0,0,0,0
2005,giresun,sebinkarahisar,0,0,0,0,0
2006,giresun,sebinkarahisar,0,0,0,0,0
2007,giresun,sebinkarahisar,0,0,0,0,0
2008,giresun,sebinkarahisar,0,0,0,0,0
2009,giresun,sebinkarahisar,0,0,0,0,0
2010,giresun,sebinkarahisar,0,0,0,0,0
2011,giresun,sebinkarahisar,0,0,0,0,0
2012,giresun,sebinkarahisar,0,0,0,0,0
2013,giresun,sebinkarahisar,0,0,0,0,0
2014,giresun,sebinkarahisar,0,0,1,1,0
2015,giresun,sebinkarahisar,0,0,1,1,0
2016,giresun,sebinkarahisar,0,0,1,1,0
2017,giresun,sebinkarahisar,0,0,1,1,0
2018,giresun,sebinkarahisar,0,0,1,1,0
2019,giresun,sebinkarahisar,0,0,0,0,0
2020,giresun,sebinkarahisar,0,0,0,0,0
2002,giresun,tirebolu,0,0,0,0,0
2003,giresun,tirebolu,0,0,0,0,0
2004,giresun,tirebolu,0,0,0,0,0
2005,giresun,tirebolu,0,0,0,0,0
2006,giresun,tirebolu,0,0,0,0,0
2007,giresun,tirebolu,0,0,0,0,0
2008,giresun,tirebolu,0,0,0,0,0
2009,giresun,tirebolu,0,0,0,0,0
2010,giresun,tirebolu,0,0,0,0,0
2011,giresun,tirebolu,0,0,0,0,0
2012,giresun,tirebolu,0,0,0,0,0
2013,giresun,tirebolu,0,0,0,0,0
2014,giresun,tirebolu,0,0,1,1,0
2015,giresun,tirebolu,0,0,1,1,0
2016,giresun,tirebolu,0,0,1,1,0
2017,giresun,tirebolu,0,0,1,1,0
2018,giresun,tirebolu,0,0,1,1,0
2019,giresun,tirebolu,0,0,0,0,0
2020,giresun,tirebolu,0,0,0,0,0
2002,giresun,yaglidere,0,0,0,0,0
2003,giresun,yaglidere,0,0,0,0,0
2004,giresun,yaglidere,0,0,0,0,0
2005,giresun,yaglidere,0,0,0,0,0
2006,giresun,yaglidere,0,0,0,0,0
2007,giresun,yaglidere,0,0,0,0,0
2008,giresun,yaglidere,0,0,0,0,0
2009,giresun,yaglidere,0,0,0,0,0
2010,giresun,yaglidere,0,0,0,0,0
2011,giresun,yaglidere,0,0,0,0,0
2012,giresun,yaglidere,0,0,0,0,0
2013,giresun,yaglidere,0,0,0,0,0
2014,giresun,yaglidere,0,0,1,1,0
2015,giresun,yaglidere,0,0,1,1,0
2016,giresun,yaglidere,0,0,1,1,0
2017,giresun,yaglidere,0,0,1,1,0
2018,giresun,yaglidere,0,0,1,1,0
2019,giresun,yaglidere,0,0,0,0,0
2020,giresun,yaglidere,0,0,0,0,0
2002,gumushane,kelkit,0,0,0,0,0
2003,gumushane,kelkit,0,0,0,0,0
2004,gumushane,kelkit,0,0,0,0,0
2005,gumushane,kelkit,0,0,0,0,0
2006,gumushane,kelkit,0,0,0,0,0
2007,gumushane,kelkit,0,0,0,0,0
2008,gumushane,kelkit,0,0,0,0,0
2009,gumushane,kelkit,0,0,0,0,0
2010,gumushane,kelkit,0,0,0,0,0
2011,gumushane,kelkit,0,0,0,0,0
2012,gumushane,kelkit,0,0,0,0,0
2013,gumushane,kelkit,0,0,0,0,0
2014,gumushane,kelkit,0,0,0,0,0
2015,gumushane,kelkit,0,0,0,0,0
2016,gumushane,kelkit,0,0,0,0,0
2017,gumushane,kelkit,0,0,0,0,0
2018,gumushane,kelkit,0,0,0,0,0
2019,gumushane,kelkit,0,0,0,0,0
2020,gumushane,kelkit,0,0,0,0,0
2002,gumushane,kose,0,0,0,0,0
2003,gumushane,kose,0,0,0,0,0
2004,gumushane,kose,0,0,0,0,0
2005,gumushane,kose,0,0,0,0,0
2006,gumushane,kose,0,0,0,0,0
2007,gumushane,kose,0,0,0,0,0
2008,gumushane,kose,0,0,0,0,0
2009,gumushane,kose,0,0,0,0,0
2010,gumushane,kose,0,0,0,0,0
2011,gumushane,kose,0,0,0,0,0
2012,gumushane,kose,0,0,0,0,0
2013,gumushane,kose,0,0,0,0,0
2014,gumushane,kose,0,0,0,0,0
2015,gumushane,kose,0,0,0,0,0
2016,gumushane,kose,0,0,0,0,0
2017,gumushane,kose,0,0,0,0,0
2018,gumushane,kose,0,0,0,0,0
2019,gumushane,kose,0,0,0,0,0
2020,gumushane,kose,0,0,0,0,0
2002,gumushane,kurtun,0,0,0,0,0
2003,gumushane,kurtun,0,0,0,0,0
2004,gumushane,kurtun,0,0,0,0,0
2005,gumushane,kurtun,0,0,0,0,0
2006,gumushane,kurtun,0,0,0,0,0
2007,gumushane,kurtun,0,0,0,0,0
2008,gumushane,kurtun,0,0,0,0,0
2009,gumushane,kurtun,0,0,0,0,0
2010,gumushane,kurtun,0,0,0,0,0
2011,gumushane,kurtun,0,0,0,0,0
2012,gumushane,kurtun,0,0,0,0,0
2013,gumushane,kurtun,0,0,0,0,0
2014,gumushane,kurtun,0,0,0,0,0
2015,gumushane,kurtun,0,0,0,0,0
2016,gumushane,kurtun,0,0,0,0,0
2017,gumushane,kurtun,0,0,0,0,0
2018,gumushane,kurtun,0,0,0,0,0
2019,gumushane,kurtun,0,0,0,0,0
2020,gumushane,kurtun,0,0,0,0,0
2002,gumushane,merkez,0,0,0,0,0
2003,gumushane,merkez,0,0,0,0,0
2004,gumushane,merkez,0,0,0,0,0
2005,gumushane,merkez,0,0,0,0,0
2006,gumushane,merkez,0,0,0,0,0
2007,gumushane,merkez,0,0,0,0,0
2008,gumushane,merkez,0,0,0,0,0
2009,gumushane,merkez,0,0,0,0,0
2010,gumushane,merkez,0,0,0,0,0
2011,gumushane,merkez,0,0,0,0,0
2012,gumushane,merkez,0,0,0,0,0
2013,gumushane,merkez,0,0,0,0,0
2014,gumushane,merkez,0,0,0,0,0
2015,gumushane,merkez,0,0,0,0,0
2016,gumushane,merkez,0,0,0,0,0
2017,gumushane,merkez,0,0,0,0,0
2018,gumushane,merkez,0,0,0,0,0
2019,gumushane,merkez,0,0,0,0,0
2020,gumushane,merkez,0,0,0,0,0
2002,gumushane,siran,0,0,0,0,0
2003,gumushane,siran,0,0,0,0,0
2004,gumushane,siran,0,0,0,0,0
2005,gumushane,siran,0,0,0,0,0
2006,gumushane,siran,0,0,0,0,0
2007,gumushane,siran,0,0,0,0,0
2008,gumushane,siran,0,0,0,0,0
2009,gumushane,siran,0,0,0,0,0
2010,gumushane,siran,0,0,0,0,0
2011,gumushane,siran,0,0,0,0,0
2012,gumushane,siran,0,0,0,0,0
2013,gumushane,siran,0,0,0,0,0
2014,gumushane,siran,0,0,0,0,0
2015,gumushane,siran,0,0,0,0,0
2016,gumushane,siran,0,0,0,0,0
