year,province,district,province_district,year_province_district,turnout_rate,akp,chp,mhp,hdp,sp
2015,mersin,aydincik,mersin_aydincik,2015_mersin_aydincik,85.5,31.9,26.1,38.4,0.7,0.9
2015,yozgat,aydincik,yozgat_aydincik,2015_yozgat_aydincik,85.1,64.0,10.1,21.6,1.0,1.8
2016,mersin,aydincik,mersin_aydincik,2016_mersin_aydincik,88.5,44.4,23.7,28.2,0.5,0.6
2016,yozgat,aydincik,yozgat_aydincik,2016_yozgat_aydincik,87.5,70.7,8.6,8.1,0.4,0.3
2017,mersin,aydincik,mersin_aydincik,2017_mersin_aydincik,88.5,44.4,23.7,28.2,0.5,0.6
2017,yozgat,aydincik,yozgat_aydincik,2017_yozgat_aydincik,87.5,70.7,8.6,8.1,0.4,0.3
2018,mersin,aydincik,mersin_aydincik,2018_mersin_aydincik,89.1,34.9,25.5,15.6,1.1,0.7
2018,yozgat,aydincik,yozgat_aydincik,2018_yozgat_aydincik,92.3,63.1,9.8,17.8,1.3,0.7
2019,mersin,aydincik,mersin_aydincik,2019_mersin_aydincik,89.1,34.9,25.5,15.6,1.1,0.7
2019,yozgat,aydincik,yozgat_aydincik,2019_yozgat_aydincik,92.3,63.1,9.8,17.8,1.3,0.7
2020,mersin,aydincik,mersin_aydincik,2020_mersin_aydincik,89.1,34.9,25.5,15.6,1.1,0.7
2020,yozgat,aydincik,yozgat_aydincik,2020_yozgat_aydincik,92.3,63.1,9.8,17.8,1.3,0.7
2002,siirt,aydinlar,siirt_aydinlar,2002_siirt_aydinlar,78.74,94.2,5.62,0,0,0
2003,siirt,aydinlar,siirt_aydinlar,2003_siirt_aydinlar,78.74,94.2,5.62,0,0,0
2004,siirt,aydinlar,siirt_aydinlar,2004_siirt_aydinlar,78.74,94.2,5.62,0,0,0
2005,siirt,aydinlar,siirt_aydinlar,2005_siirt_aydinlar,78.74,94.2,5.62,0,0,0
2006,siirt,aydinlar,siirt_aydinlar,2006_siirt_aydinlar,78.74,94.2,5.62,0,0,0
2007,siirt,aydinlar,siirt_aydinlar,2007_siirt_aydinlar,81.52,69.95,0.51,4.73,20.87,0.17
2008,siirt,aydinlar,siirt_aydinlar,2008_siirt_aydinlar,81.52,69.95,0.51,4.73,20.87,0.17
2009,siirt,aydinlar,siirt_aydinlar,2009_siirt_aydinlar,81.52,69.95,0.51,4.73,20.87,0.17
2010,siirt,aydinlar,siirt_aydinlar,2010_siirt_aydinlar,81.52,69.95,0.51,4.73,20.87,0.17
2011,siirt,aydinlar,siirt_aydinlar,2011_siirt_aydinlar,83.8,78,1.3,2.2,0,1.6
2012,siirt,aydinlar,siirt_aydinlar,2012_siirt_aydinlar,83.8,78,1.3,2.2,0,1.6
2013,siirt,aydinlar,siirt_aydinlar,2013_siirt_aydinlar,83.8,78,1.3,2.2,0,1.6
2014,siirt,aydinlar,siirt_aydinlar,2014_siirt_aydinlar,83.8,78,1.3,2.2,0,1.6
2002,bayburt,aydintepe,bayburt_aydintepe,2002_bayburt_aydintepe,78.02,22.92,4.31,12.36,0.54,11.63
2003,bayburt,aydintepe,bayburt_aydintepe,2003_bayburt_aydintepe,78.02,22.92,4.31,12.36,0.54,11.63
2004,bayburt,aydintepe,bayburt_aydintepe,2004_bayburt_aydintepe,78.02,22.92,4.31,12.36,0.54,11.63
2005,bayburt,aydintepe,bayburt_aydintepe,2005_bayburt_aydintepe,78.02,22.92,4.31,12.36,0.54,11.63
2006,bayburt,aydintepe,bayburt_aydintepe,2006_bayburt_aydintepe,78.02,22.92,4.31,12.36,0.54,11.63
2007,bayburt,aydintepe,bayburt_aydintepe,2007_bayburt_aydintepe,84.41,57.83,2.63,18.78,0,9.76
2008,bayburt,aydintepe,bayburt_aydintepe,2008_bayburt_aydintepe,84.41,57.83,2.63,18.78,0,9.76
2009,bayburt,aydintepe,bayburt_aydintepe,2009_bayburt_aydintepe,84.41,57.83,2.63,18.78,0,9.76
2010,bayburt,aydintepe,bayburt_aydintepe,2010_bayburt_aydintepe,84.41,57.83,2.63,18.78,0,9.76
2011,bayburt,aydintepe,bayburt_aydintepe,2011_bayburt_aydintepe,90.8,62.4,3.6,25.1,0,4.2
2012,bayburt,aydintepe,bayburt_aydintepe,2012_bayburt_aydintepe,90.8,62.4,3.6,25.1,0,4.2
2013,bayburt,aydintepe,bayburt_aydintepe,2013_bayburt_aydintepe,90.8,62.4,3.6,25.1,0,4.2
2014,bayburt,aydintepe,bayburt_aydintepe,2014_bayburt_aydintepe,90.8,62.4,3.6,25.1,0,4.2
2015,bayburt,aydintepe,bayburt_aydintepe,2015_bayburt_aydintepe,86.0,63.6,2.1,29.2,0.1,2.9
2016,bayburt,aydintepe,bayburt_aydintepe,2016_bayburt_aydintepe,86.2,73,1.9,21.3,0.1,1.6
2017,bayburt,aydintepe,bayburt_aydintepe,2017_bayburt_aydintepe,86.2,73,1.9,21.3,0.1,1.6
2018,bayburt,aydintepe,bayburt_aydintepe,2018_bayburt_aydintepe,88.2,58.8,4,25.1,0.2,2.9
2019,bayburt,aydintepe,bayburt_aydintepe,2019_bayburt_aydintepe,88.2,58.8,4,25.1,0.2,2.9
2020,bayburt,aydintepe,bayburt_aydintepe,2020_bayburt_aydintepe,88.2,58.8,4,25.1,0.2,2.9
2002,karaman,ayranci,karaman_ayranci,2002_karaman_ayranci,86.01,28.05,16.94,18.17,1.24,0.81
2003,karaman,ayranci,karaman_ayranci,2003_karaman_ayranci,86.01,28.05,16.94,18.17,1.24,0.81
2004,karaman,ayranci,karaman_ayranci,2004_karaman_ayranci,86.01,28.05,16.94,18.17,1.24,0.81
2005,karaman,ayranci,karaman_ayranci,2005_karaman_ayranci,86.01,28.05,16.94,18.17,1.24,0.81
2006,karaman,ayranci,karaman_ayranci,2006_karaman_ayranci,86.01,28.05,16.94,18.17,1.24,0.81
2007,karaman,ayranci,karaman_ayranci,2007_karaman_ayranci,87.88,35.5,22.49,26.39,0,1.98
2008,karaman,ayranci,karaman_ayranci,2008_karaman_ayranci,87.88,35.5,22.49,26.39,0,1.98
2009,karaman,ayranci,karaman_ayranci,2009_karaman_ayranci,87.88,35.5,22.49,26.39,0,1.98
2010,karaman,ayranci,karaman_ayranci,2010_karaman_ayranci,87.88,35.5,22.49,26.39,0,1.98
2011,karaman,ayranci,karaman_ayranci,2011_karaman_ayranci,88.9,53.8,24,16.8,0,0.9
2012,karaman,ayranci,karaman_ayranci,2012_karaman_ayranci,88.9,53.8,24,16.8,0,0.9
2013,karaman,ayranci,karaman_ayranci,2013_karaman_ayranci,88.9,53.8,24,16.8,0,0.9
2014,karaman,ayranci,karaman_ayranci,2014_karaman_ayranci,88.9,53.8,24,16.8,0,0.9
2015,karaman,ayranci,karaman_ayranci,2015_karaman_ayranci,85.0,51.1,21.1,23.0,0.5,1.5
2016,karaman,ayranci,karaman_ayranci,2016_karaman_ayranci,84.7,58.6,21.3,15.7,0.2,0.6
2017,karaman,ayranci,karaman_ayranci,2017_karaman_ayranci,84.7,58.6,21.3,15.7,0.2,0.6
2018,karaman,ayranci,karaman_ayranci,2018_karaman_ayranci,87.9,48.8,22,13.3,0.5,0.9
2019,karaman,ayranci,karaman_ayranci,2019_karaman_ayranci,87.9,48.8,22,13.3,0.5,0.9
2020,karaman,ayranci,karaman_ayranci,2020_karaman_ayranci,87.9,48.8,22,13.3,0.5,0.9
2002,canakkale,ayvacik,canakkale_ayvacik,2002_canakkale_ayvacik,90.19,17.54,24.21,9.97,0.62,0.79
2002,samsun,ayvacik,samsun_ayvacik,2002_samsun_ayvacik,75.84,44.04,9.14,6.92,1.31,0.65
2003,canakkale,ayvacik,canakkale_ayvacik,2003_canakkale_ayvacik,90.19,17.54,24.21,9.97,0.62,0.79
2003,samsun,ayvacik,samsun_ayvacik,2003_samsun_ayvacik,75.84,44.04,9.14,6.92,1.31,0.65
2004,canakkale,ayvacik,canakkale_ayvacik,2004_canakkale_ayvacik,90.19,17.54,24.21,9.97,0.62,0.79
2004,samsun,ayvacik,samsun_ayvacik,2004_samsun_ayvacik,75.84,44.04,9.14,6.92,1.31,0.65
2005,canakkale,ayvacik,canakkale_ayvacik,2005_canakkale_ayvacik,90.19,17.54,24.21,9.97,0.62,0.79
2005,samsun,ayvacik,samsun_ayvacik,2005_samsun_ayvacik,75.84,44.04,9.14,6.92,1.31,0.65
2006,canakkale,ayvacik,canakkale_ayvacik,2006_canakkale_ayvacik,90.19,17.54,24.21,9.97,0.62,0.79
2006,samsun,ayvacik,samsun_ayvacik,2006_samsun_ayvacik,75.84,44.04,9.14,6.92,1.31,0.65
2007,canakkale,ayvacik,canakkale_ayvacik,2007_canakkale_ayvacik,93.61,26.99,28.05,26.92,0,0.93
2007,samsun,ayvacik,samsun_ayvacik,2007_samsun_ayvacik,85.17,69.78,6.7,9.33,0,0.96
2008,canakkale,ayvacik,canakkale_ayvacik,2008_canakkale_ayvacik,93.61,26.99,28.05,26.92,0,0.93
2008,samsun,ayvacik,samsun_ayvacik,2008_samsun_ayvacik,85.17,69.78,6.7,9.33,0,0.96
2009,canakkale,ayvacik,canakkale_ayvacik,2009_canakkale_ayvacik,93.61,26.99,28.05,26.92,0,0.93
2009,samsun,ayvacik,samsun_ayvacik,2009_samsun_ayvacik,85.17,69.78,6.7,9.33,0,0.96
2010,canakkale,ayvacik,canakkale_ayvacik,2010_canakkale_ayvacik,93.61,26.99,28.05,26.92,0,0.93
2010,samsun,ayvacik,samsun_ayvacik,2010_samsun_ayvacik,85.17,69.78,6.7,9.33,0,0.96
2011,canakkale,ayvacik,canakkale_ayvacik,2011_canakkale_ayvacik,90.8,39.7,41.9,13.6,0,0.4
2011,samsun,ayvacik,samsun_ayvacik,2011_samsun_ayvacik,84.1,79.3,8.5,8.4,0,0.9
2012,canakkale,ayvacik,canakkale_ayvacik,2012_canakkale_ayvacik,90.8,39.7,41.9,13.6,0,0.4
2012,samsun,ayvacik,samsun_ayvacik,2012_samsun_ayvacik,84.1,79.3,8.5,8.4,0,0.9
2013,canakkale,ayvacik,canakkale_ayvacik,2013_canakkale_ayvacik,90.8,39.7,41.9,13.6,0,0.4
2013,samsun,ayvacik,samsun_ayvacik,2013_samsun_ayvacik,84.1,79.3,8.5,8.4,0,0.9
2014,canakkale,ayvacik,canakkale_ayvacik,2014_canakkale_ayvacik,90.8,39.7,41.9,13.6,0,0.4
2014,samsun,ayvacik,samsun_ayvacik,2014_samsun_ayvacik,84.1,79.3,8.5,8.4,0,0.9
2015,canakkale,ayvacik,canakkale_ayvacik,2015_canakkale_ayvacik,89.2,34.4,39.7,20.0,2.1,0.9
2015,samsun,ayvacik,samsun_ayvacik,2015_samsun_ayvacik,81.4,75.8,7.1,12.8,0.3,1.1
2016,canakkale,ayvacik,canakkale_ayvacik,2016_canakkale_ayvacik,88.1,39,40.6,15.3,1.6,0.3
2016,samsun,ayvacik,samsun_ayvacik,2016_samsun_ayvacik,86.1,81.8,6.2,9,0.2,0.5
2017,canakkale,ayvacik,canakkale_ayvacik,2017_canakkale_ayvacik,88.1,39,40.6,15.3,1.6,0.3
2017,samsun,ayvacik,samsun_ayvacik,2017_samsun_ayvacik,86.1,81.8,6.2,9,0.2,0.5
2018,canakkale,ayvacik,canakkale_ayvacik,2018_canakkale_ayvacik,91,37.2,36.6,6.2,4.1,0.6
2018,samsun,ayvacik,samsun_ayvacik,2018_samsun_ayvacik,89.6,64.2,5.3,21.9,0.1,0.6
2019,canakkale,ayvacik,canakkale_ayvacik,2019_canakkale_ayvacik,91,37.2,36.6,6.2,4.1,0.6
2019,samsun,ayvacik,samsun_ayvacik,2019_samsun_ayvacik,89.6,64.2,5.3,21.9,0.1,0.6
2020,canakkale,ayvacik,canakkale_ayvacik,2020_canakkale_ayvacik,91,37.2,36.6,6.2,4.1,0.6
2020,samsun,ayvacik,samsun_ayvacik,2020_samsun_ayvacik,89.6,64.2,5.3,21.9,0.1,0.6
2002,balikesir,ayvalik,balikesir_ayvalik,2002_balikesir_ayvalik,78.34,9.09,28.29,11.31,3.43,0.51
2003,balikesir,ayvalik,balikesir_ayvalik,2003_balikesir_ayvalik,78.34,9.09,28.29,11.31,3.43,0.51
2004,balikesir,ayvalik,balikesir_ayvalik,2004_balikesir_ayvalik,78.34,9.09,28.29,11.31,3.43,0.51
2005,balikesir,ayvalik,balikesir_ayvalik,2005_balikesir_ayvalik,78.34,9.09,28.29,11.31,3.43,0.51
2006,balikesir,ayvalik,balikesir_ayvalik,2006_balikesir_ayvalik,78.34,9.09,28.29,11.31,3.43,0.51
2007,balikesir,ayvalik,balikesir_ayvalik,2007_balikesir_ayvalik,86.72,19.66,39.71,24.33,0,0.5
2008,balikesir,ayvalik,balikesir_ayvalik,2008_balikesir_ayvalik,86.72,19.66,39.71,24.33,0,0.5
2009,balikesir,ayvalik,balikesir_ayvalik,2009_balikesir_ayvalik,86.72,19.66,39.71,24.33,0,0.5
2010,balikesir,ayvalik,balikesir_ayvalik,2010_balikesir_ayvalik,86.72,19.66,39.71,24.33,0,0.5
2011,balikesir,ayvalik,balikesir_ayvalik,2011_balikesir_ayvalik,87.9,27,51.7,15.3,0,0.2
2012,balikesir,ayvalik,balikesir_ayvalik,2012_balikesir_ayvalik,87.9,27,51.7,15.3,0,0.2
2013,balikesir,ayvalik,balikesir_ayvalik,2013_balikesir_ayvalik,87.9,27,51.7,15.3,0,0.2
2014,balikesir,ayvalik,balikesir_ayvalik,2014_balikesir_ayvalik,87.9,27,51.7,15.3,0,0.2
2015,balikesir,ayvalik,balikesir_ayvalik,2015_balikesir_ayvalik,86.2,21.7,52.7,16.3,6.7,0.6
2016,balikesir,ayvalik,balikesir_ayvalik,2016_balikesir_ayvalik,85.2,24.8,54.3,13.1,5.8,0.3
2017,balikesir,ayvalik,balikesir_ayvalik,2017_balikesir_ayvalik,85.2,24.8,54.3,13.1,5.8,0.3
2018,balikesir,ayvalik,balikesir_ayvalik,2018_balikesir_ayvalik,89.4,21.7,47,6.9,8.7,0.5
2019,balikesir,ayvalik,balikesir_ayvalik,2019_balikesir_ayvalik,89.4,21.7,47,6.9,8.7,0.5
2020,balikesir,ayvalik,balikesir_ayvalik,2020_balikesir_ayvalik,89.4,21.7,47,6.9,8.7,0.5
2002,kastamonu,azdavay,kastamonu_azdavay,2002_kastamonu_azdavay,78.57,18.28,12.93,17.75,2.02,1.4
2003,kastamonu,azdavay,kastamonu_azdavay,2003_kastamonu_azdavay,78.57,18.28,12.93,17.75,2.02,1.4
2004,kastamonu,azdavay,kastamonu_azdavay,2004_kastamonu_azdavay,78.57,18.28,12.93,17.75,2.02,1.4
2005,kastamonu,azdavay,kastamonu_azdavay,2005_kastamonu_azdavay,78.57,18.28,12.93,17.75,2.02,1.4
2006,kastamonu,azdavay,kastamonu_azdavay,2006_kastamonu_azdavay,78.57,18.28,12.93,17.75,2.02,1.4
2007,kastamonu,azdavay,kastamonu_azdavay,2007_kastamonu_azdavay,84.67,34.93,18.86,20.42,0,1.71
2008,kastamonu,azdavay,kastamonu_azdavay,2008_kastamonu_azdavay,84.67,34.93,18.86,20.42,0,1.71
2009,kastamonu,azdavay,kastamonu_azdavay,2009_kastamonu_azdavay,84.67,34.93,18.86,20.42,0,1.71
2010,kastamonu,azdavay,kastamonu_azdavay,2010_kastamonu_azdavay,84.67,34.93,18.86,20.42,0,1.71
2011,kastamonu,azdavay,kastamonu_azdavay,2011_kastamonu_azdavay,84.2,45.3,27.3,18.5,0,0.8
2012,kastamonu,azdavay,kastamonu_azdavay,2012_kastamonu_azdavay,84.2,45.3,27.3,18.5,0,0.8
2013,kastamonu,azdavay,kastamonu_azdavay,2013_kastamonu_azdavay,84.2,45.3,27.3,18.5,0,0.8
2014,kastamonu,azdavay,kastamonu_azdavay,2014_kastamonu_azdavay,84.2,45.3,27.3,18.5,0,0.8
2015,kastamonu,azdavay,kastamonu_azdavay,2015_kastamonu_azdavay,82.9,39.7,28.3,23.9,0.6,1.8
2016,kastamonu,azdavay,kastamonu_azdavay,2016_kastamonu_azdavay,81.9,50.3,28.5,15.5,0.4,0.7
2017,kastamonu,azdavay,kastamonu_azdavay,2017_kastamonu_azdavay,81.9,50.3,28.5,15.5,0.4,0.7
2018,kastamonu,azdavay,kastamonu_azdavay,2018_kastamonu_azdavay,85.1,44.9,25.7,12.4,0.6,1
2019,kastamonu,azdavay,kastamonu_azdavay,2019_kastamonu_azdavay,85.1,44.9,25.7,12.4,0.6,1
2020,kastamonu,azdavay,kastamonu_azdavay,2020_kastamonu_azdavay,85.1,44.9,25.7,12.4,0.6,1
2011,erzurum,aziziye,erzurum_aziziye,2011_erzurum_aziziye,90.1,77.3,2.1,15.8,0,1.7
2012,erzurum,aziziye,erzurum_aziziye,2012_erzurum_aziziye,90.1,77.3,2.1,15.8,0,1.7
