year,province,district,province_district,year_province_district,turnout_rate,akp,chp,mhp,hdp,sp
2003,erzurum,karacoban,erzurum_karacoban,2003_erzurum_karacoban,79.34,12.62,1.54,6.3,63.81,1.51
2004,erzurum,karacoban,erzurum_karacoban,2004_erzurum_karacoban,79.34,12.62,1.54,6.3,63.81,1.51
2005,erzurum,karacoban,erzurum_karacoban,2005_erzurum_karacoban,79.34,12.62,1.54,6.3,63.81,1.51
2006,erzurum,karacoban,erzurum_karacoban,2006_erzurum_karacoban,79.34,12.62,1.54,6.3,63.81,1.51
2007,erzurum,karacoban,erzurum_karacoban,2007_erzurum_karacoban,73.42,51.14,1.28,5.82,34.6,0.65
2008,erzurum,karacoban,erzurum_karacoban,2008_erzurum_karacoban,73.42,51.14,1.28,5.82,34.6,0.65
2009,erzurum,karacoban,erzurum_karacoban,2009_erzurum_karacoban,73.42,51.14,1.28,5.82,34.6,0.65
2010,erzurum,karacoban,erzurum_karacoban,2010_erzurum_karacoban,73.42,51.14,1.28,5.82,34.6,0.65
2011,erzurum,karacoban,erzurum_karacoban,2011_erzurum_karacoban,71.1,30.7,1.1,2.8,58.3,0.2
2012,erzurum,karacoban,erzurum_karacoban,2012_erzurum_karacoban,71.1,30.7,1.1,2.8,58.3,0.2
2013,erzurum,karacoban,erzurum_karacoban,2013_erzurum_karacoban,71.1,30.7,1.1,2.8,58.3,0.2
2014,erzurum,karacoban,erzurum_karacoban,2014_erzurum_karacoban,71.1,30.7,1.1,2.8,58.3,0.2
2015,erzurum,karacoban,erzurum_karacoban,2015_erzurum_karacoban,81.8,7.0,0.4,2.3,88.6,0.6
2016,erzurum,karacoban,erzurum_karacoban,2016_erzurum_karacoban,77,15.6,0.8,1.3,80.1,0.2
2017,erzurum,karacoban,erzurum_karacoban,2017_erzurum_karacoban,77,15.6,0.8,1.3,80.1,0.2
2018,erzurum,karacoban,erzurum_karacoban,2018_erzurum_karacoban,77.6,18.8,1.6,3.5,73.4,0.5
2019,erzurum,karacoban,erzurum_karacoban,2019_erzurum_karacoban,77.6,18.8,1.6,3.5,73.4,0.5
2020,erzurum,karacoban,erzurum_karacoban,2020_erzurum_karacoban,77.6,18.8,1.6,3.5,73.4,0.5
2002,usak,karahalli,usak_karahalli,2002_usak_karahalli,83.29,24.83,28.26,8.86,1.56,2.28
2003,usak,karahalli,usak_karahalli,2003_usak_karahalli,83.29,24.83,28.26,8.86,1.56,2.28
2004,usak,karahalli,usak_karahalli,2004_usak_karahalli,83.29,24.83,28.26,8.86,1.56,2.28
2005,usak,karahalli,usak_karahalli,2005_usak_karahalli,83.29,24.83,28.26,8.86,1.56,2.28
2006,usak,karahalli,usak_karahalli,2006_usak_karahalli,83.29,24.83,28.26,8.86,1.56,2.28
2007,usak,karahalli,usak_karahalli,2007_usak_karahalli,88.23,33.9,30.85,17.18,0,2.7
2008,usak,karahalli,usak_karahalli,2008_usak_karahalli,88.23,33.9,30.85,17.18,0,2.7
2009,usak,karahalli,usak_karahalli,2009_usak_karahalli,88.23,33.9,30.85,17.18,0,2.7
2010,usak,karahalli,usak_karahalli,2010_usak_karahalli,88.23,33.9,30.85,17.18,0,2.7
2011,usak,karahalli,usak_karahalli,2011_usak_karahalli,89.7,47.9,34.4,11.9,0,2.1
2012,usak,karahalli,usak_karahalli,2012_usak_karahalli,89.7,47.9,34.4,11.9,0,2.1
2013,usak,karahalli,usak_karahalli,2013_usak_karahalli,89.7,47.9,34.4,11.9,0,2.1
2014,usak,karahalli,usak_karahalli,2014_usak_karahalli,89.7,47.9,34.4,11.9,0,2.1
2015,usak,karahalli,usak_karahalli,2015_usak_karahalli,87.9,42.8,33.8,18.1,1.4,2.2
2016,usak,karahalli,usak_karahalli,2016_usak_karahalli,87.2,48.4,33.9,13,1,1.2
2017,usak,karahalli,usak_karahalli,2017_usak_karahalli,87.2,48.4,33.9,13,1,1.2
2018,usak,karahalli,usak_karahalli,2018_usak_karahalli,89.2,47.1,29.5,6,1.4,1.4
2019,usak,karahalli,usak_karahalli,2019_usak_karahalli,89.2,47.1,29.5,6,1.4,1.4
2020,usak,karahalli,usak_karahalli,2020_usak_karahalli,89.2,47.1,29.5,6,1.4,1.4
2002,adana,karaisali,adana_karaisali,2002_adana_karaisali,81.69,43.2,8.47,12.9,0.79,1.73
2003,adana,karaisali,adana_karaisali,2003_adana_karaisali,81.69,43.2,8.47,12.9,0.79,1.73
2004,adana,karaisali,adana_karaisali,2004_adana_karaisali,81.69,43.2,8.47,12.9,0.79,1.73
2005,adana,karaisali,adana_karaisali,2005_adana_karaisali,81.69,43.2,8.47,12.9,0.79,1.73
2006,adana,karaisali,adana_karaisali,2006_adana_karaisali,81.69,43.2,8.47,12.9,0.79,1.73
2007,adana,karaisali,adana_karaisali,2007_adana_karaisali,86.41,51.89,7.62,25.43,0,2.25
2008,adana,karaisali,adana_karaisali,2008_adana_karaisali,86.41,51.89,7.62,25.43,0,2.25
2009,adana,karaisali,adana_karaisali,2009_adana_karaisali,86.41,51.89,7.62,25.43,0,2.25
2010,adana,karaisali,adana_karaisali,2010_adana_karaisali,86.41,51.89,7.62,25.43,0,2.25
2011,adana,karaisali,adana_karaisali,2011_adana_karaisali,88.8,56,12.3,25.6,0,1.8
2012,adana,karaisali,adana_karaisali,2012_adana_karaisali,88.8,56,12.3,25.6,0,1.8
2013,adana,karaisali,adana_karaisali,2013_adana_karaisali,88.8,56,12.3,25.6,0,1.8
2014,adana,karaisali,adana_karaisali,2014_adana_karaisali,88.8,56,12.3,25.6,0,1.8
2015,adana,karaisali,adana_karaisali,2015_adana_karaisali,90.2,55.3,9.4,30.9,0.6,1.6
2016,adana,karaisali,adana_karaisali,2016_adana_karaisali,91.1,59.7,9.5,27.8,0.4,0.8
2017,adana,karaisali,adana_karaisali,2017_adana_karaisali,91.1,59.7,9.5,27.8,0.4,0.8
2018,adana,karaisali,adana_karaisali,2018_adana_karaisali,90.6,55.7,9.1,17.2,0.6,1.3
2019,adana,karaisali,adana_karaisali,2019_adana_karaisali,90.6,55.7,9.1,17.2,0.6,1.3
2020,adana,karaisali,adana_karaisali,2020_adana_karaisali,90.6,55.7,9.1,17.2,0.6,1.3
2002,kirikkale,karakecili,kirikkale_karakecili,2002_kirikkale_karakecili,74.92,54.77,8.44,15.19,0.99,1.98
2003,kirikkale,karakecili,kirikkale_karakecili,2003_kirikkale_karakecili,74.92,54.77,8.44,15.19,0.99,1.98
2004,kirikkale,karakecili,kirikkale_karakecili,2004_kirikkale_karakecili,74.92,54.77,8.44,15.19,0.99,1.98
2005,kirikkale,karakecili,kirikkale_karakecili,2005_kirikkale_karakecili,74.92,54.77,8.44,15.19,0.99,1.98
2006,kirikkale,karakecili,kirikkale_karakecili,2006_kirikkale_karakecili,74.92,54.77,8.44,15.19,0.99,1.98
2007,kirikkale,karakecili,kirikkale_karakecili,2007_kirikkale_karakecili,85.29,72.1,2.83,16.29,0,1.2
2008,kirikkale,karakecili,kirikkale_karakecili,2008_kirikkale_karakecili,85.29,72.1,2.83,16.29,0,1.2
2009,kirikkale,karakecili,kirikkale_karakecili,2009_kirikkale_karakecili,85.29,72.1,2.83,16.29,0,1.2
2010,kirikkale,karakecili,kirikkale_karakecili,2010_kirikkale_karakecili,85.29,72.1,2.83,16.29,0,1.2
2011,kirikkale,karakecili,kirikkale_karakecili,2011_kirikkale_karakecili,91.8,70.1,5.1,18.8,0,0.7
2012,kirikkale,karakecili,kirikkale_karakecili,2012_kirikkale_karakecili,91.8,70.1,5.1,18.8,0,0.7
2013,kirikkale,karakecili,kirikkale_karakecili,2013_kirikkale_karakecili,91.8,70.1,5.1,18.8,0,0.7
2014,kirikkale,karakecili,kirikkale_karakecili,2014_kirikkale_karakecili,91.8,70.1,5.1,18.8,0,0.7
2015,kirikkale,karakecili,kirikkale_karakecili,2015_kirikkale_karakecili,89.3,61.6,5.7,28.9,0.2,2.3
2016,kirikkale,karakecili,kirikkale_karakecili,2016_kirikkale_karakecili,90.6,75.1,4.8,17,0.1,0.7
2017,kirikkale,karakecili,kirikkale_karakecili,2017_kirikkale_karakecili,90.6,75.1,4.8,17,0.1,0.7
2018,kirikkale,karakecili,kirikkale_karakecili,2018_kirikkale_karakecili,91.4,48.3,5.4,32.5,0.1,1.2
2019,kirikkale,karakecili,kirikkale_karakecili,2019_kirikkale_karakecili,91.4,48.3,5.4,32.5,0.1,1.2
2020,kirikkale,karakecili,kirikkale_karakecili,2020_kirikkale_karakecili,91.4,48.3,5.4,32.5,0.1,1.2
2002,elazig,karakocan,elazig_karakocan,2002_elazig_karakocan,73.7,28.49,6.48,1.53,34.12,14.41
2003,elazig,karakocan,elazig_karakocan,2003_elazig_karakocan,73.7,28.49,6.48,1.53,34.12,14.41
2004,elazig,karakocan,elazig_karakocan,2004_elazig_karakocan,73.7,28.49,6.48,1.53,34.12,14.41
2005,elazig,karakocan,elazig_karakocan,2005_elazig_karakocan,73.7,28.49,6.48,1.53,34.12,14.41
2006,elazig,karakocan,elazig_karakocan,2006_elazig_karakocan,73.7,28.49,6.48,1.53,34.12,14.41
2007,elazig,karakocan,elazig_karakocan,2007_elazig_karakocan,78.39,55.75,5.48,2.15,19.67,9.32
2008,elazig,karakocan,elazig_karakocan,2008_elazig_karakocan,78.39,55.75,5.48,2.15,19.67,9.32
2009,elazig,karakocan,elazig_karakocan,2009_elazig_karakocan,78.39,55.75,5.48,2.15,19.67,9.32
2010,elazig,karakocan,elazig_karakocan,2010_elazig_karakocan,78.39,55.75,5.48,2.15,19.67,9.32
2011,elazig,karakocan,elazig_karakocan,2011_elazig_karakocan,76.1,64.1,21.6,2.2,0,5.7
2012,elazig,karakocan,elazig_karakocan,2012_elazig_karakocan,76.1,64.1,21.6,2.2,0,5.7
2013,elazig,karakocan,elazig_karakocan,2013_elazig_karakocan,76.1,64.1,21.6,2.2,0,5.7
2014,elazig,karakocan,elazig_karakocan,2014_elazig_karakocan,76.1,64.1,21.6,2.2,0,5.7
2015,elazig,karakocan,elazig_karakocan,2015_elazig_karakocan,80.2,39.2,2.4,2.2,50.3,3.8
2016,elazig,karakocan,elazig_karakocan,2016_elazig_karakocan,81.1,49.1,3,1.7,41.6,2.6
2017,elazig,karakocan,elazig_karakocan,2017_elazig_karakocan,81.1,49.1,3,1.7,41.6,2.6
2018,elazig,karakocan,elazig_karakocan,2018_elazig_karakocan,83.54701921,44.10049628,4.416873449,3.486352357,40.94292804,3.529776675
2019,elazig,karakocan,elazig_karakocan,2019_elazig_karakocan,83.54701921,44.10049628,4.416873449,3.486352357,40.94292804,3.529776675
2020,elazig,karakocan,elazig_karakocan,2020_elazig_karakocan,83.54701921,44.10049628,4.416873449,3.486352357,40.94292804,3.529776675
2015,samsun,karakopru,samsun_karakopru,2015_samsun_karakopru,84.3,54.5,4.1,5.6,31.2,1.7
2015,sanliurfa,karakopru,sanliurfa_karakopru,2015_sanliurfa_karakopru,84.3,54.5,4.1,5.6,31.2,1.7
2016,sanliurfa,karakopru,sanliurfa_karakopru,2016_sanliurfa_karakopru,85.6,69.9,4.5,4.2,19.8,0.6
2017,sanliurfa,karakopru,sanliurfa_karakopru,2017_sanliurfa_karakopru,85.6,69.9,4.5,4.2,19.8,0.6
2018,sanliurfa,karakopru,sanliurfa_karakopru,2018_sanliurfa_karakopru,86,54.7,5.2,7.4,24.2,2.7
2019,sanliurfa,karakopru,sanliurfa_karakopru,2019_sanliurfa_karakopru,86,54.7,5.2,7.4,24.2,2.7
2020,sanliurfa,karakopru,sanliurfa_karakopru,2020_sanliurfa_karakopru,86,54.7,5.2,7.4,24.2,2.7
2002,igdir,karakoyunlu,igdir_karakoyunlu,2002_igdir_karakoyunlu,76.69,2.96,14.23,19.23,21.53,0.44
2003,igdir,karakoyunlu,igdir_karakoyunlu,2003_igdir_karakoyunlu,76.69,2.96,14.23,19.23,21.53,0.44
2004,igdir,karakoyunlu,igdir_karakoyunlu,2004_igdir_karakoyunlu,76.69,2.96,14.23,19.23,21.53,0.44
2005,igdir,karakoyunlu,igdir_karakoyunlu,2005_igdir_karakoyunlu,76.69,2.96,14.23,19.23,21.53,0.44
2006,igdir,karakoyunlu,igdir_karakoyunlu,2006_igdir_karakoyunlu,76.69,2.96,14.23,19.23,21.53,0.44
2007,igdir,karakoyunlu,igdir_karakoyunlu,2007_igdir_karakoyunlu,70.72,23.37,7.86,16.28,48.14,0.3
2008,igdir,karakoyunlu,igdir_karakoyunlu,2008_igdir_karakoyunlu,70.72,23.37,7.86,16.28,48.14,0.3
2009,igdir,karakoyunlu,igdir_karakoyunlu,2009_igdir_karakoyunlu,70.72,23.37,7.86,16.28,48.14,0.3
2010,igdir,karakoyunlu,igdir_karakoyunlu,2010_igdir_karakoyunlu,70.72,23.37,7.86,16.28,48.14,0.3
2011,igdir,karakoyunlu,igdir_karakoyunlu,2011_igdir_karakoyunlu,74.1,20.2,2.1,43.4,30.1,0.3
2012,igdir,karakoyunlu,igdir_karakoyunlu,2012_igdir_karakoyunlu,74.1,20.2,2.1,43.4,30.1,0.3
2013,igdir,karakoyunlu,igdir_karakoyunlu,2013_igdir_karakoyunlu,74.1,20.2,2.1,43.4,30.1,0.3
2014,igdir,karakoyunlu,igdir_karakoyunlu,2014_igdir_karakoyunlu,74.1,20.2,2.1,43.4,30.1,0.3
2015,igdir,karakoyunlu,igdir_karakoyunlu,2015_igdir_karakoyunlu,85.4,9.0,3.8,32.6,53.1,0.3
2016,igdir,karakoyunlu,igdir_karakoyunlu,2016_igdir_karakoyunlu,83.4,27.8,1.1,22.8,46.2,0.1
2017,igdir,karakoyunlu,igdir_karakoyunlu,2017_igdir_karakoyunlu,83.4,27.8,1.1,22.8,46.2,0.1
2018,igdir,karakoyunlu,igdir_karakoyunlu,2018_igdir_karakoyunlu,76.1,20.4,2,32.1,37.7,1.4
2019,igdir,karakoyunlu,igdir_karakoyunlu,2019_igdir_karakoyunlu,76.1,20.4,2,32.1,37.7,1.4
2020,igdir,karakoyunlu,igdir_karakoyunlu,2020_igdir_karakoyunlu,76.1,20.4,2,32.1,37.7,1.4
2002,burdur,karamanli,burdur_karamanli,2002_burdur_karamanli,89.07,14.59,31.82,12.75,0.75,9.12
2003,burdur,karamanli,burdur_karamanli,2003_burdur_karamanli,89.07,14.59,31.82,12.75,0.75,9.12
2004,burdur,karamanli,burdur_karamanli,2004_burdur_karamanli,89.07,14.59,31.82,12.75,0.75,9.12
2005,burdur,karamanli,burdur_karamanli,2005_burdur_karamanli,89.07,14.59,31.82,12.75,0.75,9.12
2006,burdur,karamanli,burdur_karamanli,2006_burdur_karamanli,89.07,14.59,31.82,12.75,0.75,9.12
2007,burdur,karamanli,burdur_karamanli,2007_burdur_karamanli,91.4,22,36.77,21.87,0,6.12
2008,burdur,karamanli,burdur_karamanli,2008_burdur_karamanli,91.4,22,36.77,21.87,0,6.12
2009,burdur,karamanli,burdur_karamanli,2009_burdur_karamanli,91.4,22,36.77,21.87,0,6.12
2010,burdur,karamanli,burdur_karamanli,2010_burdur_karamanli,91.4,22,36.77,21.87,0,6.12
2011,burdur,karamanli,burdur_karamanli,2011_burdur_karamanli,91.4,35.5,38.5,19.6,0,1.8
2012,burdur,karamanli,burdur_karamanli,2012_burdur_karamanli,91.4,35.5,38.5,19.6,0,1.8
2013,burdur,karamanli,burdur_karamanli,2013_burdur_karamanli,91.4,35.5,38.5,19.6,0,1.8
2014,burdur,karamanli,burdur_karamanli,2014_burdur_karamanli,91.4,35.5,38.5,19.6,0,1.8
2015,burdur,karamanli,burdur_karamanli,2015_burdur_karamanli,88.8,34.2,38.3,21.3,1.7,2.3
2016,burdur,karamanli,burdur_karamanli,2016_burdur_karamanli,89.1,40.6,37.1,17.6,1,1.2
2017,burdur,karamanli,burdur_karamanli,2017_burdur_karamanli,89.1,40.6,37.1,17.6,1,1.2
2018,burdur,karamanli,burdur_karamanli,2018_burdur_karamanli,90.3,35.9,30.6,8.5,1.5,1.4
2019,burdur,karamanli,burdur_karamanli,2019_burdur_karamanli,90.3,35.9,30.6,8.5,1.5,1.4
2020,burdur,karamanli,burdur_karamanli,2020_burdur_karamanli,90.3,35.9,30.6,8.5,1.5,1.4
2002,kocaeli,karamursel,kocaeli_karamursel,2002_kocaeli_karamursel,77.81,45.06,16.06,6.79,1.32,6.68
2003,kocaeli,karamursel,kocaeli_karamursel,2003_kocaeli_karamursel,77.81,45.06,16.06,6.79,1.32,6.68
2004,kocaeli,karamursel,kocaeli_karamursel,2004_kocaeli_karamursel,77.81,45.06,16.06,6.79,1.32,6.68
2005,kocaeli,karamursel,kocaeli_karamursel,2005_kocaeli_karamursel,77.81,45.06,16.06,6.79,1.32,6.68
2006,kocaeli,karamursel,kocaeli_karamursel,2006_kocaeli_karamursel,77.81,45.06,16.06,6.79,1.32,6.68
2007,kocaeli,karamursel,kocaeli_karamursel,2007_kocaeli_karamursel,87.82,46.06,17.89,10.08,0,9.37
2008,kocaeli,karamursel,kocaeli_karamursel,2008_kocaeli_karamursel,87.82,46.06,17.89,10.08,0,9.37
2009,kocaeli,karamursel,kocaeli_karamursel,2009_kocaeli_karamursel,87.82,46.06,17.89,10.08,0,9.37
2010,kocaeli,karamursel,kocaeli_karamursel,2010_kocaeli_karamursel,87.82,46.06,17.89,10.08,0,9.37
2011,kocaeli,karamursel,kocaeli_karamursel,2011_kocaeli_karamursel,88.1,50.1,26.5,12.2,0,6.8
2012,kocaeli,karamursel,kocaeli_karamursel,2012_kocaeli_karamursel,88.1,50.1,26.5,12.2,0,6.8
2013,kocaeli,karamursel,kocaeli_karamursel,2013_kocaeli_karamursel,88.1,50.1,26.5,12.2,0,6.8
2014,kocaeli,karamursel,kocaeli_karamursel,2014_kocaeli_karamursel,88.1,50.1,26.5,12.2,0,6.8
2015,kocaeli,karamursel,kocaeli_karamursel,2015_kocaeli_karamursel,85.7,46.8,26.3,15.6,2.8,6.6
2016,kocaeli,karamursel,kocaeli_karamursel,2016_kocaeli_karamursel,87.1,56.7,24.9,12,2,2.8
2017,kocaeli,karamursel,kocaeli_karamursel,2017_kocaeli_karamursel,87.1,56.7,24.9,12,2,2.8
2018,kocaeli,karamursel,kocaeli_karamursel,2018_kocaeli_karamursel,87.8,49.5,21.8,8.9,2.7,3.3
2019,kocaeli,karamursel,kocaeli_karamursel,2019_kocaeli_karamursel,87.8,49.5,21.8,8.9,2.7,3.3
2020,kocaeli,karamursel,kocaeli_karamursel,2020_kocaeli_karamursel,87.8,49.5,21.8,8.9,2.7,3.3
2002,konya,karapinar,konya_karapinar,2002_konya_karapinar,85.8,46.32,16.26,9.5,0.68,2.45
2003,konya,karapinar,konya_karapinar,2003_konya_karapinar,85.8,46.32,16.26,9.5,0.68,2.45
2004,konya,karapinar,konya_karapinar,2004_konya_karapinar,85.8,46.32,16.26,9.5,0.68,2.45
2005,konya,karapinar,konya_karapinar,2005_konya_karapinar,85.8,46.32,16.26,9.5,0.68,2.45
2006,konya,karapinar,konya_karapinar,2006_konya_karapinar,85.8,46.32,16.26,9.5,0.68,2.45
2007,konya,karapinar,konya_karapinar,2007_konya_karapinar,86.48,51.26,16.32,17.02,0,4.25
2008,konya,karapinar,konya_karapinar,2008_konya_karapinar,86.48,51.26,16.32,17.02,0,4.25
2009,konya,karapinar,konya_karapinar,2009_konya_karapinar,86.48,51.26,16.32,17.02,0,4.25
2010,konya,karapinar,konya_karapinar,2010_konya_karapinar,86.48,51.26,16.32,17.02,0,4.25
2011,konya,karapinar,konya_karapinar,2011_konya_karapinar,86,57.2,20,17.1,0,1.6
2012,konya,karapinar,konya_karapinar,2012_konya_karapinar,86,57.2,20,17.1,0,1.6
2013,konya,karapinar,konya_karapinar,2013_konya_karapinar,86,57.2,20,17.1,0,1.6
2014,konya,karapinar,konya_karapinar,2014_konya_karapinar,86,57.2,20,17.1,0,1.6
2015,konya,karapinar,konya_karapinar,2015_konya_karapinar,84.8,62.7,16.6,16.0,0.5,2.3
2016,konya,karapinar,konya_karapinar,2016_konya_karapinar,88.7,72.4,14.8,10.4,0.2,0.7
2017,konya,karapinar,konya_karapinar,2017_konya_karapinar,88.7,72.4,14.8,10.4,0.2,0.7
2018,konya,karapinar,konya_karapinar,2018_konya_karapinar,89.1,53.8,15.7,17.8,0.5,2.1
2019,konya,karapinar,konya_karapinar,2019_konya_karapinar,89.1,53.8,15.7,17.8,0.5,2.1
2020,konya,karapinar,konya_karapinar,2020_konya_karapinar,89.1,53.8,15.7,17.8,0.5,2.1
2002,sakarya,karapurcek,sakarya_karapurcek,2002_sakarya_karapurcek,89.51,48.48,7,3.36,1.09,7.66
2003,sakarya,karapurcek,sakarya_karapurcek,2003_sakarya_karapurcek,89.51,48.48,7,3.36,1.09,7.66
2004,sakarya,karapurcek,sakarya_karapurcek,2004_sakarya_karapurcek,89.51,48.48,7,3.36,1.09,7.66
2005,sakarya,karapurcek,sakarya_karapurcek,2005_sakarya_karapurcek,89.51,48.48,7,3.36,1.09,7.66
2006,sakarya,karapurcek,sakarya_karapurcek,2006_sakarya_karapurcek,89.51,48.48,7,3.36,1.09,7.66
2007,sakarya,karapurcek,sakarya_karapurcek,2007_sakarya_karapurcek,88.95,55.21,7.84,6.79,0,12.46
2008,sakarya,karapurcek,sakarya_karapurcek,2008_sakarya_karapurcek,88.95,55.21,7.84,6.79,0,12.46
2009,sakarya,karapurcek,sakarya_karapurcek,2009_sakarya_karapurcek,88.95,55.21,7.84,6.79,0,12.46
2010,sakarya,karapurcek,sakarya_karapurcek,2010_sakarya_karapurcek,88.95,55.21,7.84,6.79,0,12.46
2011,sakarya,karapurcek,sakarya_karapurcek,2011_sakarya_karapurcek,91.9,67.2,15.2,9,0,5
2012,sakarya,karapurcek,sakarya_karapurcek,2012_sakarya_karapurcek,91.9,67.2,15.2,9,0,5
2013,sakarya,karapurcek,sakarya_karapurcek,2013_sakarya_karapurcek,91.9,67.2,15.2,9,0,5
2014,sakarya,karapurcek,sakarya_karapurcek,2014_sakarya_karapurcek,91.9,67.2,15.2,9,0,5
2015,sakarya,karapurcek,sakarya_karapurcek,2015_sakarya_karapurcek,91.0,63.4,10.9,14.8,2.2,7.3
2016,sakarya,karapurcek,sakarya_karapurcek,2016_sakarya_karapurcek,91.3,75.6,11.2,7.5,0.8,2.9
2017,sakarya,karapurcek,sakarya_karapurcek,2017_sakarya_karapurcek,91.3,75.6,11.2,7.5,0.8,2.9
2018,sakarya,karapurcek,sakarya_karapurcek,2018_sakarya_karapurcek,91.8,65.6,9.6,13.7,1.2,3.6
2019,sakarya,karapurcek,sakarya_karapurcek,2019_sakarya_karapurcek,91.8,65.6,9.6,13.7,1.2,3.6
2020,sakarya,karapurcek,sakarya_karapurcek,2020_sakarya_karapurcek,91.8,65.6,9.6,13.7,1.2,3.6
2002,sakarya,karasu,sakarya_karasu,2002_sakarya_karasu,82.35,50.62,7.92,5.58,1.78,2.85
2003,sakarya,karasu,sakarya_karasu,2003_sakarya_karasu,82.35,50.62,7.92,5.58,1.78,2.85
2004,sakarya,karasu,sakarya_karasu,2004_sakarya_karasu,82.35,50.62,7.92,5.58,1.78,2.85
2005,sakarya,karasu,sakarya_karasu,2005_sakarya_karasu,82.35,50.62,7.92,5.58,1.78,2.85
2006,sakarya,karasu,sakarya_karasu,2006_sakarya_karasu,82.35,50.62,7.92,5.58,1.78,2.85
2007,sakarya,karasu,sakarya_karasu,2007_sakarya_karasu,85.77,51.25,11.21,13.77,0,6.38
2008,sakarya,karasu,sakarya_karasu,2008_sakarya_karasu,85.77,51.25,11.21,13.77,0,6.38
2009,sakarya,karasu,sakarya_karasu,2009_sakarya_karasu,85.77,51.25,11.21,13.77,0,6.38
2010,sakarya,karasu,sakarya_karasu,2010_sakarya_karasu,85.77,51.25,11.21,13.77,0,6.38
2011,sakarya,karasu,sakarya_karasu,2011_sakarya_karasu,88.1,61.5,18.5,12.8,0,2.2
2012,sakarya,karasu,sakarya_karasu,2012_sakarya_karasu,88.1,61.5,18.5,12.8,0,2.2
2013,sakarya,karasu,sakarya_karasu,2013_sakarya_karasu,88.1,61.5,18.5,12.8,0,2.2
2014,sakarya,karasu,sakarya_karasu,2014_sakarya_karasu,88.1,61.5,18.5,12.8,0,2.2
2015,sakarya,karasu,sakarya_karasu,2015_sakarya_karasu,86.0,58.0,20.0,15.6,2.1,3.0
2016,sakarya,karasu,sakarya_karasu,2016_sakarya_karasu,86.9,68.3,16.7,10.4,1.4,1.2
2017,sakarya,karasu,sakarya_karasu,2017_sakarya_karasu,86.9,68.3,16.7,10.4,1.4,1.2
2018,sakarya,karasu,sakarya_karasu,2018_sakarya_karasu,87.4,56.7,14.9,14,2.1,1.8
2019,sakarya,karasu,sakarya_karasu,2019_sakarya_karasu,87.4,56.7,14.9,14,2.1,1.8
2020,sakarya,karasu,sakarya_karasu,2020_sakarya_karasu,87.4,56.7,14.9,14,2.1,1.8
2002,adana,karatas,adana_karatas,2002_adana_karatas,71.46,13.37,21.31,16.39,1.68,1.43
2003,adana,karatas,adana_karatas,2003_adana_karatas,71.46,13.37,21.31,16.39,1.68,1.43
2004,adana,karatas,adana_karatas,2004_adana_karatas,71.46,13.37,21.31,16.39,1.68,1.43
2005,adana,karatas,adana_karatas,2005_adana_karatas,71.46,13.37,21.31,16.39,1.68,1.43
2006,adana,karatas,adana_karatas,2006_adana_karatas,71.46,13.37,21.31,16.39,1.68,1.43
2007,adana,karatas,adana_karatas,2007_adana_karatas,82.94,20.69,31.89,34.94,0,1.45
2008,adana,karatas,adana_karatas,2008_adana_karatas,82.94,20.69,31.89,34.94,0,1.45
2009,adana,karatas,adana_karatas,2009_adana_karatas,82.94,20.69,31.89,34.94,0,1.45
2010,adana,karatas,adana_karatas,2010_adana_karatas,82.94,20.69,31.89,34.94,0,1.45
2011,adana,karatas,adana_karatas,2011_adana_karatas,87.8,30.2,48.1,18.2,0,0.4
2012,adana,karatas,adana_karatas,2012_adana_karatas,87.8,30.2,48.1,18.2,0,0.4
2013,adana,karatas,adana_karatas,2013_adana_karatas,87.8,30.2,48.1,18.2,0,0.4
2014,adana,karatas,adana_karatas,2014_adana_karatas,87.8,30.2,48.1,18.2,0,0.4
2015,adana,karatas,adana_karatas,2015_adana_karatas,87.4,23.2,41.7,26.4,6.7,0.8
2016,adana,karatas,adana_karatas,2016_adana_karatas,86.9,27.2,40.1,26.2,4.9,0.3
2017,adana,karatas,adana_karatas,2017_adana_karatas,86.9,27.2,40.1,26.2,4.9,0.3
2018,adana,karatas,adana_karatas,2018_adana_karatas,87.8,24.8,37.5,13.6,11.2,0.7
2019,adana,karatas,adana_karatas,2019_adana_karatas,87.8,24.8,37.5,13.6,11.2,0.7
2020,adana,karatas,adana_karatas,2020_adana_karatas,87.8,24.8,37.5,13.6,11.2,0.7
2002,konya,karatay,konya_karatay,2002_konya_karatay,86.35,71.27,2.41,5.21,2.26,7.12
2003,konya,karatay,konya_karatay,2003_konya_karatay,86.35,71.27,2.41,5.21,2.26,7.12
2004,konya,karatay,konya_karatay,2004_konya_karatay,86.35,71.27,2.41,5.21,2.26,7.12
2005,konya,karatay,konya_karatay,2005_konya_karatay,86.35,71.27,2.41,5.21,2.26,7.12
2006,konya,karatay,konya_karatay,2006_konya_karatay,86.35,71.27,2.41,5.21,2.26,7.12
2007,konya,karatay,konya_karatay,2007_konya_karatay,88.71,79.14,2.32,6.21,0,6.45
2008,konya,karatay,konya_karatay,2008_konya_karatay,88.71,79.14,2.32,6.21,0,6.45
2009,konya,karatay,konya_karatay,2009_konya_karatay,88.71,79.14,2.32,6.21,0,6.45
2010,konya,karatay,konya_karatay,2010_konya_karatay,88.71,79.14,2.32,6.21,0,6.45
2011,konya,karatay,konya_karatay,2011_konya_karatay,89.9,81.7,3.7,7.5,0,2.8
