province,district,registered_voters,valid_votes,akp,chp,mhp,year,province_district
sivas,gemerek,4504,3404,866,NA,1287,2004,sivas_gemerek
sivas,golova,1497,1100,579,NA,520,2004,sivas_golova
sivas,gurun,6656,4962,2003,193,NA,2004,sivas_gurun
sivas,hafik,1952,1471,649,424,230,2004,sivas_hafik
sivas,imranli,2836,1943,945,85,NA,2004,sivas_imranli
sivas,kangal,7962,4901,3156,NA,258,2004,sivas_kangal
sivas,koyulhisar,2964,2128,1227,NA,NA,2004,sivas_koyulhisar
sivas,merkez,168009,108712,54650,7690,3420,2004,sivas_merkez
sivas,sarkisla,12930,9272,3472,1333,496,2004,sivas_sarkisla
sivas,susehri,8794,6323,3108,NA,NA,2004,sivas_susehri
sivas,ulas,3284,2124,277,736,1104,2004,sivas_ulas
sivas,yildizeli,4900,3348,1418,NA,324,2004,sivas_yildizeli
sivas,zara,8616,5685,1779,1025,2798,2004,sivas_zara
tekirdag,cerkezkoy,32713,21767,5302,1697,1612,2004,tekirdag_cerkezkoy
tekirdag,corlu,86539,61425,13395,23787,4395,2004,tekirdag_corlu
tekirdag,hayrabolu,12593,9396,3064,2139,609,2004,tekirdag_hayrabolu
tekirdag,malkara,16208,12471,3635,1896,993,2004,tekirdag_malkara
tekirdag,marmaraereglisi,7958,5657,2091,786,25,2004,tekirdag_marmaraereglisi
tekirdag,merkez,76769,52803,17135,13019,4472,2004,tekirdag_merkez
tekirdag,muratli,11614,9442,1322,1809,481,2004,tekirdag_muratli
tekirdag,saray,12574,9974,3461,3475,691,2004,tekirdag_saray
tekirdag,sarkoy,10593,7449,2131,1523,135,2004,tekirdag_sarkoy
tokat,almus,3413,2345,1241,NA,206,2004,tokat_almus
tokat,artova,2335,1798,922,NA,869,2004,tokat_artova
tokat,basciftlik,2069,1571,872,NA,NA,2004,tokat_basciftlik
tokat,erbaa,29501,20689,6298,4794,8381,2004,tokat_erbaa
tokat,merkez,74595,48982,23115,4384,2928,2004,tokat_merkez
tokat,niksar,20177,13657,7437,1017,4340,2004,tokat_niksar
tokat,pazar,4042,3298,1767,NA,103,2004,tokat_pazar
tokat,resadiye,12500,7388,2204,NA,3048,2004,tokat_resadiye
tokat,sulusaray,2207,1780,409,NA,525,2004,tokat_sulusaray
tokat,turhal,46146,31762,12255,7557,10945,2004,tokat_turhal
tokat,yesilyurt,3450,2796,830,NA,37,2004,tokat_yesilyurt
tokat,zile,24890,18254,4725,5204,7859,2004,tokat_zile
trabzon,akcaabat,18459,12846,5241,302,276,2004,trabzon_akcaabat
trabzon,arakli,11897,6490,1628,214,179,2004,trabzon_arakli
trabzon,arsin,8334,6275,3485,NA,42,2004,trabzon_arsin
trabzon,besikduzu,9087,6516,NA,1891,3208,2004,trabzon_besikduzu
trabzon,carsibasi,6206,4718,1513,182,148,2004,trabzon_carsibasi
trabzon,caykara,1659,1277,634,12,5,2004,trabzon_caykara
trabzon,dernekpazari,1301,953,444,NA,NA,2004,trabzon_dernekpazari
trabzon,duzkoy,2990,2366,1158,1141,NA,2004,trabzon_duzkoy
trabzon,hayrat,2470,1447,1184,NA,13,2004,trabzon_hayrat
trabzon,koprubasi,3089,2250,1350,NA,10,2004,trabzon_koprubasi
trabzon,macka,7529,4931,505,2651,18,2004,trabzon_macka
trabzon,merkez,135193,73965,26240,26612,4980,2004,trabzon_merkez
trabzon,of,10402,5151,3057,1268,137,2004,trabzon_of
trabzon,salpazari,3970,3130,1501,NA,594,2004,trabzon_salpazari
trabzon,surmene,10787,6482,2518,2136,738,2004,trabzon_surmene
trabzon,tonya,6437,5107,2474,2397,NA,2004,trabzon_tonya
trabzon,vakfikebir,9407,6766,2935,NA,NA,2004,trabzon_vakfikebir
trabzon,yomra,9171,6168,2592,98,53,2004,trabzon_yomra
tunceli,cemisgezek,2161,1683,792,711,21,2004,tunceli_cemisgezek
tunceli,hozat,3670,2233,191,467,15,2004,tunceli_hozat
tunceli,mazgirt,1840,1096,417,322,5,2004,tunceli_mazgirt
tunceli,merkez,16803,10653,826,825,50,2004,tunceli_merkez
tunceli,nazimiye,1466,945,225,345,NA,2004,tunceli_nazimiye
tunceli,ovacik,2270,1709,582,396,NA,2004,tunceli_ovacik
tunceli,pertek,4991,3651,1070,1765,NA,2004,tunceli_pertek
tunceli,pulumur,1437,894,115,526,NA,2004,tunceli_pulumur
usak,banaz,11094,8748,1680,3142,2001,2004,usak_banaz
usak,esme,8450,6850,1537,932,1219,2004,usak_esme
usak,karahalli,3629,2855,1369,1239,57,2004,usak_karahalli
usak,merkez,88913,70511,24773,17337,21889,2004,usak_merkez
usak,sivasli,4768,4020,1490,1544,917,2004,usak_sivasli
usak,ulubey,3781,3238,1600,NA,15,2004,usak_ulubey
van,bahcesaray,1455,894,599,NA,NA,2004,van_bahcesaray
van,baskale,5369,3234,1238,197,NA,2004,van_baskale
van,caldiran,4672,3525,1128,867,NA,2004,van_caldiran
van,catak,2785,2134,937,45,NA,2004,van_catak
van,edremit,3250,2281,1454,NA,28,2004,van_edremit
van,ercis,29775,19291,4791,102,434,2004,van_ercis
van,gevas,6282,4697,2205,1460,NA,2004,van_gevas
van,gurpinar,4110,2833,514,13,NA,2004,van_gurpinar
van,merkez,131251,76950,41474,591,407,2004,van_merkez
van,muradiye,6848,4355,1942,42,NA,2004,van_muradiye
van,ozalp,4427,2948,1253,774,8,2004,van_ozalp
van,saray,2037,1626,851,759,4,2004,van_saray
yalova,altinova,2546,2102,790,616,3,2004,yalova_altinova
yalova,armutlu,3385,2551,1092,365,906,2004,yalova_armutlu
yalova,ciftlikkoy,10033,6884,2384,369,222,2004,yalova_ciftlikkoy
yalova,cinarcik,9482,5840,1715,1258,536,2004,yalova_cinarcik
yalova,merkez,61558,41199,12463,4953,1180,2004,yalova_merkez
yalova,termal,2961,2376,1266,10,5,2004,yalova_termal
yozgat,akdagmadeni,10995,7881,2987,NA,2752,2004,yozgat_akdagmadeni
yozgat,aydincik,2371,1830,594,18,498,2004,yozgat_aydincik
yozgat,bogazliyan,10272,8255,2798,3552,1658,2004,yozgat_bogazliyan
yozgat,candir,3648,2872,571,825,802,2004,yozgat_candir
yozgat,cayiralan,4023,3205,1363,903,921,2004,yozgat_cayiralan
yozgat,cekerek,6716,5076,2206,60,NA,2004,yozgat_cekerek
yozgat,kadisehri,1567,1281,663,16,600,2004,yozgat_kadisehri
yozgat,merkez,39506,28837,17322,617,9646,2004,yozgat_merkez
yozgat,saraykent,2920,2349,1100,NA,1241,2004,yozgat_saraykent
yozgat,sarikaya,10329,7955,3340,69,2548,2004,yozgat_sarikaya
yozgat,sefaatli,7093,5849,1767,325,1245,2004,yozgat_sefaatli
yozgat,sorgun,21618,15519,8628,132,5983,2004,yozgat_sorgun
yozgat,yenifakili,2795,2243,877,468,867,2004,yozgat_yenifakili
yozgat,yerkoy,19951,14629,4093,1602,3341,2004,yozgat_yerkoy
zonguldak,alapli,11413,8280,3980,771,369,2004,zonguldak_alapli
zonguldak,caycuma,12527,9713,4084,3334,108,2004,zonguldak_caycuma
zonguldak,devrek,13927,9458,5323,3066,42,2004,zonguldak_devrek
zonguldak,eregli,52571,39561,9803,2679,249,2004,zonguldak_eregli
zonguldak,gokcebey,5188,4023,2598,1200,14,2004,zonguldak_gokcebey
zonguldak,merkez,76547,49715,18214,16918,1107,2004,zonguldak_merkez
NA,aglasun,3833,3245,1307,441,851,2004,NA_aglasun
NA,altinyayla,3310,2870,1227,NA,9,2004,NA_altinyayla
NA,bucak,18951,15846,6923,386,720,2004,NA_bucak
NA,cavdir,2383,2004,839,NA,16,2004,NA_cavdir
NA,celtikci,1939,1696,730,599,23,2004,NA_celtikci
NA,golhisar,8254,6960,3642,688,42,2004,NA_golhisar
NA,karamanli,4120,3478,1794,1601,21,2004,NA_karamanli
NA,kemer,1460,1297,496,NA,312,2004,NA_kemer
NA,merkez,42842,34111,15837,15456,1245,2004,NA_merkez
NA,tefenni,3954,3205,890,595,899,2004,NA_tefenni
NA,yesilova,3724,3138,1170,843,15,2004,NA_yesilova
