year,province,district,province_district,year_province_district,population
2019,adana,feke,adana_feke,2019_adana_feke,16919
2020,adana,feke,adana_feke,2020_adana_feke,16283
2002,adana,imamoglu,adana_imamoglu,2002_adana_imamoglu,38962
2003,adana,imamoglu,adana_imamoglu,2003_adana_imamoglu,37495
2004,adana,imamoglu,adana_imamoglu,2004_adana_imamoglu,36029
2005,adana,imamoglu,adana_imamoglu,2005_adana_imamoglu,34562
2006,adana,imamoglu,adana_imamoglu,2006_adana_imamoglu,33096
2007,adana,imamoglu,adana_imamoglu,2007_adana_imamoglu,31629
2008,adana,imamoglu,adana_imamoglu,2008_adana_imamoglu,31257
2009,adana,imamoglu,adana_imamoglu,2009_adana_imamoglu,30968
2010,adana,imamoglu,adana_imamoglu,2010_adana_imamoglu,30552
2011,adana,imamoglu,adana_imamoglu,2011_adana_imamoglu,30105
2012,adana,imamoglu,adana_imamoglu,2012_adana_imamoglu,29700
2013,adana,imamoglu,adana_imamoglu,2013_adana_imamoglu,29748
2014,adana,imamoglu,adana_imamoglu,2014_adana_imamoglu,29111
2015,adana,imamoglu,adana_imamoglu,2015_adana_imamoglu,28686
2016,adana,imamoglu,adana_imamoglu,2016_adana_imamoglu,28657
2017,adana,imamoglu,adana_imamoglu,2017_adana_imamoglu,28405
2018,adana,imamoglu,adana_imamoglu,2018_adana_imamoglu,28239
2019,adana,imamoglu,adana_imamoglu,2019_adana_imamoglu,27938
2020,adana,imamoglu,adana_imamoglu,2020_adana_imamoglu,27637
2002,adana,karaisali,adana_karaisali,2002_adana_karaisali,32729
2003,adana,karaisali,adana_karaisali,2003_adana_karaisali,31931
2004,adana,karaisali,adana_karaisali,2004_adana_karaisali,31133
2005,adana,karaisali,adana_karaisali,2005_adana_karaisali,30336
2006,adana,karaisali,adana_karaisali,2006_adana_karaisali,29538
2007,adana,karaisali,adana_karaisali,2007_adana_karaisali,28740
2008,adana,karaisali,adana_karaisali,2008_adana_karaisali,23481
2009,adana,karaisali,adana_karaisali,2009_adana_karaisali,23102
2010,adana,karaisali,adana_karaisali,2010_adana_karaisali,22981
2011,adana,karaisali,adana_karaisali,2011_adana_karaisali,22701
2012,adana,karaisali,adana_karaisali,2012_adana_karaisali,22368
2013,adana,karaisali,adana_karaisali,2013_adana_karaisali,22230
2014,adana,karaisali,adana_karaisali,2014_adana_karaisali,21682
2015,adana,karaisali,adana_karaisali,2015_adana_karaisali,21451
2016,adana,karaisali,adana_karaisali,2016_adana_karaisali,21250
2017,adana,karaisali,adana_karaisali,2017_adana_karaisali,21189
2018,adana,karaisali,adana_karaisali,2018_adana_karaisali,22308
2019,adana,karaisali,adana_karaisali,2019_adana_karaisali,21948
2020,adana,karaisali,adana_karaisali,2020_adana_karaisali,21588
2002,adana,karatas,adana_karatas,2002_adana_karatas,28291
2003,adana,karatas,adana_karatas,2003_adana_karatas,26930
2004,adana,karatas,adana_karatas,2004_adana_karatas,25569
2005,adana,karatas,adana_karatas,2005_adana_karatas,24208
2006,adana,karatas,adana_karatas,2006_adana_karatas,22846
2007,adana,karatas,adana_karatas,2007_adana_karatas,21485
2008,adana,karatas,adana_karatas,2008_adana_karatas,22472
2009,adana,karatas,adana_karatas,2009_adana_karatas,21671
2010,adana,karatas,adana_karatas,2010_adana_karatas,21260
2011,adana,karatas,adana_karatas,2011_adana_karatas,21203
2012,adana,karatas,adana_karatas,2012_adana_karatas,20896
2013,adana,karatas,adana_karatas,2013_adana_karatas,21862
2014,adana,karatas,adana_karatas,2014_adana_karatas,22178
2015,adana,karatas,adana_karatas,2015_adana_karatas,21939
2016,adana,karatas,adana_karatas,2016_adana_karatas,21867
2017,adana,karatas,adana_karatas,2017_adana_karatas,22098
2018,adana,karatas,adana_karatas,2018_adana_karatas,24559
2019,adana,karatas,adana_karatas,2019_adana_karatas,23678
2020,adana,karatas,adana_karatas,2020_adana_karatas,22797
2002,adana,kozan,adana_kozan,2002_adana_kozan,128289
2003,adana,kozan,adana_kozan,2003_adana_kozan,127428
2004,adana,kozan,adana_kozan,2004_adana_kozan,126566
2005,adana,kozan,adana_kozan,2005_adana_kozan,125704
2006,adana,kozan,adana_kozan,2006_adana_kozan,124842
2007,adana,kozan,adana_kozan,2007_adana_kozan,123980
2008,adana,kozan,adana_kozan,2008_adana_kozan,124669
2009,adana,kozan,adana_kozan,2009_adana_kozan,125813
2010,adana,kozan,adana_kozan,2010_adana_kozan,127100
2011,adana,kozan,adana_kozan,2011_adana_kozan,127804
2012,adana,kozan,adana_kozan,2012_adana_kozan,127926
2013,adana,kozan,adana_kozan,2013_adana_kozan,128153
2014,adana,kozan,adana_kozan,2014_adana_kozan,128893
2015,adana,kozan,adana_kozan,2015_adana_kozan,129242
2016,adana,kozan,adana_kozan,2016_adana_kozan,129985
2017,adana,kozan,adana_kozan,2017_adana_kozan,130456
2018,adana,kozan,adana_kozan,2018_adana_kozan,130495
2019,adana,kozan,adana_kozan,2019_adana_kozan,131633
2020,adana,kozan,adana_kozan,2020_adana_kozan,132771
2002,adana,pozanti,adana_pozanti,2002_adana_pozanti,21059
2003,adana,pozanti,adana_pozanti,2003_adana_pozanti,20826
2004,adana,pozanti,adana_pozanti,2004_adana_pozanti,20594
2005,adana,pozanti,adana_pozanti,2005_adana_pozanti,20361
2006,adana,pozanti,adana_pozanti,2006_adana_pozanti,20129
2007,adana,pozanti,adana_pozanti,2007_adana_pozanti,19896
2008,adana,pozanti,adana_pozanti,2008_adana_pozanti,21963
2009,adana,pozanti,adana_pozanti,2009_adana_pozanti,20425
2010,adana,pozanti,adana_pozanti,2010_adana_pozanti,20279
2011,adana,pozanti,adana_pozanti,2011_adana_pozanti,20147
2012,adana,pozanti,adana_pozanti,2012_adana_pozanti,19812
2013,adana,pozanti,adana_pozanti,2013_adana_pozanti,20954
2014,adana,pozanti,adana_pozanti,2014_adana_pozanti,20004
2015,adana,pozanti,adana_pozanti,2015_adana_pozanti,19440
2016,adana,pozanti,adana_pozanti,2016_adana_pozanti,19362
2017,adana,pozanti,adana_pozanti,2017_adana_pozanti,19215
2018,adana,pozanti,adana_pozanti,2018_adana_pozanti,20683
2019,adana,pozanti,adana_pozanti,2019_adana_pozanti,19974
2020,adana,pozanti,adana_pozanti,2020_adana_pozanti,19265
2002,adana,saimbeyli,adana_saimbeyli,2002_adana_saimbeyli,17384
2003,adana,saimbeyli,adana_saimbeyli,2003_adana_saimbeyli,17462
2004,adana,saimbeyli,adana_saimbeyli,2004_adana_saimbeyli,17540
2005,adana,saimbeyli,adana_saimbeyli,2005_adana_saimbeyli,17619
2006,adana,saimbeyli,adana_saimbeyli,2006_adana_saimbeyli,17697
2007,adana,saimbeyli,adana_saimbeyli,2007_adana_saimbeyli,17775
2008,adana,saimbeyli,adana_saimbeyli,2008_adana_saimbeyli,17671
2009,adana,saimbeyli,adana_saimbeyli,2009_adana_saimbeyli,17573
2010,adana,saimbeyli,adana_saimbeyli,2010_adana_saimbeyli,17355
2011,adana,saimbeyli,adana_saimbeyli,2011_adana_saimbeyli,17104
2012,adana,saimbeyli,adana_saimbeyli,2012_adana_saimbeyli,16630
2013,adana,saimbeyli,adana_saimbeyli,2013_adana_saimbeyli,16572
2014,adana,saimbeyli,adana_saimbeyli,2014_adana_saimbeyli,16000
2015,adana,saimbeyli,adana_saimbeyli,2015_adana_saimbeyli,15530
2016,adana,saimbeyli,adana_saimbeyli,2016_adana_saimbeyli,15239
2017,adana,saimbeyli,adana_saimbeyli,2017_adana_saimbeyli,14840
2018,adana,saimbeyli,adana_saimbeyli,2018_adana_saimbeyli,15338
2019,adana,saimbeyli,adana_saimbeyli,2019_adana_saimbeyli,14764
2020,adana,saimbeyli,adana_saimbeyli,2020_adana_saimbeyli,14190
2008,adana,saricam,adana_saricam,2008_adana_saricam,109290
2009,adana,saricam,adana_saricam,2009_adana_saricam,115379
2010,adana,saricam,adana_saricam,2010_adana_saricam,120325
2011,adana,saricam,adana_saricam,2011_adana_saricam,124205
2012,adana,saricam,adana_saricam,2012_adana_saricam,132939
2013,adana,saricam,adana_saricam,2013_adana_saricam,138139
2014,adana,saricam,adana_saricam,2014_adana_saricam,143547
2015,adana,saricam,adana_saricam,2015_adana_saricam,150425
2016,adana,saricam,adana_saricam,2016_adana_saricam,156748
2017,adana,saricam,adana_saricam,2017_adana_saricam,163833
2018,adana,saricam,adana_saricam,2018_adana_saricam,173154
2019,adana,saricam,adana_saricam,2019_adana_saricam,181610
2020,adana,saricam,adana_saricam,2020_adana_saricam,190066
2002,adana,seyhan,adana_seyhan,2002_adana_seyhan,908799
2003,adana,seyhan,adana_seyhan,2003_adana_seyhan,928638
2004,adana,seyhan,adana_seyhan,2004_adana_seyhan,948476
2005,adana,seyhan,adana_seyhan,2005_adana_seyhan,968315
2006,adana,seyhan,adana_seyhan,2006_adana_seyhan,988153
2007,adana,seyhan,adana_seyhan,2007_adana_seyhan,1007992
2008,adana,seyhan,adana_seyhan,2008_adana_seyhan,752308
2009,adana,seyhan,adana_seyhan,2009_adana_seyhan,722852
2010,adana,seyhan,adana_seyhan,2010_adana_seyhan,723277
2011,adana,seyhan,adana_seyhan,2011_adana_seyhan,757928
2012,adana,seyhan,adana_seyhan,2012_adana_seyhan,764714
2013,adana,seyhan,adana_seyhan,2013_adana_seyhan,771947
2014,adana,seyhan,adana_seyhan,2014_adana_seyhan,779232
2015,adana,seyhan,adana_seyhan,2015_adana_seyhan,788722
2016,adana,seyhan,adana_seyhan,2016_adana_seyhan,797563
2017,adana,seyhan,adana_seyhan,2017_adana_seyhan,800387
2018,adana,seyhan,adana_seyhan,2018_adana_seyhan,793480
2019,adana,seyhan,adana_seyhan,2019_adana_seyhan,796286
2020,adana,seyhan,adana_seyhan,2020_adana_seyhan,799092
2002,adana,tufanbeyli,adana_tufanbeyli,2002_adana_tufanbeyli,19462
2003,adana,tufanbeyli,adana_tufanbeyli,2003_adana_tufanbeyli,19225
2004,adana,tufanbeyli,adana_tufanbeyli,2004_adana_tufanbeyli,18989
2005,adana,tufanbeyli,adana_tufanbeyli,2005_adana_tufanbeyli,18752
2006,adana,tufanbeyli,adana_tufanbeyli,2006_adana_tufanbeyli,18516
2007,adana,tufanbeyli,adana_tufanbeyli,2007_adana_tufanbeyli,18279
2008,adana,tufanbeyli,adana_tufanbeyli,2008_adana_tufanbeyli,19045
2009,adana,tufanbeyli,adana_tufanbeyli,2009_adana_tufanbeyli,18768
2010,adana,tufanbeyli,adana_tufanbeyli,2010_adana_tufanbeyli,18072
2011,adana,tufanbeyli,adana_tufanbeyli,2011_adana_tufanbeyli,17481
2012,adana,tufanbeyli,adana_tufanbeyli,2012_adana_tufanbeyli,17546
2013,adana,tufanbeyli,adana_tufanbeyli,2013_adana_tufanbeyli,18234
2014,adana,tufanbeyli,adana_tufanbeyli,2014_adana_tufanbeyli,19184
2015,adana,tufanbeyli,adana_tufanbeyli,2015_adana_tufanbeyli,17759
2016,adana,tufanbeyli,adana_tufanbeyli,2016_adana_tufanbeyli,17558
2017,adana,tufanbeyli,adana_tufanbeyli,2017_adana_tufanbeyli,16640
2018,adana,tufanbeyli,adana_tufanbeyli,2018_adana_tufanbeyli,17667
2019,adana,tufanbeyli,adana_tufanbeyli,2019_adana_tufanbeyli,17102
2020,adana,tufanbeyli,adana_tufanbeyli,2020_adana_tufanbeyli,16537
2002,adana,yumurtalik,adana_yumurtalik,2002_adana_yumurtalik,21293
2003,adana,yumurtalik,adana_yumurtalik,2003_adana_yumurtalik,20865
2004,adana,yumurtalik,adana_yumurtalik,2004_adana_yumurtalik,20438
2005,adana,yumurtalik,adana_yumurtalik,2005_adana_yumurtalik,20010
2006,adana,yumurtalik,adana_yumurtalik,2006_adana_yumurtalik,19583
2007,adana,yumurtalik,adana_yumurtalik,2007_adana_yumurtalik,19155
2008,adana,yumurtalik,adana_yumurtalik,2008_adana_yumurtalik,19625
2009,adana,yumurtalik,adana_yumurtalik,2009_adana_yumurtalik,19239
2010,adana,yumurtalik,adana_yumurtalik,2010_adana_yumurtalik,18660
2011,adana,yumurtalik,adana_yumurtalik,2011_adana_yumurtalik,18266
2012,adana,yumurtalik,adana_yumurtalik,2012_adana_yumurtalik,17929
2013,adana,yumurtalik,adana_yumurtalik,2013_adana_yumurtalik,18463
2014,adana,yumurtalik,adana_yumurtalik,2014_adana_yumurtalik,18457
2015,adana,yumurtalik,adana_yumurtalik,2015_adana_yumurtalik,18106
2016,adana,yumurtalik,adana_yumurtalik,2016_adana_yumurtalik,17651
2017,adana,yumurtalik,adana_yumurtalik,2017_adana_yumurtalik,17211
2018,adana,yumurtalik,adana_yumurtalik,2018_adana_yumurtalik,18587
2019,adana,yumurtalik,adana_yumurtalik,2019_adana_yumurtalik,18026
2020,adana,yumurtalik,adana_yumurtalik,2020_adana_yumurtalik,17465
2002,adana,yuregir,adana_yuregir,2002_adana_yuregir,479474
2003,adana,yuregir,adana_yuregir,2003_adana_yuregir,488032
2004,adana,yuregir,adana_yuregir,2004_adana_yuregir,496590
2005,adana,yuregir,adana_yuregir,2005_adana_yuregir,505149
2006,adana,yuregir,adana_yuregir,2006_adana_yuregir,513707
2007,adana,yuregir,adana_yuregir,2007_adana_yuregir,522265
2008,adana,yuregir,adana_yuregir,2008_adana_yuregir,416160
2009,adana,yuregir,adana_yuregir,2009_adana_yuregir,419821
2010,adana,yuregir,adana_yuregir,2010_adana_yuregir,422529
2011,adana,yuregir,adana_yuregir,2011_adana_yuregir,426379
2012,adana,yuregir,adana_yuregir,2012_adana_yuregir,420929
2013,adana,yuregir,adana_yuregir,2013_adana_yuregir,421455
2014,adana,yuregir,adana_yuregir,2014_adana_yuregir,419240
2015,adana,yuregir,adana_yuregir,2015_adana_yuregir,419011
2016,adana,yuregir,adana_yuregir,2016_adana_yuregir,419902
2017,adana,yuregir,adana_yuregir,2017_adana_yuregir,424999
2018,adana,yuregir,adana_yuregir,2018_adana_yuregir,415198
2019,adana,yuregir,adana_yuregir,2019_adana_yuregir,414574
2020,adana,yuregir,adana_yuregir,2020_adana_yuregir,413950
2002,adiyaman,besni,adiyaman_besni,2002_adiyaman_besni,98092
2003,adiyaman,besni,adiyaman_besni,2003_adiyaman_besni,94568
2004,adiyaman,besni,adiyaman_besni,2004_adiyaman_besni,91043
2005,adiyaman,besni,adiyaman_besni,2005_adiyaman_besni,87518
2006,adiyaman,besni,adiyaman_besni,2006_adiyaman_besni,83993
2007,adiyaman,besni,adiyaman_besni,2007_adiyaman_besni,80468
2008,adiyaman,besni,adiyaman_besni,2008_adiyaman_besni,80651
2009,adiyaman,besni,adiyaman_besni,2009_adiyaman_besni,80681
2010,adiyaman,besni,adiyaman_besni,2010_adiyaman_besni,81304
2011,adiyaman,besni,adiyaman_besni,2011_adiyaman_besni,79443
2012,adiyaman,besni,adiyaman_besni,2012_adiyaman_besni,78462
2013,adiyaman,besni,adiyaman_besni,2013_adiyaman_besni,77404
2014,adiyaman,besni,adiyaman_besni,2014_adiyaman_besni,75910
2015,adiyaman,besni,adiyaman_besni,2015_adiyaman_besni,75041
2016,adiyaman,besni,adiyaman_besni,2016_adiyaman_besni,75255
2017,adiyaman,besni,adiyaman_besni,2017_adiyaman_besni,75499
2018,adiyaman,besni,adiyaman_besni,2018_adiyaman_besni,77301
2019,adiyaman,besni,adiyaman_besni,2019_adiyaman_besni,76674
2020,adiyaman,besni,adiyaman_besni,2020_adiyaman_besni,76047
2002,adiyaman,celikhan,adiyaman_celikhan,2002_adiyaman_celikhan,18500
2003,adiyaman,celikhan,adiyaman_celikhan,2003_adiyaman_celikhan,17909
2004,adiyaman,celikhan,adiyaman_celikhan,2004_adiyaman_celikhan,17319
2005,adiyaman,celikhan,adiyaman_celikhan,2005_adiyaman_celikhan,16728
2006,adiyaman,celikhan,adiyaman_celikhan,2006_adiyaman_celikhan,16138
2007,adiyaman,celikhan,adiyaman_celikhan,2007_adiyaman_celikhan,15547
2008,adiyaman,celikhan,adiyaman_celikhan,2008_adiyaman_celikhan,15540
2009,adiyaman,celikhan,adiyaman_celikhan,2009_adiyaman_celikhan,15396
2010,adiyaman,celikhan,adiyaman_celikhan,2010_adiyaman_celikhan,15426
2011,adiyaman,celikhan,adiyaman_celikhan,2011_adiyaman_celikhan,15205
2012,adiyaman,celikhan,adiyaman_celikhan,2012_adiyaman_celikhan,15126
2013,adiyaman,celikhan,adiyaman_celikhan,2013_adiyaman_celikhan,15387
2014,adiyaman,celikhan,adiyaman_celikhan,2014_adiyaman_celikhan,15381
2015,adiyaman,celikhan,adiyaman_celikhan,2015_adiyaman_celikhan,15213
2016,adiyaman,celikhan,adiyaman_celikhan,2016_adiyaman_celikhan,15178
2017,adiyaman,celikhan,adiyaman_celikhan,2017_adiyaman_celikhan,15326
2018,adiyaman,celikhan,adiyaman_celikhan,2018_adiyaman_celikhan,16065
2019,adiyaman,celikhan,adiyaman_celikhan,2019_adiyaman_celikhan,15470
2020,adiyaman,celikhan,adiyaman_celikhan,2020_adiyaman_celikhan,14875
2002,adiyaman,gerger,adiyaman_gerger,2002_adiyaman_gerger,26684
2003,adiyaman,gerger,adiyaman_gerger,2003_adiyaman_gerger,26510
2004,adiyaman,gerger,adiyaman_gerger,2004_adiyaman_gerger,26335
2005,adiyaman,gerger,adiyaman_gerger,2005_adiyaman_gerger,26160
2006,adiyaman,gerger,adiyaman_gerger,2006_adiyaman_gerger,25986
2007,adiyaman,gerger,adiyaman_gerger,2007_adiyaman_gerger,25811
2008,adiyaman,gerger,adiyaman_gerger,2008_adiyaman_gerger,25769
2009,adiyaman,gerger,adiyaman_gerger,2009_adiyaman_gerger,25440
2010,adiyaman,gerger,adiyaman_gerger,2010_adiyaman_gerger,24622
2011,adiyaman,gerger,adiyaman_gerger,2011_adiyaman_gerger,23826
2012,adiyaman,gerger,adiyaman_gerger,2012_adiyaman_gerger,22526
2013,adiyaman,gerger,adiyaman_gerger,2013_adiyaman_gerger,21458
2014,adiyaman,gerger,adiyaman_gerger,2014_adiyaman_gerger,20368
2015,adiyaman,gerger,adiyaman_gerger,2015_adiyaman_gerger,19561
2016,adiyaman,gerger,adiyaman_gerger,2016_adiyaman_gerger,18785
2017,adiyaman,gerger,adiyaman_gerger,2017_adiyaman_gerger,18244
2018,adiyaman,gerger,adiyaman_gerger,2018_adiyaman_gerger,19035
2019,adiyaman,gerger,adiyaman_gerger,2019_adiyaman_gerger,17552
2020,adiyaman,gerger,adiyaman_gerger,2020_adiyaman_gerger,16069
2002,adiyaman,golbasi,adiyaman_golbasi,2002_adiyaman_golbasi,50849
2003,adiyaman,golbasi,adiyaman_golbasi,2003_adiyaman_golbasi,50136
2004,adiyaman,golbasi,adiyaman_golbasi,2004_adiyaman_golbasi,49423
2005,adiyaman,golbasi,adiyaman_golbasi,2005_adiyaman_golbasi,48710
2006,adiyaman,golbasi,adiyaman_golbasi,2006_adiyaman_golbasi,47997
2007,adiyaman,golbasi,adiyaman_golbasi,2007_adiyaman_golbasi,47284
2008,adiyaman,golbasi,adiyaman_golbasi,2008_adiyaman_golbasi,47599
2009,adiyaman,golbasi,adiyaman_golbasi,2009_adiyaman_golbasi,48069
2010,adiyaman,golbasi,adiyaman_golbasi,2010_adiyaman_golbasi,47906
2011,adiyaman,golbasi,adiyaman_golbasi,2011_adiyaman_golbasi,47560
2012,adiyaman,golbasi,adiyaman_golbasi,2012_adiyaman_golbasi,48601
2013,adiyaman,golbasi,adiyaman_golbasi,2013_adiyaman_golbasi,47406
2014,adiyaman,golbasi,adiyaman_golbasi,2014_adiyaman_golbasi,47593
2015,adiyaman,golbasi,adiyaman_golbasi,2015_adiyaman_golbasi,48027
2016,adiyaman,golbasi,adiyaman_golbasi,2016_adiyaman_golbasi,49077
2017,adiyaman,golbasi,adiyaman_golbasi,2017_adiyaman_golbasi,49059
2018,adiyaman,golbasi,adiyaman_golbasi,2018_adiyaman_golbasi,49255
2019,adiyaman,golbasi,adiyaman_golbasi,2019_adiyaman_golbasi,49253
2020,adiyaman,golbasi,adiyaman_golbasi,2020_adiyaman_golbasi,49251
2002,adiyaman,kahta,adiyaman_kahta,2002_adiyaman_kahta,115243
2003,adiyaman,kahta,adiyaman_kahta,2003_adiyaman_kahta,115326
2004,adiyaman,kahta,adiyaman_kahta,2004_adiyaman_kahta,115409
2005,adiyaman,kahta,adiyaman_kahta,2005_adiyaman_kahta,115492
2006,adiyaman,kahta,adiyaman_kahta,2006_adiyaman_kahta,115575
2007,adiyaman,kahta,adiyaman_kahta,2007_adiyaman_kahta,115658
2008,adiyaman,kahta,adiyaman_kahta,2008_adiyaman_kahta,116049
2009,adiyaman,kahta,adiyaman_kahta,2009_adiyaman_kahta,116749
2010,adiyaman,kahta,adiyaman_kahta,2010_adiyaman_kahta,117655
2011,adiyaman,kahta,adiyaman_kahta,2011_adiyaman_kahta,117378
2012,adiyaman,kahta,adiyaman_kahta,2012_adiyaman_kahta,117794
2013,adiyaman,kahta,adiyaman_kahta,2013_adiyaman_kahta,117865
2014,adiyaman,kahta,adiyaman_kahta,2014_adiyaman_kahta,117964
2015,adiyaman,kahta,adiyaman_kahta,2015_adiyaman_kahta,118646
2016,adiyaman,kahta,adiyaman_kahta,2016_adiyaman_kahta,120378
2017,adiyaman,kahta,adiyaman_kahta,2017_adiyaman_kahta,120859
2018,adiyaman,kahta,adiyaman_kahta,2018_adiyaman_kahta,122774
2019,adiyaman,kahta,adiyaman_kahta,2019_adiyaman_kahta,123861
2020,adiyaman,kahta,adiyaman_kahta,2020_adiyaman_kahta,124948
2002,adiyaman,merkez,adiyaman_merkez,2002_adiyaman_merkez,251396
2003,adiyaman,merkez,adiyaman_merkez,2003_adiyaman_merkez,252018
2004,adiyaman,merkez,adiyaman_merkez,2004_adiyaman_merkez,252639
2005,adiyaman,merkez,adiyaman_merkez,2005_adiyaman_merkez,253261
2006,adiyaman,merkez,adiyaman_merkez,2006_adiyaman_merkez,253883
2007,adiyaman,merkez,adiyaman_merkez,2007_adiyaman_merkez,254505
2008,adiyaman,merkez,adiyaman_merkez,2008_adiyaman_merkez,256247
2009,adiyaman,merkez,adiyaman_merkez,2009_adiyaman_merkez,259497
2010,adiyaman,merkez,adiyaman_merkez,2010_adiyaman_merkez,262349
2011,adiyaman,merkez,adiyaman_merkez,2011_adiyaman_merkez,270117
2012,adiyaman,merkez,adiyaman_merkez,2012_adiyaman_merkez,273820
2013,adiyaman,merkez,adiyaman_merkez,2013_adiyaman_merkez,279037
2014,adiyaman,merkez,adiyaman_merkez,2014_adiyaman_merkez,283556
2015,adiyaman,merkez,adiyaman_merkez,2015_adiyaman_merkez,290382
2016,adiyaman,merkez,adiyaman_merkez,2016_adiyaman_merkez,296316
2017,adiyaman,merkez,adiyaman_merkez,2017_adiyaman_merkez,301589
2018,adiyaman,merkez,adiyaman_merkez,2018_adiyaman_merkez,304615
2019,adiyaman,merkez,adiyaman_merkez,2019_adiyaman_merkez,308915
2020,adiyaman,merkez,adiyaman_merkez,2020_adiyaman_merkez,313215
2002,adiyaman,samsat,adiyaman_samsat,2002_adiyaman_samsat,11722
2003,adiyaman,samsat,adiyaman_samsat,2003_adiyaman_samsat,11449
2004,adiyaman,samsat,adiyaman_samsat,2004_adiyaman_samsat,11175
2005,adiyaman,samsat,adiyaman_samsat,2005_adiyaman_samsat,10902
2006,adiyaman,samsat,adiyaman_samsat,2006_adiyaman_samsat,10629
2007,adiyaman,samsat,adiyaman_samsat,2007_adiyaman_samsat,10356
2008,adiyaman,samsat,adiyaman_samsat,2008_adiyaman_samsat,10599
2009,adiyaman,samsat,adiyaman_samsat,2009_adiyaman_samsat,10253
2010,adiyaman,samsat,adiyaman_samsat,2010_adiyaman_samsat,9872
2011,adiyaman,samsat,adiyaman_samsat,2011_adiyaman_samsat,9519
2012,adiyaman,samsat,adiyaman_samsat,2012_adiyaman_samsat,9037
2013,adiyaman,samsat,adiyaman_samsat,2013_adiyaman_samsat,9180
2014,adiyaman,samsat,adiyaman_samsat,2014_adiyaman_samsat,8534
2015,adiyaman,samsat,adiyaman_samsat,2015_adiyaman_samsat,8190
2016,adiyaman,samsat,adiyaman_samsat,2016_adiyaman_samsat,7992
2017,adiyaman,samsat,adiyaman_samsat,2017_adiyaman_samsat,7530
2018,adiyaman,samsat,adiyaman_samsat,2018_adiyaman_samsat,7893
2019,adiyaman,samsat,adiyaman_samsat,2019_adiyaman_samsat,7980
2020,adiyaman,samsat,adiyaman_samsat,2020_adiyaman_samsat,8067
2002,adiyaman,sincik,adiyaman_sincik,2002_adiyaman_sincik,21643
2003,adiyaman,sincik,adiyaman_sincik,2003_adiyaman_sincik,21582
2004,adiyaman,sincik,adiyaman_sincik,2004_adiyaman_sincik,21520
2005,adiyaman,sincik,adiyaman_sincik,2005_adiyaman_sincik,21458
2006,adiyaman,sincik,adiyaman_sincik,2006_adiyaman_sincik,21397
2007,adiyaman,sincik,adiyaman_sincik,2007_adiyaman_sincik,21335
2008,adiyaman,sincik,adiyaman_sincik,2008_adiyaman_sincik,21131
2009,adiyaman,sincik,adiyaman_sincik,2009_adiyaman_sincik,20888
2010,adiyaman,sincik,adiyaman_sincik,2010_adiyaman_sincik,20418
2011,adiyaman,sincik,adiyaman_sincik,2011_adiyaman_sincik,19789
2012,adiyaman,sincik,adiyaman_sincik,2012_adiyaman_sincik,19045
2013,adiyaman,sincik,adiyaman_sincik,2013_adiyaman_sincik,18750
2014,adiyaman,sincik,adiyaman_sincik,2014_adiyaman_sincik,18107
2015,adiyaman,sincik,adiyaman_sincik,2015_adiyaman_sincik,17592
2016,adiyaman,sincik,adiyaman_sincik,2016_adiyaman_sincik,17476
2017,adiyaman,sincik,adiyaman_sincik,2017_adiyaman_sincik,17034
2018,adiyaman,sincik,adiyaman_sincik,2018_adiyaman_sincik,17414
2019,adiyaman,sincik,adiyaman_sincik,2019_adiyaman_sincik,16855
2020,adiyaman,sincik,adiyaman_sincik,2020_adiyaman_sincik,16296
2002,adiyaman,tut,adiyaman_tut,2002_adiyaman_tut,14289
2003,adiyaman,tut,adiyaman_tut,2003_adiyaman_tut,13791
2004,adiyaman,tut,adiyaman_tut,2004_adiyaman_tut,13293
2005,adiyaman,tut,adiyaman_tut,2005_adiyaman_tut,12795
2006,adiyaman,tut,adiyaman_tut,2006_adiyaman_tut,12296
2007,adiyaman,tut,adiyaman_tut,2007_adiyaman_tut,11798
2008,adiyaman,tut,adiyaman_tut,2008_adiyaman_tut,11482
2009,adiyaman,tut,adiyaman_tut,2009_adiyaman_tut,11502
2010,adiyaman,tut,adiyaman_tut,2010_adiyaman_tut,11383
2011,adiyaman,tut,adiyaman_tut,2011_adiyaman_tut,11094
2012,adiyaman,tut,adiyaman_tut,2012_adiyaman_tut,10850
2013,adiyaman,tut,adiyaman_tut,2013_adiyaman_tut,10697
2014,adiyaman,tut,adiyaman_tut,2014_adiyaman_tut,10422
2015,adiyaman,tut,adiyaman_tut,2015_adiyaman_tut,10122
2016,adiyaman,tut,adiyaman_tut,2016_adiyaman_tut,10027
2017,adiyaman,tut,adiyaman_tut,2017_adiyaman_tut,9936
2018,adiyaman,tut,adiyaman_tut,2018_adiyaman_tut,10161
2019,adiyaman,tut,adiyaman_tut,2019_adiyaman_tut,9905
2020,adiyaman,tut,adiyaman_tut,2020_adiyaman_tut,9649
2002,afyonkarahisar,basmakci,afyonkarahisar_basmakci,2002_afyonkarahisar_basmakci,13676
2003,afyonkarahisar,basmakci,afyonkarahisar_basmakci,2003_afyonkarahisar_basmakci,13207
2004,afyonkarahisar,basmakci,afyonkarahisar_basmakci,2004_afyonkarahisar_basmakci,12737
2005,afyonkarahisar,basmakci,afyonkarahisar_basmakci,2005_afyonkarahisar_basmakci,12268
2006,afyonkarahisar,basmakci,afyonkarahisar_basmakci,2006_afyonkarahisar_basmakci,11798
