year,province,district,population,pd,pdy,turnout_rate,akp,chp,mhp,hdp,sp,imp_try_sum,imp_usd_sum,real_try_sum,dollars_sum,houses_sum,projects,try_idare_konut,try_afet_konutu,try_alt_gelir,try_ikmal_ihalesi,try_protokol_meb,try_restorasyon,try_altyapi_sosyal,try_danismanlik_hizmetleri,try_stadyum,try_millet_bahcesi,try_gelir_paylasimli,try_konut_sosyal_donati,try_bakim_onarim,try_kamu_hizmet,try_tarimkoy,try_kentsel_donusum,try_diger,try_talep_organizasyon,usd_idare_konut,usd_afet_konutu,usd_alt_gelir,usd_ikmal_ihalesi,usd_protokol_meb,usd_restorasyon,usd_altyapi_sosyal,usd_danismanlik_hizmetleri,usd_stadyum,usd_millet_bahcesi,usd_gelir_paylasimli,usd_konut_sosyal_donati,usd_bakim_onarim,usd_kamu_hizmet,usd_tarimkoy,usd_kentsel_donusum,usd_diger,usd_talep_organizasyon,try_pc,usd_pc,hou_pc
2008,bingol,karliova,32569,bingol_karliova,bingol_karliova_2008,82.19,44.89,5.2,2.62,42.03,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,bingol,karliova,32052,bingol_karliova,bingol_karliova_2009,82.19,44.89,5.2,2.62,42.03,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,bingol,karliova,32350,bingol_karliova,bingol_karliova_2010,82.19,44.89,5.2,2.62,42.03,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,bingol,karliova,32426,bingol_karliova,bingol_karliova_2011,80,51,2,0.6,42.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,bingol,karliova,32244,bingol_karliova,bingol_karliova_2012,80,51,2,0.6,42.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,bingol,karliova,32212,bingol_karliova,bingol_karliova_2013,80,51,2,0.6,42.3,0.4,496546.8454537622,596080.5661404463,496546.8454537622,596080.5661404463,0,1,0,0,0,0,0,0,496546.8454537622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596080.5661404463,0,0,0,0,0,0,0,0,0,0,0,15.414964778770713,18.50492257979779,0
2014,bingol,karliova,31467,bingol_karliova,bingol_karliova_2014,80,51,2,0.6,42.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,bingol,karliova,30603,bingol_karliova,bingol_karliova_2015,84.8,10.1,0.5,1.4,78.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,bingol,karliova,31226,bingol_karliova,bingol_karliova_2016,76.8,28.2,0.8,0.9,67.9,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,bingol,karliova,30619,bingol_karliova,bingol_karliova_2017,76.8,28.2,0.8,0.9,67.9,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,bingol,karliova,29650,bingol_karliova,bingol_karliova_2018,78.2,26.6,1.4,2.2,56.3,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,bingol,karliova,29174,bingol_karliova,bingol_karliova_2019,78.2,26.6,1.4,2.2,56.3,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,bingol,karliova,29313,bingol_karliova,bingol_karliova_2020,78.2,26.6,1.4,2.2,56.3,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,bingol,kigi,6172,bingol_kigi,bingol_kigi_2002,72.16,21.34,36.36,8.2,15.76,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,bingol,kigi,5970,bingol_kigi,bingol_kigi_2003,72.16,21.34,36.36,8.2,15.76,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,bingol,kigi,5767,bingol_kigi,bingol_kigi_2004,72.16,21.34,36.36,8.2,15.76,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,bingol,kigi,5564,bingol_kigi,bingol_kigi_2005,72.16,21.34,36.36,8.2,15.76,1.66,2269624.5733788395,1992509.3632958801,2269624.5733788395,1992509.3632958801,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2269624.5733788395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992509.3632958801,0,0,0,407.9123963657152,358.1073622027103,0.01599568655643422
2006,bingol,kigi,5362,bingol_kigi,bingol_kigi_2006,72.16,21.34,36.36,8.2,15.76,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,bingol,kigi,5159,bingol_kigi,bingol_kigi_2007,74.61,45.42,26.94,10.07,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,bingol,kigi,5672,bingol_kigi,bingol_kigi_2008,74.61,45.42,26.94,10.07,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,bingol,kigi,4945,bingol_kigi,bingol_kigi_2009,74.61,45.42,26.94,10.07,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,bingol,kigi,5051,bingol_kigi,bingol_kigi_2010,74.61,45.42,26.94,10.07,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,bingol,kigi,5803,bingol_kigi,bingol_kigi_2011,77.8,45.6,26.3,7,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,bingol,kigi,4886,bingol_kigi,bingol_kigi_2012,77.8,45.6,26.3,7,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,bingol,kigi,5500,bingol_kigi,bingol_kigi_2013,77.8,45.6,26.3,7,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,bingol,kigi,5496,bingol_kigi,bingol_kigi_2014,77.8,45.6,26.3,7,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,bingol,kigi,4958,bingol_kigi,bingol_kigi_2015,80.1,31.1,7.6,7.2,49.2,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,bingol,kigi,4838,bingol_kigi,bingol_kigi_2016,76.5,38,11.2,5.1,41.9,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,bingol,kigi,5097,bingol_kigi,bingol_kigi_2017,76.5,38,11.2,5.1,41.9,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,bingol,kigi,5013,bingol_kigi,bingol_kigi_2018,81.2,36.7,12.6,7.8,34.5,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,bingol,kigi,4578,bingol_kigi,bingol_kigi_2019,81.2,36.7,12.6,7.8,34.5,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,bingol,kigi,4863,bingol_kigi,bingol_kigi_2020,81.2,36.7,12.6,7.8,34.5,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,bingol,merkez,121464,bingol_merkez,bingol_merkez_2002,78.67,34.88,6.05,8.56,23.69,9.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,bingol,merkez,123148,bingol_merkez,bingol_merkez_2003,78.67,34.88,6.05,8.56,23.69,9.39,78501978.51396148,57262919.204236865,0,0,0,12,0,69939653.7019314,0,0,0,0,8562324.812030075,0,0,0,0,0,0,0,0,0,0,0,0,51614163.25185591,0,0,0,0,5648755.952380952,0,0,0,0,0,0,0,0,0,0,0,637.46044202067,464.99268525868763,0
2004,bingol,merkez,124832,bingol_merkez,bingol_merkez_2004,78.67,34.88,6.05,8.56,23.69,9.39,481567.89547363506,356599.8617829993,481567.89547363506,356599.8617829993,0,1,0,0,0,0,0,0,481567.89547363506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356599.8617829993,0,0,0,0,0,0,0,0,0,0,0,3.8577279501540875,2.856638216026334,0
2005,bingol,merkez,126517,bingol_merkez,bingol_merkez_2005,78.67,34.88,6.05,8.56,23.69,9.39,378081.5796935821,324005.89101620024,378081.5796935821,324005.89101620024,0,1,0,0,0,0,0,0,378081.5796935821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324005.89101620024,0,0,0,0,0,0,0,0,0,0,0,2.988385590028076,2.5609672298284045,0
2006,bingol,merkez,128201,bingol_merkez,bingol_merkez_2006,78.67,34.88,6.05,8.56,23.69,9.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,bingol,merkez,129885,bingol_merkez,bingol_merkez_2007,83.19,70.28,2.3,2.33,0,2.06,1785624.4655701423,1938377.535101404,1785624.4655701423,1938377.535101404,0,1,0,0,0,0,0,0,0,1785624.4655701423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1938377.535101404,0,0,0,0,0,0,0,0,0,0,13.74773426931626,14.923798245381715,0
2008,bingol,merkez,131666,bingol_merkez,bingol_merkez_2008,83.19,70.28,2.3,2.33,0,2.06,13602487.12234912,16885932.013805397,13602487.12234912,16885932.013805397,0,2,12969875.50695103,0,0,0,0,0,632611.6153980911,0,0,0,0,0,0,0,0,0,0,0,16110275.689223057,0,0,0,0,0,775656.3245823389,0,0,0,0,0,0,0,0,0,0,0,103.31055186873697,128.24823427312592,0
2009,bingol,merkez,134854,bingol_merkez,bingol_merkez_2009,83.19,70.28,2.3,2.33,0,2.06,19327830.188679248,22133693.45037137,19327830.188679248,22133693.45037137,0,2,0,0,0,0,0,0,5000000,0,0,0,0,14327830.188679246,0,0,0,0,0,0,0,0,0,0,0,0,5725860.904794058,0,0,0,0,16407832.545577312,0,0,0,0,0,0,143.32411488483285,164.13078922665528,0
2010,bingol,merkez,133916,bingol_merkez,bingol_merkez_2010,83.19,70.28,2.3,2.33,0,2.06,23400765.357131023,27234622.08832058,23400765.357131023,27234622.08832058,0,2,4906498.2708000885,0,0,0,0,0,18494267.086330935,0,0,0,0,0,0,0,0,0,0,0,5756162.55829447,0,0,0,0,0,21478459.530026108,0,0,0,0,0,0,0,0,0,0,0,174.74211712663927,203.3709346778621,0
2011,bingol,merkez,140753,bingol_merkez,bingol_merkez_2011,84.5,65.5,1.6,1.3,26.9,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,bingol,merkez,142455,bingol_merkez,bingol_merkez_2012,84.5,65.5,1.6,1.3,26.9,0.7,927524.9830212478,1063403.7819799776,927524.9830212478,1063403.7819799776,0,1,0,0,0,0,0,0,927524.9830212478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063403.7819799776,0,0,0,0,0,0,0,0,0,0,0,6.511003355594734,7.464839998455496,0
2013,bingol,merkez,143624,bingol_merkez,bingol_merkez_2013,84.5,65.5,1.6,1.3,26.9,0.7,59426000.916004226,71338051.1703865,59426000.916004226,71338051.1703865,1333,2,59426000.916004226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71338051.1703865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.7609376984642,496.7000722051084,0.009281178633097532
2014,bingol,merkez,147087,bingol_merkez,bingol_merkez_2014,84.5,65.5,1.6,1.3,26.9,0.7,12671417.187292516,13710752.044905882,0,0,0,2,0,0,0,0,0,0,12671417.187292516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13710752.044905882,0,0,0,0,0,0,0,0,0,0,0,86.14913070014697,93.2152538627199,0
2015,bingol,merkez,150626,bingol_merkez,bingol_merkez_2015,81.6,49.6,1,3.3,38.3,1.1,5040070.484039136,4913728.432108027,5040070.484039136,4913728.432108027,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5040070.484039136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4913728.432108027,0,0,0,0,33.46082671012399,32.622046871775304,0
2016,bingol,merkez,153011,bingol_merkez,bingol_merkez_2016,79.4,66.2,1.1,2,27.8,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,bingol,merkez,157921,bingol_merkez,bingol_merkez_2017,79.4,66.2,1.1,2,27.8,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,bingol,merkez,160165,bingol_merkez,bingol_merkez_2018,81.9,56.6,1.3,5.5,26.6,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,bingol,merkez,164835,bingol_merkez,bingol_merkez_2019,81.9,56.6,1.3,5.5,26.6,1.1,13005377.803605614,9386801.314825762,13005377.803605614,9386801.314825762,0,2,0,0,0,0,0,0,0,0,0,0,0,4682717.346612454,0,8322660.45699316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3543647.363872083,0,5843153.950953678,0,0,0,0,78.89937090791163,56.94665158992788,0
2020,bingol,merkez,165867,bingol_merkez,bingol_merkez_2020,81.9,56.6,1.3,5.5,26.6,1.1,13909250.058273207,12957051.5862641,0,0,1172,1,13909250.058273207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12957051.5862641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.8578503154528,78.1171154374535,0.007065902198749601
2002,bingol,solhan,33357,bingol_solhan,bingol_solhan_2002,79.59,38.2,3.62,8.89,15.75,14.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,bingol,solhan,33275,bingol_solhan,bingol_solhan_2003,79.59,38.2,3.62,8.89,15.75,14.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,bingol,solhan,33192,bingol_solhan,bingol_solhan_2004,79.59,38.2,3.62,8.89,15.75,14.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,bingol,solhan,33110,bingol_solhan,bingol_solhan_2005,79.59,38.2,3.62,8.89,15.75,14.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,bingol,solhan,33027,bingol_solhan,bingol_solhan_2006,79.59,38.2,3.62,8.89,15.75,14.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,bingol,solhan,32945,bingol_solhan,bingol_solhan_2007,88.45,87.41,0.25,2.15,0,2.06,5676633.109860814,6162246.489859594,5676633.109860814,6162246.489859594,0,1,0,0,0,0,0,0,5676633.109860814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6162246.489859594,0,0,0,0,0,0,0,0,0,0,0,172.30636241799405,187.04648626072526,0
2008,bingol,solhan,32975,bingol_solhan,bingol_solhan_2008,88.45,87.41,0.25,2.15,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,bingol,solhan,33294,bingol_solhan,bingol_solhan_2009,88.45,87.41,0.25,2.15,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,bingol,solhan,33466,bingol_solhan,bingol_solhan_2010,88.45,87.41,0.25,2.15,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,bingol,solhan,33496,bingol_solhan,bingol_solhan_2011,75,79,0.8,1.4,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,bingol,solhan,33424,bingol_solhan,bingol_solhan_2012,75,79,0.8,1.4,0,1.8,3935189.6769185993,4511679.644048943,3935189.6769185993,4511679.644048943,0,1,0,0,0,0,0,0,3935189.6769185993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4511679.644048943,0,0,0,0,0,0,0,0,0,0,0,117.73544988387384,134.98323492247914,0
2013,bingol,solhan,33535,bingol_solhan,bingol_solhan_2013,75,79,0.8,1.4,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,bingol,solhan,33256,bingol_solhan,bingol_solhan_2014,75,79,0.8,1.4,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,bingol,solhan,33088,bingol_solhan,bingol_solhan_2015,74.7,63.2,0.6,1.8,25.2,1.4,244616.84610512984,251423.92188771357,244616.84610512984,251423.92188771357,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,244616.84610512984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251423.92188771357,0,0,0,0,7.392917254144398,7.598643674072582,0
2016,bingol,solhan,33133,bingol_solhan,bingol_solhan_2016,78.3,82.1,0.4,1.3,13.9,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,bingol,solhan,33130,bingol_solhan,bingol_solhan_2017,78.3,82.1,0.4,1.3,13.9,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,bingol,solhan,33618,bingol_solhan,bingol_solhan_2018,80.6,69.8,0.8,5.3,14.6,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,bingol,solhan,33655,bingol_solhan,bingol_solhan_2019,80.6,69.8,0.8,5.3,14.6,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,bingol,solhan,34326,bingol_solhan,bingol_solhan_2020,80.6,69.8,0.8,5.3,14.6,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,bingol,yayladere,3314,bingol_yayladere,bingol_yayladere_2002,51.85,10.06,29.48,3.72,46.14,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,bingol,yayladere,3069,bingol_yayladere,bingol_yayladere_2003,51.85,10.06,29.48,3.72,46.14,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,bingol,yayladere,2823,bingol_yayladere,bingol_yayladere_2004,51.85,10.06,29.48,3.72,46.14,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,bingol,yayladere,2578,bingol_yayladere,bingol_yayladere_2005,51.85,10.06,29.48,3.72,46.14,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,bingol,yayladere,2332,bingol_yayladere,bingol_yayladere_2006,51.85,10.06,29.48,3.72,46.14,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,bingol,yayladere,2087,bingol_yayladere,bingol_yayladere_2007,63.35,46.16,19.48,6.61,18.89,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,bingol,yayladere,1853,bingol_yayladere,bingol_yayladere_2008,63.35,46.16,19.48,6.61,18.89,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,bingol,yayladere,1710,bingol_yayladere,bingol_yayladere_2009,63.35,46.16,19.48,6.61,18.89,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,bingol,yayladere,1838,bingol_yayladere,bingol_yayladere_2010,63.35,46.16,19.48,6.61,18.89,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,bingol,yayladere,2058,bingol_yayladere,bingol_yayladere_2011,76,37.4,25.1,3.1,28.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,bingol,yayladere,2019,bingol_yayladere,bingol_yayladere_2012,76,37.4,25.1,3.1,28.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,bingol,yayladere,2144,bingol_yayladere,bingol_yayladere_2013,76,37.4,25.1,3.1,28.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,bingol,yayladere,1957,bingol_yayladere,bingol_yayladere_2014,76,37.4,25.1,3.1,28.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,bingol,yayladere,1836,bingol_yayladere,bingol_yayladere_2015,81.5,17,5.2,11.3,63,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,bingol,yayladere,1741,bingol_yayladere,bingol_yayladere_2016,65.1,23.6,7.6,4.6,61.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,bingol,yayladere,1928,bingol_yayladere,bingol_yayladere_2017,65.1,23.6,7.6,4.6,61.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
