year,province,district,population,pd,pdy,turnout_rate,akp,chp,mhp,hdp,sp,imp_try_sum,imp_usd_sum,real_try_sum,dollars_sum,houses_sum,projects,try_idare_konut,try_afet_konutu,try_alt_gelir,try_ikmal_ihalesi,try_protokol_meb,try_restorasyon,try_altyapi_sosyal,try_danismanlik_hizmetleri,try_stadyum,try_millet_bahcesi,try_gelir_paylasimli,try_konut_sosyal_donati,try_bakim_onarim,try_kamu_hizmet,try_tarimkoy,try_kentsel_donusum,try_diger,try_talep_organizasyon,usd_idare_konut,usd_afet_konutu,usd_alt_gelir,usd_ikmal_ihalesi,usd_protokol_meb,usd_restorasyon,usd_altyapi_sosyal,usd_danismanlik_hizmetleri,usd_stadyum,usd_millet_bahcesi,usd_gelir_paylasimli,usd_konut_sosyal_donati,usd_bakim_onarim,usd_kamu_hizmet,usd_tarimkoy,usd_kentsel_donusum,usd_diger,usd_talep_organizasyon,try_pc,usd_pc,hou_pc
2012,erzincan,ilic,6991,erzincan_ilic,erzincan_ilic_2012,85.7,64.6,24.2,5.7,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,erzincan,ilic,7367,erzincan_ilic,erzincan_ilic_2013,85.7,64.6,24.2,5.7,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,erzincan,ilic,7717,erzincan_ilic,erzincan_ilic_2014,85.7,64.6,24.2,5.7,0,2.7,766000.8372952875,875000,766000.8372952875,875000,14,1,0,0,0,0,0,0,766000.8372952875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875000,0,0,0,0,0,0,0,0,0,0,0,99.26147949919496,113.38603084100039,0.0018141764934560061
2015,erzincan,ilic,7495,erzincan_ilic,erzincan_ilic_2015,81.7,63.2,22.6,8.4,2.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,erzincan,ilic,7625,erzincan_ilic,erzincan_ilic_2016,86.4,70.9,20.9,5.2,0.9,0.4,10566595.783724269,10151054.268924993,10566595.783724269,10151054.268924993,263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10566595.783724269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10151054.268924993,1385.783053603183,1331.2858057606547,0.034491803278688525
2017,erzincan,ilic,7762,erzincan_ilic,erzincan_ilic_2017,86.4,70.9,20.9,5.2,0.9,0.4,78306.99701913523,69504.9786628734,78306.99701913523,69504.9786628734,0,1,0,0,0,78306.99701913523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69504.9786628734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.088507732431749,8.954519281483304,0
2018,erzincan,ilic,8922,erzincan_ilic,erzincan_ilic_2018,89.5609602,55.13493932,21.84386886,15.21463503,1.485238181,1.340336895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,erzincan,ilic,8877,erzincan_ilic,erzincan_ilic_2019,89.5609602,55.13493932,21.84386886,15.21463503,1.485238181,1.340336895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,erzincan,ilic,8878,erzincan_ilic,erzincan_ilic_2020,89.5609602,55.13493932,21.84386886,15.21463503,1.485238181,1.340336895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,erzincan,kemah,8386,erzincan_kemah,erzincan_kemah_2002,77.34,42.52,31.38,4.09,1.26,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,erzincan,kemah,8080,erzincan_kemah,erzincan_kemah_2003,77.34,42.52,31.38,4.09,1.26,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,erzincan,kemah,7773,erzincan_kemah,erzincan_kemah_2004,77.34,42.52,31.38,4.09,1.26,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,erzincan,kemah,7467,erzincan_kemah,erzincan_kemah_2005,77.34,42.52,31.38,4.09,1.26,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,erzincan,kemah,7161,erzincan_kemah,erzincan_kemah_2006,77.34,42.52,31.38,4.09,1.26,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,erzincan,kemah,6855,erzincan_kemah,erzincan_kemah_2007,87.6,55.82,28.79,5.54,0,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,erzincan,kemah,6951,erzincan_kemah,erzincan_kemah_2008,87.6,55.82,28.79,5.54,0,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,erzincan,kemah,6526,erzincan_kemah,erzincan_kemah_2009,87.6,55.82,28.79,5.54,0,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,erzincan,kemah,6839,erzincan_kemah,erzincan_kemah_2010,87.6,55.82,28.79,5.54,0,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,erzincan,kemah,6942,erzincan_kemah,erzincan_kemah_2011,88.9,57,33.2,6.4,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,erzincan,kemah,6905,erzincan_kemah,erzincan_kemah_2012,88.9,57,33.2,6.4,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,erzincan,kemah,7302,erzincan_kemah,erzincan_kemah_2013,88.9,57,33.2,6.4,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,erzincan,kemah,7760,erzincan_kemah,erzincan_kemah_2014,88.9,57,33.2,6.4,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,erzincan,kemah,7176,erzincan_kemah,erzincan_kemah_2015,85.5,52.4,29,8.9,5.8,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,erzincan,kemah,7125,erzincan_kemah,erzincan_kemah_2016,84.4,56.2,30.9,6.7,3.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,erzincan,kemah,6864,erzincan_kemah,erzincan_kemah_2017,84.4,56.2,30.9,6.7,3.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,erzincan,kemah,8167,erzincan_kemah,erzincan_kemah_2018,91.00101112,52.19852802,29.09983016,8.435553878,4.566899415,1.207775052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,erzincan,kemah,6697,erzincan_kemah,erzincan_kemah_2019,91.00101112,52.19852802,29.09983016,8.435553878,4.566899415,1.207775052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,erzincan,kemah,7305,erzincan_kemah,erzincan_kemah_2020,91.00101112,52.19852802,29.09983016,8.435553878,4.566899415,1.207775052,3568417.5309468047,2625369.215621923,3568417.5309468047,2625369.215621923,94,1,0,0,0,3568417.5309468047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2625369.215621923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488.48973729593496,359.39345867514345,0.012867898699520876
2002,erzincan,kemaliye,6797,erzincan_kemaliye,erzincan_kemaliye_2002,68.4,46.61,11.4,8.66,0.87,5.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,erzincan,kemaliye,6484,erzincan_kemaliye,erzincan_kemaliye_2003,68.4,46.61,11.4,8.66,0.87,5.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,erzincan,kemaliye,6170,erzincan_kemaliye,erzincan_kemaliye_2004,68.4,46.61,11.4,8.66,0.87,5.33,1078398.3028374438,847805.4204308548,1078398.3028374438,847805.4204308548,40,1,1078398.3028374438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847805.4204308548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.7809242848369,137.40768564519527,0.006482982171799027
2005,erzincan,kemaliye,5857,erzincan_kemaliye,erzincan_kemaliye_2005,68.4,46.61,11.4,8.66,0.87,5.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,erzincan,kemaliye,5544,erzincan_kemaliye,erzincan_kemaliye_2006,68.4,46.61,11.4,8.66,0.87,5.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,erzincan,kemaliye,5231,erzincan_kemaliye,erzincan_kemaliye_2007,86,61.02,14.25,12.66,0,3.95,2934973.8084459677,3186049.1419656784,2934973.8084459677,3186049.1419656784,68,1,2934973.8084459677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3186049.1419656784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561.0731807390495,609.0707593128806,0.012999426495889888
2008,erzincan,kemaliye,5487,erzincan_kemaliye,erzincan_kemaliye_2008,86,61.02,14.25,12.66,0,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,erzincan,kemaliye,5340,erzincan_kemaliye,erzincan_kemaliye_2009,86,61.02,14.25,12.66,0,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,erzincan,kemaliye,5191,erzincan_kemaliye,erzincan_kemaliye_2010,86,61.02,14.25,12.66,0,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,erzincan,kemaliye,5002,erzincan_kemaliye,erzincan_kemaliye_2011,80.9,66.9,17,11,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,erzincan,kemaliye,4982,erzincan_kemaliye,erzincan_kemaliye_2012,80.9,66.9,17,11,0,1.3,2172951.588524327,2489420.9354120265,2172951.588524327,2489420.9354120265,56,1,2172951.588524327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2489420.9354120265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.16049548862446,499.68304604817877,0.011240465676435166
2013,erzincan,kemaliye,5044,erzincan_kemaliye,erzincan_kemaliye_2013,80.9,66.9,17,11,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,erzincan,kemaliye,5238,erzincan_kemaliye,erzincan_kemaliye_2014,80.9,66.9,17,11,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,erzincan,kemaliye,4979,erzincan_kemaliye,erzincan_kemaliye_2015,81.2,61.1,15.3,17,1.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,erzincan,kemaliye,4905,erzincan_kemaliye,erzincan_kemaliye_2016,80.7,69.8,15.9,10.7,0.6,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,erzincan,kemaliye,4946,erzincan_kemaliye,erzincan_kemaliye_2017,80.7,69.8,15.9,10.7,0.6,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,erzincan,kemaliye,5555,erzincan_kemaliye,erzincan_kemaliye_2018,83.99002494,60.89318045,17.86360893,10.65178033,1.71997586,1.538925769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,erzincan,kemaliye,5106,erzincan_kemaliye,erzincan_kemaliye_2019,83.99002494,60.89318045,17.86360893,10.65178033,1.71997586,1.538925769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,erzincan,kemaliye,4844,erzincan_kemaliye,erzincan_kemaliye_2020,83.99002494,60.89318045,17.86360893,10.65178033,1.71997586,1.538925769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,erzincan,merkez,159383,erzincan_merkez,erzincan_merkez_2002,75.12,41.3,29.3,6.64,1.88,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,erzincan,merkez,155558,erzincan_merkez,erzincan_merkez_2003,75.12,41.3,29.3,6.64,1.88,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,erzincan,merkez,151733,erzincan_merkez,erzincan_merkez_2004,75.12,41.3,29.3,6.64,1.88,2.5,3821758.251267883,2883455.886060782,3821758.251267883,2883455.886060782,0,2,0,0,0,0,0,0,1170335.0128171132,0,0,0,0,0,0,0,0,2651423.23845077,0,0,0,0,0,0,0,0,920083.3912439194,0,0,0,0,0,0,0,0,1963372.4948168623,0,0,25.187390028984353,19.00348563635321,0
2005,erzincan,merkez,147908,erzincan_merkez,erzincan_merkez_2005,75.12,41.3,29.3,6.64,1.88,2.5,43002209.3925808,37121657.32433133,43002209.3925808,37121657.32433133,0,5,0,0,11201365.18771331,0,0,0,1694719.2832764504,0,0,0,0,0,0,0,0,30106124.921591036,0,0,0,0,9833707.86516854,0,0,0,1487798.5018726592,0,0,0,0,0,0,0,0,25800150.95729013,0,0,290.7361967748925,250.97802231340648,0
2006,erzincan,merkez,144083,erzincan_merkez,erzincan_merkez_2006,75.12,41.3,29.3,6.64,1.88,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,erzincan,merkez,140258,erzincan_merkez,erzincan_merkez_2007,86.03,53.75,24.06,10.78,0,2.27,1213503.801877886,1181031.3390313392,1213503.801877886,1181031.3390313392,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213503.801877886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181031.3390313392,0,0,0,8.651940009681345,8.420420503866726,2.9944815981976073e-4
2008,erzincan,merkez,135511,erzincan_merkez,erzincan_merkez_2008,86.03,53.75,24.06,10.78,0,2.27,21640706.69394718,27260150.466358494,21640706.69394718,27260150.466358494,581,2,0,0,0,0,0,0,11272364.525678981,0,0,0,0,0,0,0,10368342.168268202,0,0,0,0,0,0,0,0,0,14547342.19269103,0,0,0,0,0,0,0,12712808.273667464,0,0,0,159.69704816544177,201.1655914749245,0.004287474817542487
2009,erzincan,merkez,137569,erzincan_merkez,erzincan_merkez_2009,86.03,53.75,24.06,10.78,0,2.27,15459533.549829803,16859471.516741343,15459533.549829803,16859471.516741343,0,4,6261394.817774995,0,0,0,0,0,5011817.977337828,0,0,0,0,4186320.754716981,0,0,0,0,0,0,6517571.884984026,0,0,0,0,0,5547841.562884934,0,0,0,0,4794058.068872383,0,0,0,0,0,0,112.37657866110682,122.55283906069931,0
2010,erzincan,merkez,149422,erzincan_merkez,erzincan_merkez_2010,86.03,53.75,24.06,10.78,0,2.27,14471184.472368324,17000000,14471184.472368324,17000000,560,1,14471184.472368324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.84774981173003,113.7717337473732,0.003747774758737
2011,erzincan,merkez,142009,erzincan_merkez,erzincan_merkez_2011,89.8,57,30.7,8.9,0,0.8,8374619.581480461,9931661.529153004,8374619.581480461,9931661.529153004,240,2,5017878.232095917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3356741.3493845444,0,0,5872611.464968152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4059050.0641848524,0,0,58.97245654487012,69.9368457573323,0.001690033730256533
2012,erzincan,merkez,144545,erzincan_merkez,erzincan_merkez_2012,89.8,57,30.7,8.9,0,0.8,64880536.45903138,74751038.18025987,64880536.45903138,74751038.18025987,0,3,21094702.551042024,0,0,0,0,0,28186385.577775586,0,0,0,0,15599448.330213772,0,0,0,0,0,0,25089585.666293394,0,0,0,0,0,31968715.08379888,0,0,0,0,17692737.430167597,0,0,0,0,0,0,448.8604687746472,517.1471734080035,0
2013,erzincan,merkez,146893,erzincan_merkez,erzincan_merkez_2013,89.8,57,30.7,8.9,0,0.8,77459368.12159944,92289091.72981124,77459368.12159944,92289091.72981124,2438,4,59208298.75889825,0,0,0,0,0,0,0,0,0,0,18251069.36270118,0,0,0,0,0,0,69972237.79722697,0,0,0,0,0,0,0,0,0,0,22316853.93258427,0,0,0,0,0,0,527.3183073502443,628.2742658248605,0.01659711490676887
2014,erzincan,merkez,149879,erzincan_merkez,erzincan_merkez_2014,89.8,57,30.7,8.9,0,0.8,5218587.9553829385,5961174.242424242,5218587.9553829385,5961174.242424242,118,1,0,0,0,0,0,0,5218587.9553829385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5961174.242424242,0,0,0,0,0,0,0,0,0,0,0,34.81867343245511,39.77324536742467,7.873017567504453e-4
2015,erzincan,merkez,152477,erzincan_merkez,erzincan_merkez_2015,88.2,48.1,25,17.6,6.2,2,38856854.124488726,35737592.77383821,38856854.124488726,35737592.77383821,1144,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38856854.124488726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35737592.77383821,254.8374779441406,234.38021979602306,0.007502770909710973
2016,erzincan,merkez,154068,erzincan_merkez,erzincan_merkez_2016,89.2,56.2,28,10.1,3.4,0.6,4139042.071999504,3857336.9565217393,4139042.071999504,3857336.9565217393,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4139042.071999504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3857336.9565217393,0,0,0,26.86503408884067,25.036587458276472,5.776670041799725e-4
2017,erzincan,merkez,159589,erzincan_merkez,erzincan_merkez_2017,89.2,56.2,28,10.1,3.4,0.6,4629635.565242476,4109246.0881934566,4629635.565242476,4109246.0881934566,138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4629635.565242476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4109246.0881934566,29.009741055100765,25.74893061673083,8.647212527179191e-4
2018,erzincan,merkez,157452,erzincan_merkez,erzincan_merkez_2018,90.46655603,42.08690734,25.18616269,18.99644956,6.256742179,1.2442266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,erzincan,merkez,161191,erzincan_merkez,erzincan_merkez_2019,90.46655603,42.08690734,25.18616269,18.99644956,6.256742179,1.2442266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,erzincan,merkez,160786,erzincan_merkez,erzincan_merkez_2020,90.46655603,42.08690734,25.18616269,18.99644956,6.256742179,1.2442266,8013112.695528281,5064741.795980667,8013112.695528281,5064741.795980667,154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8013112.695528281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5064741.795980667,49.83712944863534,31.49989300051414,9.5779483288346e-4
2002,erzincan,otlukbeli,3921,erzincan_otlukbeli,erzincan_otlukbeli_2002,73.97,36.16,9.85,17.35,1.8,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,erzincan,otlukbeli,3678,erzincan_otlukbeli,erzincan_otlukbeli_2003,73.97,36.16,9.85,17.35,1.8,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,erzincan,otlukbeli,3435,erzincan_otlukbeli,erzincan_otlukbeli_2004,73.97,36.16,9.85,17.35,1.8,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,erzincan,otlukbeli,3192,erzincan_otlukbeli,erzincan_otlukbeli_2005,73.97,36.16,9.85,17.35,1.8,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,erzincan,otlukbeli,2948,erzincan_otlukbeli,erzincan_otlukbeli_2006,73.97,36.16,9.85,17.35,1.8,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,erzincan,otlukbeli,2705,erzincan_otlukbeli,erzincan_otlukbeli_2007,79.14,69.77,9.3,13.41,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,erzincan,otlukbeli,2745,erzincan_otlukbeli,erzincan_otlukbeli_2008,79.14,69.77,9.3,13.41,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,erzincan,otlukbeli,2633,erzincan_otlukbeli,erzincan_otlukbeli_2009,79.14,69.77,9.3,13.41,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,erzincan,otlukbeli,2610,erzincan_otlukbeli,erzincan_otlukbeli_2010,79.14,69.77,9.3,13.41,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,erzincan,otlukbeli,2551,erzincan_otlukbeli,erzincan_otlukbeli_2011,89.3,74.2,13,8,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,erzincan,otlukbeli,2550,erzincan_otlukbeli,erzincan_otlukbeli_2012,89.3,74.2,13,8,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,erzincan,otlukbeli,2533,erzincan_otlukbeli,erzincan_otlukbeli_2013,89.3,74.2,13,8,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,erzincan,otlukbeli,2630,erzincan_otlukbeli,erzincan_otlukbeli_2014,89.3,74.2,13,8,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,erzincan,otlukbeli,2405,erzincan_otlukbeli,erzincan_otlukbeli_2015,80.2,52.4,13.9,28.3,1.4,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
