year,province,district,population,pd,pdy,turnout_rate,akp,chp,mhp,hdp,sp,old_district,new_district,cabinet_origin,cabinet_represents,gen_altered,try_pc,usd_pc,hou_pc,real_try_sum,dollars_sum,houses_sum,projects,try_idare_konut,try_afet_konutu,try_alt_gelir,try_ikmal_ihalesi,try_protokol_meb,try_restorasyon,try_altyapi_sosyal,try_danismanlik_hizmetleri,try_stadyum,try_millet_bahcesi,try_gelir_paylasimli,try_konut_sosyal_donati,try_bakim_onarim,try_kamu_hizmet,try_tarimkoy,try_kentsel_donusum,try_diger,try_talep_organizasyon,usd_idare_konut,usd_afet_konutu,usd_alt_gelir,usd_ikmal_ihalesi,usd_protokol_meb,usd_restorasyon,usd_altyapi_sosyal,usd_danismanlik_hizmetleri,usd_stadyum,usd_millet_bahcesi,usd_gelir_paylasimli,usd_konut_sosyal_donati,usd_bakim_onarim,usd_kamu_hizmet,usd_tarimkoy,usd_kentsel_donusum,usd_diger,usd_talep_organizasyon
2009,kocaeli,golcuk,136035,kocaeli_golcuk,kocaeli_golcuk_2009,84.31,46.38,21.39,12.37,0,9.24,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,kocaeli,golcuk,137637,kocaeli_golcuk,kocaeli_golcuk_2010,84.31,46.38,21.39,12.37,0,9.24,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,kocaeli,golcuk,141926,kocaeli_golcuk,kocaeli_golcuk_2011,87.9,50,26.3,13.5,0,5.7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,kocaeli,golcuk,143867,kocaeli_golcuk,kocaeli_golcuk_2012,87.9,50,26.3,13.5,0,5.7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,kocaeli,golcuk,145805,kocaeli_golcuk,kocaeli_golcuk_2013,87.9,50,26.3,13.5,0,5.7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,kocaeli,golcuk,149238,kocaeli_golcuk,kocaeli_golcuk_2014,87.9,50,26.3,13.5,0,5.7,0,0,1,1,0,41.41158791405860,46.449823910116400,0,6180182.55711827,6932078.820697950,0,2,0,0,0,0,0,0,6180182.55711827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6932078.820697950,0,0,0,0,0,0,0,0,0,0,0
2015,kocaeli,golcuk,152607,kocaeli_golcuk,kocaeli_golcuk_2015,87.8,45.1,29.3,15.3,3.5,5.3,0,0,1,1,0,26.297641754256200,25.638425175697700,0,4013204.215191770,3912603.150787700,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4013204.215191770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3912603.150787700,0,0,0,0
2016,kocaeli,golcuk,156901,kocaeli_golcuk,kocaeli_golcuk_2016,89.3,54.6,27.2,12.7,2.3,1.7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,kocaeli,golcuk,161117,kocaeli_golcuk,kocaeli_golcuk_2017,89.3,54.6,27.2,12.7,2.3,1.7,0,0,1,1,0,135.8015073256700,117.57815166115500,0.0033578083008000400,21879931.455790000,18943839.061190300,541,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21879931.455790000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18943839.061190300,0,0
2018,kocaeli,golcuk,162584,kocaeli_golcuk,kocaeli_golcuk_2018,89.5,47.2,22.9,9.8,3.5,2.4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,kocaeli,golcuk,165663,kocaeli_golcuk,kocaeli_golcuk_2019,89.5,47.2,22.9,9.8,3.5,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,kocaeli,golcuk,170503,kocaeli_golcuk,kocaeli_golcuk_2020,89.5,47.2,22.9,9.8,3.5,2.4,0,0,0,0,0,17.801181913551900,11.676296060563200,0,3035154.919806340,1990843.5072142100,0,1,0,0,0,0,0,0,0,0,0,3035154.919806340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990843.5072142100,0,0,0,0,0,0,0,0
2008,kocaeli,izmit,306515,kocaeli_izmit,kocaeli_izmit_2008,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,kocaeli,izmit,313964,kocaeli_izmit,kocaeli_izmit_2009,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,kocaeli,izmit,315734,kocaeli_izmit,kocaeli_izmit_2010,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,kocaeli,izmit,322588,kocaeli_izmit,kocaeli_izmit_2011,89.2,46.3,31.8,12.1,0,4.5,0,1,1,1,0,1.5078866838431800,1.7647364519069900,0,486426.1495676030,569282.8025477710,0,1,0,0,0,0,0,486426.1495676030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569282.8025477710,0,0,0,0,0,0,0,0,0,0,0,0
2012,kocaeli,izmit,327435,kocaeli_izmit,kocaeli_izmit_2012,89.2,46.3,31.8,12.1,0,4.5,0,1,1,1,0,0.5934998857748390,0.6799373941947300,0,194332.63509868400,222635.30066815100,0,1,0,0,0,0,0,194332.63509868400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222635.30066815100,0,0,0,0,0,0,0,0,0,0,0,0
2013,kocaeli,izmit,332754,kocaeli_izmit,kocaeli_izmit_2013,89.2,46.3,31.8,12.1,0,4.5,0,1,1,1,0,248.11810681626200,280.680958379225,0,82562292.51553850,93397711.62452060,0,2,0,0,0,0,0,0,25641362.57517420,0,56920929.94036430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28908641.97530860,0,64489069.649212000,0,0,0,0,0,0,0,0,0
2014,kocaeli,izmit,338710,kocaeli_izmit,kocaeli_izmit_2014,89.2,46.3,31.8,12.1,0,4.5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,kocaeli,izmit,347074,kocaeli_izmit,kocaeli_izmit_2015,88.2,41.1,32.4,14.8,4.4,5.5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,kocaeli,izmit,354464,kocaeli_izmit,kocaeli_izmit_2016,89.6,50.9,31.5,10.9,3.3,1.7,0,1,1,1,0,10.154053032325700,9.462963492214580,0,3599246.254050290,3354279.8913043500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3599246.254050290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3354279.8913043500,0,0,0,0
2017,kocaeli,izmit,360409,kocaeli_izmit,kocaeli_izmit_2017,89.6,50.9,31.5,10.9,3.3,1.7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,kocaeli,izmit,363416,kocaeli_izmit,kocaeli_izmit_2018,90.1,43,25.8,10,4.4,2.2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,kocaeli,izmit,367990,kocaeli_izmit,kocaeli_izmit_2019,90.1,43,25.8,10,4.4,2.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,kocaeli,izmit,365893,kocaeli_izmit,kocaeli_izmit_2020,90.1,43,25.8,10,4.4,2.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,kocaeli,kandira,50507,kocaeli_kandira,kocaeli_kandira_2002,83.03,35.76,16.49,5.49,1.44,1.87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,kocaeli,kandira,49870,kocaeli_kandira,kocaeli_kandira_2003,83.03,35.76,16.49,5.49,1.44,1.87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,kocaeli,kandira,49233,kocaeli_kandira,kocaeli_kandira_2004,83.03,35.76,16.49,5.49,1.44,1.87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,kocaeli,kandira,48596,kocaeli_kandira,kocaeli_kandira_2005,83.03,35.76,16.49,5.49,1.44,1.87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,kocaeli,kandira,47959,kocaeli_kandira,kocaeli_kandira_2006,83.03,35.76,16.49,5.49,1.44,1.87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,kocaeli,kandira,47322,kocaeli_kandira,kocaeli_kandira_2007,91.54,47.65,17.27,9.49,0,4.29,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,kocaeli,kandira,47041,kocaeli_kandira,kocaeli_kandira_2008,91.54,47.65,17.27,9.49,0,4.29,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,kocaeli,kandira,46984,kocaeli_kandira,kocaeli_kandira_2009,91.54,47.65,17.27,9.49,0,4.29,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,kocaeli,kandira,49769,kocaeli_kandira,kocaeli_kandira_2010,91.54,47.65,17.27,9.49,0,4.29,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,kocaeli,kandira,49554,kocaeli_kandira,kocaeli_kandira_2011,90.3,55.4,25.4,10.4,0,2.4,0,0,1,1,0,83.63328432144810,91.42968956323310,0,4144363.771265040,4530706.836616460,0,1,0,0,0,0,0,0,4144363.771265040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4530706.836616460,0,0,0,0,0,0,0,0,0,0,0
2012,kocaeli,kandira,50042,kocaeli_kandira,kocaeli_kandira_2012,90.3,55.4,25.4,10.4,0,2.4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,kocaeli,kandira,50046,kocaeli_kandira,kocaeli_kandira_2013,90.3,55.4,25.4,10.4,0,2.4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,kocaeli,kandira,49203,kocaeli_kandira,kocaeli_kandira_2014,90.3,55.4,25.4,10.4,0,2.4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,kocaeli,kandira,48937,kocaeli_kandira,kocaeli_kandira_2015,91.2,52.7,24.4,14.1,1.9,3.2,0,0,1,1,0,201.1693248369300,185.92102229672600,0.006150765269632390,9844623.249544820,9098417.068134890,301,2,0,0,2680835.378090870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7163787.871453950,0,0,2477632.4845148000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6620784.583620100
2016,kocaeli,kandira,49221,kocaeli_kandira,kocaeli_kandira_2016,92.4,62.4,22.8,9.3,1.3,1.4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,kocaeli,kandira,50413,kocaeli_kandira,kocaeli_kandira_2017,92.4,62.4,22.8,9.3,1.3,1.4,0,0,1,1,0,181.79923897761900,157.40339642277600,0.005355761410747230,9165045.034578680,7935177.423861410,270,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9165045.034578680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7935177.423861410
2018,kocaeli,kandira,51348,kocaeli_kandira,kocaeli_kandira_2018,95.6,50.5,17.5,13.7,3.3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,kocaeli,kandira,51897,kocaeli_kandira,kocaeli_kandira_2019,95.6,50.5,17.5,13.7,3.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,kocaeli,kandira,52268,kocaeli_kandira,kocaeli_kandira_2020,95.6,50.5,17.5,13.7,3.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,kocaeli,karamursel,48629,kocaeli_karamursel,kocaeli_karamursel_2002,77.81,45.06,16.06,6.79,1.32,6.68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,kocaeli,karamursel,48670,kocaeli_karamursel,kocaeli_karamursel_2003,77.81,45.06,16.06,6.79,1.32,6.68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,kocaeli,karamursel,48710,kocaeli_karamursel,kocaeli_karamursel_2004,77.81,45.06,16.06,6.79,1.32,6.68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,kocaeli,karamursel,48750,kocaeli_karamursel,kocaeli_karamursel_2005,77.81,45.06,16.06,6.79,1.32,6.68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,kocaeli,karamursel,48791,kocaeli_karamursel,kocaeli_karamursel_2006,77.81,45.06,16.06,6.79,1.32,6.68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,kocaeli,karamursel,48831,kocaeli_karamursel,kocaeli_karamursel_2007,87.82,46.06,17.89,10.08,0,9.37,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,kocaeli,karamursel,49719,kocaeli_karamursel,kocaeli_karamursel_2008,87.82,46.06,17.89,10.08,0,9.37,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,kocaeli,karamursel,50886,kocaeli_karamursel,kocaeli_karamursel_2009,87.82,46.06,17.89,10.08,0,9.37,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,kocaeli,karamursel,51987,kocaeli_karamursel,kocaeli_karamursel_2010,87.82,46.06,17.89,10.08,0,9.37,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,kocaeli,karamursel,52501,kocaeli_karamursel,kocaeli_karamursel_2011,88.1,50.1,26.5,12.2,0,6.8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,kocaeli,karamursel,52621,kocaeli_karamursel,kocaeli_karamursel_2012,88.1,50.1,26.5,12.2,0,6.8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,kocaeli,karamursel,53033,kocaeli_karamursel,kocaeli_karamursel_2013,88.1,50.1,26.5,12.2,0,6.8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,kocaeli,karamursel,54225,kocaeli_karamursel,kocaeli_karamursel_2014,88.1,50.1,26.5,12.2,0,6.8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,kocaeli,karamursel,55169,kocaeli_karamursel,kocaeli_karamursel_2015,85.7,46.8,26.3,15.6,2.8,6.6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,kocaeli,karamursel,55895,kocaeli_karamursel,kocaeli_karamursel_2016,87.1,56.7,24.9,12,2,2.8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,kocaeli,karamursel,56404,kocaeli_karamursel,kocaeli_karamursel_2017,87.1,56.7,24.9,12,2,2.8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,kocaeli,karamursel,56604,kocaeli_karamursel,kocaeli_karamursel_2018,87.8,49.5,21.8,8.9,2.7,3.3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,kocaeli,karamursel,57557,kocaeli_karamursel,kocaeli_karamursel_2019,87.8,49.5,21.8,8.9,2.7,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,kocaeli,karamursel,58412,kocaeli_karamursel,kocaeli_karamursel_2020,87.8,49.5,21.8,8.9,2.7,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,kocaeli,kartepe,87896,kocaeli_kartepe,kocaeli_kartepe_2008,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,kocaeli,kartepe,90407,kocaeli_kartepe,kocaeli_kartepe_2009,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,kocaeli,kartepe,93809,kocaeli_kartepe,kocaeli_kartepe_2010,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,kocaeli,kartepe,96585,kocaeli_kartepe,kocaeli_kartepe_2011,90.7,57.1,21.8,11.4,0,4.6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,kocaeli,kartepe,99410,kocaeli_kartepe,kocaeli_kartepe_2012,90.7,57.1,21.8,11.4,0,4.6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,kocaeli,kartepe,101692,kocaeli_kartepe,kocaeli_kartepe_2013,90.7,57.1,21.8,11.4,0,4.6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,kocaeli,kartepe,104882,kocaeli_kartepe,kocaeli_kartepe_2014,90.7,57.1,21.8,11.4,0,4.6,0,1,1,1,0,37.45478647478570,39.73435644403400,0,3928332.9150484700,4167418.7725631800,0,1,0,0,0,0,0,0,3928332.9150484700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4167418.7725631800,0,0,0,0,0,0,0,0,0,0,0
2015,kocaeli,kartepe,107988,kocaeli_kartepe,kocaeli_kartepe_2015,89,52.7,22.2,14.4,4.2,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,kocaeli,kartepe,111790,kocaeli_kartepe,kocaeli_kartepe_2016,91,63.1,21,9.8,3.1,1.5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,kocaeli,kartepe,115680,kocaeli_kartepe,kocaeli_kartepe_2017,91,63.1,21,9.8,3.1,1.5,0,1,1,1,0,48.59941751267310,42.077807496240700,0,5621980.617866030,4867560.77116513,0,1,0,0,0,0,5621980.617866030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4867560.77116513,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,kocaeli,kartepe,118066,kocaeli_kartepe,kocaeli_kartepe_2018,91.1,53.4,17.4,10.7,4.2,2.3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,kocaeli,kartepe,121326,kocaeli_kartepe,kocaeli_kartepe_2019,91.1,53.4,17.4,10.7,4.2,2.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,kocaeli,kartepe,125974,kocaeli_kartepe,kocaeli_kartepe_2020,91.1,53.4,17.4,10.7,4.2,2.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,kocaeli,korfez,112043,kocaeli_korfez,kocaeli_korfez_2002,75.28,40.82,18.7,7.42,5.66,4.46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,kocaeli,korfez,114292,kocaeli_korfez,kocaeli_korfez_2003,75.28,40.82,18.7,7.42,5.66,4.46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,kocaeli,korfez,116541,kocaeli_korfez,kocaeli_korfez_2004,75.28,40.82,18.7,7.42,5.66,4.46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,kocaeli,korfez,118791,kocaeli_korfez,kocaeli_korfez_2005,75.28,40.82,18.7,7.42,5.66,4.46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,kocaeli,korfez,121040,kocaeli_korfez,kocaeli_korfez_2006,75.28,40.82,18.7,7.42,5.66,4.46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
