year,province,district,population,pd,pdy,turnout_rate,akp,chp,mhp,hdp,sp,old_district,new_district,cabinet_origin,cabinet_represents,gen_altered,try_pc,usd_pc,hou_pc,real_try_sum,dollars_sum,houses_sum,projects,try_idare_konut,try_afet_konutu,try_alt_gelir,try_ikmal_ihalesi,try_protokol_meb,try_restorasyon,try_altyapi_sosyal,try_danismanlik_hizmetleri,try_stadyum,try_millet_bahcesi,try_gelir_paylasimli,try_konut_sosyal_donati,try_bakim_onarim,try_kamu_hizmet,try_tarimkoy,try_kentsel_donusum,try_diger,try_talep_organizasyon,usd_idare_konut,usd_afet_konutu,usd_alt_gelir,usd_ikmal_ihalesi,usd_protokol_meb,usd_restorasyon,usd_altyapi_sosyal,usd_danismanlik_hizmetleri,usd_stadyum,usd_millet_bahcesi,usd_gelir_paylasimli,usd_konut_sosyal_donati,usd_bakim_onarim,usd_kamu_hizmet,usd_tarimkoy,usd_kentsel_donusum,usd_diger,usd_talep_organizasyon
2017,tekirdag,corlu,260437,tekirdag_corlu,tekirdag_corlu_2017,88.3,33.7,49.4,9.8,4.9,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,tekirdag,corlu,262862,tekirdag_corlu,tekirdag_corlu_2018,89,30,42.5,6.5,6.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,tekirdag,corlu,270944,tekirdag_corlu,tekirdag_corlu_2019,89,30,42.5,6.5,6.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,tekirdag,corlu,279251,tekirdag_corlu,tekirdag_corlu_2020,89,30,42.5,6.5,6.7,0.7,0,0,0,0,0,101.15941358436700,66.4440377155028,0,28248867.40284820,18554563.976091900,0,2,26639565.30659300,0,0,0,0,0,0,0,0,1609302.0962552400,0,0,0,0,0,0,0,0,17473640.39955610,0,0,0,0,0,0,0,0,1080923.5765358200,0,0,0,0,0,0,0,0
2013,tekirdag,ergene,56787,tekirdag_ergene,tekirdag_ergene_2013,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,tekirdag,ergene,57613,tekirdag_ergene,tekirdag_ergene_2014,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,tekirdag,ergene,58311,tekirdag_ergene,tekirdag_ergene_2015,90,29.6,46.5,13.8,6.9,1.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,tekirdag,ergene,59641,tekirdag_ergene,tekirdag_ergene_2016,90.6,34.5,47.9,9.1,5.9,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,tekirdag,ergene,60881,tekirdag_ergene,tekirdag_ergene_2017,90.6,34.5,47.9,9.1,5.9,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,tekirdag,ergene,62458,tekirdag_ergene,tekirdag_ergene_2018,90.9,32.7,39.2,6.7,7.6,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,tekirdag,ergene,63821,tekirdag_ergene,tekirdag_ergene_2019,90.9,32.7,39.2,6.7,7.6,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,tekirdag,ergene,64820,tekirdag_ergene,tekirdag_ergene_2020,90.9,32.7,39.2,6.7,7.6,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,tekirdag,hayrabolu,38935,tekirdag_hayrabolu,tekirdag_hayrabolu_2002,85.65,11.14,21.16,10.9,0.4,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,tekirdag,hayrabolu,38536,tekirdag_hayrabolu,tekirdag_hayrabolu_2003,85.65,11.14,21.16,10.9,0.4,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,tekirdag,hayrabolu,38138,tekirdag_hayrabolu,tekirdag_hayrabolu_2004,85.65,11.14,21.16,10.9,0.4,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,tekirdag,hayrabolu,37739,tekirdag_hayrabolu,tekirdag_hayrabolu_2005,85.65,11.14,21.16,10.9,0.4,1.24,0,0,0,0,0,118.39960216271100,106.77626936669300,0.0034977079413868900,4468282.5860185500,4029629.629629630,132,1,4468282.5860185500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4029629.629629630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,tekirdag,hayrabolu,37341,tekirdag_hayrabolu,tekirdag_hayrabolu_2006,85.65,11.14,21.16,10.9,0.4,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,tekirdag,hayrabolu,36942,tekirdag_hayrabolu,tekirdag_hayrabolu_2007,89.94,20.37,34,15.71,0,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,tekirdag,hayrabolu,37422,tekirdag_hayrabolu,tekirdag_hayrabolu_2008,89.94,20.37,34,15.71,0,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,tekirdag,hayrabolu,35968,tekirdag_hayrabolu,tekirdag_hayrabolu_2009,89.94,20.37,34,15.71,0,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,tekirdag,hayrabolu,35242,tekirdag_hayrabolu,tekirdag_hayrabolu_2010,89.94,20.37,34,15.71,0,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,tekirdag,hayrabolu,35817,tekirdag_hayrabolu,tekirdag_hayrabolu_2011,91.3,29.4,52.8,13.2,0,0.5,0,0,0,0,0,23.55221126696480,27.56403792882750,5.58394058687216E-04,843569.5509488800,987261.1464968150,20,1,0,0,0,0,0,0,843569.5509488800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987261.1464968150,0,0,0,0,0,0,0,0,0,0,0
2012,tekirdag,hayrabolu,34478,tekirdag_hayrabolu,tekirdag_hayrabolu_2012,91.3,29.4,52.8,13.2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,tekirdag,hayrabolu,33839,tekirdag_hayrabolu,tekirdag_hayrabolu_2013,91.3,29.4,52.8,13.2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,tekirdag,hayrabolu,33488,tekirdag_hayrabolu,tekirdag_hayrabolu_2014,91.3,29.4,52.8,13.2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,tekirdag,hayrabolu,32602,tekirdag_hayrabolu,tekirdag_hayrabolu_2015,88.7,26.6,52.7,15.7,0.7,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,tekirdag,hayrabolu,32158,tekirdag_hayrabolu,tekirdag_hayrabolu_2016,87.9,30.1,55.5,10.9,0.4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,tekirdag,hayrabolu,32035,tekirdag_hayrabolu,tekirdag_hayrabolu_2017,87.9,30.1,55.5,10.9,0.4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,tekirdag,hayrabolu,32137,tekirdag_hayrabolu,tekirdag_hayrabolu_2018,90.1,31.8,43.7,4.3,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,tekirdag,hayrabolu,32268,tekirdag_hayrabolu,tekirdag_hayrabolu_2019,90.1,31.8,43.7,4.3,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,tekirdag,hayrabolu,31574,tekirdag_hayrabolu,tekirdag_hayrabolu_2020,90.1,31.8,43.7,4.3,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,tekirdag,kapakli,85898,tekirdag_kapakli,tekirdag_kapakli_2013,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,tekirdag,kapakli,92003,tekirdag_kapakli,tekirdag_kapakli_2014,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,tekirdag,kapakli,97700,tekirdag_kapakli,tekirdag_kapakli_2015,87.1,40,35.4,14.5,6.7,1.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,tekirdag,kapakli,105243,tekirdag_kapakli,tekirdag_kapakli_2016,88.2,49.4,33.7,9.7,5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,tekirdag,kapakli,112269,tekirdag_kapakli,tekirdag_kapakli_2017,88.2,49.4,33.7,9.7,5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,tekirdag,kapakli,116882,tekirdag_kapakli,tekirdag_kapakli_2018,88.2,42.8,28.3,11.2,6.6,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,tekirdag,kapakli,120489,tekirdag_kapakli,tekirdag_kapakli_2019,88.2,42.8,28.3,11.2,6.6,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,tekirdag,kapakli,124609,tekirdag_kapakli,tekirdag_kapakli_2020,88.2,42.8,28.3,11.2,6.6,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,tekirdag,malkara,58135,tekirdag_malkara,tekirdag_malkara_2002,87.51,14.23,27.54,12.14,0.68,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,tekirdag,malkara,57805,tekirdag_malkara,tekirdag_malkara_2003,87.51,14.23,27.54,12.14,0.68,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,tekirdag,malkara,57474,tekirdag_malkara,tekirdag_malkara_2004,87.51,14.23,27.54,12.14,0.68,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,tekirdag,malkara,57144,tekirdag_malkara,tekirdag_malkara_2005,87.51,14.23,27.54,12.14,0.68,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,tekirdag,malkara,56814,tekirdag_malkara,tekirdag_malkara_2006,87.51,14.23,27.54,12.14,0.68,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,tekirdag,malkara,56484,tekirdag_malkara,tekirdag_malkara_2007,90.33,26.42,34.29,17.82,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,tekirdag,malkara,56308,tekirdag_malkara,tekirdag_malkara_2008,90.33,26.42,34.29,17.82,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,tekirdag,malkara,54658,tekirdag_malkara,tekirdag_malkara_2009,90.33,26.42,34.29,17.82,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,tekirdag,malkara,54315,tekirdag_malkara,tekirdag_malkara_2010,90.33,26.42,34.29,17.82,0,1.37,0,0,0,0,0,126.86336858432300,149.03253220574400,0.007364448126668510,6890583.8646575,8094701.986754970,400,1,0,0,0,0,0,0,0,0,0,0,0,6890583.8646575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8094701.986754970,0,0,0,0,0,0
2011,tekirdag,malkara,54771,tekirdag_malkara,tekirdag_malkara_2011,90.9,32.7,48.6,13.1,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,tekirdag,malkara,54121,tekirdag_malkara,tekirdag_malkara_2012,90.9,32.7,48.6,13.1,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,tekirdag,malkara,53293,tekirdag_malkara,tekirdag_malkara_2013,90.9,32.7,48.6,13.1,0,1.1,0,0,0,0,0,141.03779082627700,159.0091395506740,0,7516326.986504780,8474074.074074080,0,1,0,0,0,0,0,0,7516326.986504780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8474074.074074080,0,0,0,0,0,0,0,0,0,0,0
2014,tekirdag,malkara,53014,tekirdag_malkara,tekirdag_malkara_2014,90.9,32.7,48.6,13.1,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,tekirdag,malkara,52663,tekirdag_malkara,tekirdag_malkara_2015,88.8,30.6,48.7,14.3,1.2,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,tekirdag,malkara,52331,tekirdag_malkara,tekirdag_malkara_2016,88.7,35.5,48.2,11.6,0.9,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
